# IsPeriodic    : True
# Period        : 0.661751 days
# Normalization : <g_mag>=0
# 
# Phase u_mag  g_mag  r_mag  i_mag  z_mag  y_mag
0 0.887 -0.248 -0.334 -0.368 -0.335 -0.335
0.0013235 0.887 -0.248 -0.334 -0.368 -0.335 -0.335
0.002647 0.887 -0.247 -0.334 -0.368 -0.335 -0.335
0.00397051 0.888 -0.247 -0.334 -0.367 -0.335 -0.335
0.00529401 0.888 -0.247 -0.334 -0.367 -0.334 -0.334
0.00661751 0.889 -0.246 -0.334 -0.367 -0.334 -0.334
0.00794101 0.890 -0.246 -0.333 -0.366 -0.333 -0.333
0.00926451 0.890 -0.246 -0.333 -0.366 -0.333 -0.333
0.010588 0.891 -0.245 -0.333 -0.365 -0.332 -0.332
0.0119115 0.892 -0.245 -0.332 -0.364 -0.332 -0.332
0.013235 0.893 -0.244 -0.332 -0.364 -0.331 -0.331
0.0145585 0.895 -0.244 -0.331 -0.363 -0.330 -0.330
0.015882 0.896 -0.243 -0.331 -0.362 -0.329 -0.329
0.0172055 0.897 -0.242 -0.330 -0.362 -0.329 -0.329
0.018529 0.898 -0.241 -0.330 -0.361 -0.328 -0.328
0.0198525 0.899 -0.240 -0.329 -0.360 -0.327 -0.327
0.021176 0.901 -0.239 -0.329 -0.360 -0.326 -0.326
0.0224995 0.902 -0.238 -0.328 -0.359 -0.325 -0.325
0.023823 0.903 -0.237 -0.327 -0.358 -0.325 -0.325
0.0251465 0.905 -0.236 -0.326 -0.358 -0.324 -0.324
0.02647 0.906 -0.235 -0.325 -0.357 -0.323 -0.323
0.0277935 0.908 -0.234 -0.324 -0.356 -0.322 -0.322
0.029117 0.909 -0.233 -0.323 -0.355 -0.321 -0.321
0.0304405 0.911 -0.232 -0.322 -0.355 -0.320 -0.320
0.031764 0.913 -0.230 -0.321 -0.354 -0.320 -0.320
0.0330876 0.914 -0.229 -0.320 -0.353 -0.319 -0.319
0.0344111 0.916 -0.227 -0.319 -0.352 -0.318 -0.318
