# IsPeriodic    : True
# Period        : 0.587713 days
# Normalization : <g_mag>=0
# 
# Phase u_mag  g_mag  r_mag  i_mag  z_mag  y_mag
0 0.717 -0.494 -0.479 -0.420 -0.408 -0.408
0.00117543 0.717 -0.493 -0.479 -0.420 -0.408 -0.408
0.00235085 0.718 -0.492 -0.479 -0.420 -0.408 -0.408
0.00352628 0.719 -0.491 -0.479 -0.420 -0.408 -0.408
0.0047017 0.719 -0.489 -0.478 -0.419 -0.407 -0.407
0.00587713 0.720 -0.487 -0.477 -0.419 -0.407 -0.407
0.00705256 0.722 -0.484 -0.476 -0.418 -0.406 -0.406
0.00822798 0.723 -0.480 -0.475 -0.417 -0.405 -0.405
0.00940341 0.725 -0.477 -0.474 -0.416 -0.404 -0.404
0.0105788 0.727 -0.473 -0.473 -0.415 -0.403 -0.403
0.0117543 0.728 -0.470 -0.471 -0.413 -0.402 -0.402
0.0129297 0.730 -0.466 -0.470 -0.412 -0.401 -0.401
0.0141051 0.733 -0.462 -0.468 -0.410 -0.400 -0.400
0.0152805 0.734 -0.458 -0.467 -0.408 -0.399 -0.399
0.016456 0.736 -0.454 -0.465 -0.407 -0.397 -0.397
0.0176314 0.739 -0.450 -0.464 -0.406 -0.396 -0.396
0.0188068 0.741 -0.446 -0.461 -0.403 -0.395 -0.395
0.0199822 0.743 -0.443 -0.460 -0.402 -0.394 -0.394
0.0211577 0.745 -0.439 -0.458 -0.400 -0.393 -0.393
0.0223331 0.748 -0.435 -0.456 -0.398 -0.391 -0.391
0.0235085 0.750 -0.432 -0.454 -0.397 -0.390 -0.390
0.0246839 0.753 -0.428 -0.451 -0.395 -0.388 -0.388
0.0258594 0.755 -0.424 -0.449 -0.393 -0.387 -0.387
0.0270348 0.758 -0.421 -0.447 -0.391 -0.386 -0.386
0.0282102 0.760 -0.417 -0.444 -0.390 -0.384 -0.384
0.0293857 0.762 -0.413 -0.442 -0.388 -0.383 -0.383
0.0305611 0.765 -0.409 -0.439 -0.386 -0.381 -0.381
0.0317365 0.768 -0.405 -0.436 -0.385 -0.379 -0.379
0.0329119 0.770 -0.400 -0.433 -0.383 -0.378 -0.378
0.0340874 0.773 -0.397 -0.430 -0.382 -0.376 -0.376
0.0352628 0.776 -0.392 -0.427 -0.380 -0.374 -0.374
0.0364382 0.779 -0.388 -0.424 -0.379 -0.372 -0.372
0.0376136 0.782 -0.384 -0.421 -0.377 -0.370 -0.370
0.0387891 0.785 -0.379 -0.418 -0.376 -0.369 -0.369
0.0399645 0.788 -0.375 -0.414 -0.374 -0.367 -0.367
0.0411399 0.791 -0.371 -0.411 -0.373 -0.365 -0.365
0.0423153 0.794 -0.366 -0.407 -0.371 -0.363 -0.363
0.0434908 0.797 -0.362 -0.404 -0.369 -0.361 -0.361
0.0446662 0.801 -0.358 -0.400 -0.368 -0.359 -0.359
0.0458416 0.804 -0.353 -0.397 -0.366 -0.357 -0.357
0.047017 0.807 -0.349 -0.394 -0.365 -0.355 -0.355
0.0481925 0.811 -0.345 -0.390 -0.363 -0.353 -0.353
0.0493679 0.814 -0.340 -0.386 -0.362 -0.351 -0.351
0.0505433 0.817 -0.336 -0.383 -0.360 -0.349 -0.349
0.0517187 0.820 -0.331 -0.380 -0.359 -0.347 -0.347
0.0528942 0.824 -0.327 -0.376 -0.357 -0.345 -0.345
0.0540696 0.827 -0.323 -0.373 -0.356 -0.343 -0.343
0.055245 0.831 -0.319 -0.370 -0.354 -0.341 -0.341
0.0564204 0.834 -0.315 -0.367 -0.353 -0.339 -0.339
0.0575959 0.837 -0.310 -0.364 -0.351 -0.337 -0.337
0.0587713 0.840 -0.306 -0.360 -0.350 -0.336 -0.336
0.0599467 0.844 -0.302 -0.358 -0.348 -0.334 -0.334
0.0611222 0.847 -0.298 -0.355 -0.347 -0.332 -0.332
0.0622976 0.851 -0.294 -0.352 -0.346 -0.331 -0.331
0.063473 0.854 -0.290 -0.349 -0.344 -0.329 -0.329
0.0646484 0.857 -0.286 -0.346 -0.343 -0.327 -0.327
0.0658239 0.860 -0.282 -0.343 -0.341 -0.326 -0.326
0.0669993 0.863 -0.278 -0.341 -0.340 -0.324 -0.324
0.0681747 0.866 -0.275 -0.338 -0.338 -0.323 -0.323
0.0693501 0.869 -0.271 -0.335 -0.337 -0.321 -0.321
0.0705256 0.872 -0.267 -0.333 -0.336 -0.320 -0.320
0.071701 0.875 -0.264 -0.330 -0.334 -0.318 -0.318
0.0728764 0.877 -0.260 -0.327 -0.333 -0.317 -0.317
0.0740518 0.880 -0.257 -0.325 -0.331 -0.315 -0.315
0.0752273 0.884 -0.253 -0.322 -0.330 -0.314 -0.314
0.0764027 0.886 -0.249 -0.320 -0.329 -0.313 -0.313
0.0775781 0.889 -0.246 -0.318 -0.327 -0.311 -0.311
0.0787535 0.892 -0.243 -0.316 -0.326 -0.310 -0.310
0.079929 0.894 -0.239 -0.313 -0.325 -0.309 -0.309
0.0811044 0.898 -0.235 -0.311 -0.323 -0.307 -0.307
0.0822798 0.900 -0.233 -0.309 -0.322 -0.306 -0.306
0.0834552 0.902 -0.229 -0.307 -0.321 -0.305 -0.305
0.0846307 0.905 -0.226 -0.305 -0.319 -0.304 -0.304
0.0858061 0.908 -0.222 -0.303 -0.318 -0.303 -0.303
0.0869815 0.910 -0.219 -0.301 -0.316 -0.302 -0.302
0.0881569 0.913 -0.217 -0.299 -0.315 -0.301 -0.301
0.0893324 0.915 -0.214 -0.297 -0.313 -0.299 -0.299
0.0905078 0.918 -0.210 -0.295 -0.312 -0.298 -0.298
0.0916832 0.920 -0.207 -0.293 -0.311 -0.297 -0.297
0.0928587 0.922 -0.204 -0.291 -0.309 -0.296 -0.296
0.0940341 0.925 -0.201 -0.289 -0.308 -0.295 -0.295
0.0952095 0.927 -0.198 -0.287 -0.307 -0.294 -0.294
0.0963849 0.930 -0.195 -0.286 -0.305 -0.293 -0.293
0.0975604 0.932 -0.193 -0.283 -0.304 -0.291 -0.291
0.0987358 0.935 -0.190 -0.282 -0.303 -0.290 -0.290
0.0999112 0.937 -0.187 -0.280 -0.301 -0.289 -0.289
0.101087 0.939 -0.184 -0.278 -0.300 -0.288 -0.288
0.102262 0.942 -0.180 -0.276 -0.299 -0.287 -0.287
0.103437 0.944 -0.177 -0.274 -0.297 -0.286 -0.286
0.104613 0.947 -0.174 -0.272 -0.296 -0.285 -0.285
0.105788 0.949 -0.171 -0.270 -0.295 -0.284 -0.284
0.106964 0.952 -0.169 -0.268 -0.293 -0.282 -0.282
0.108139 0.955 -0.166 -0.266 -0.292 -0.281 -0.281
0.109315 0.957 -0.163 -0.264 -0.291 -0.280 -0.280
0.11049 0.960 -0.160 -0.263 -0.290 -0.279 -0.279
0.111665 0.962 -0.157 -0.260 -0.288 -0.278 -0.278
0.112841 0.965 -0.154 -0.259 -0.287 -0.277 -0.277
0.114016 0.967 -0.151 -0.257 -0.286 -0.276 -0.276
0.115192 0.970 -0.148 -0.255 -0.285 -0.275 -0.275
0.116367 0.973 -0.145 -0.253 -0.284 -0.274 -0.274
0.117543 0.975 -0.142 -0.251 -0.283 -0.273 -0.273
0.118718 0.978 -0.140 -0.250 -0.281 -0.272 -0.272
0.119893 0.981 -0.137 -0.248 -0.281 -0.270 -0.270
0.121069 0.983 -0.134 -0.246 -0.279 -0.269 -0.269
0.122244 0.986 -0.131 -0.244 -0.278 -0.268 -0.268
0.12342 0.989 -0.128 -0.242 -0.277 -0.267 -0.267
0.124595 0.992 -0.125 -0.241 -0.276 -0.266 -0.266
0.125771 0.995 -0.123 -0.239 -0.275 -0.265 -0.265
0.126946 0.997 -0.120 -0.237 -0.274 -0.264 -0.264
0.128121 1.000 -0.117 -0.235 -0.273 -0.263 -0.263
0.129297 1.003 -0.114 -0.233 -0.272 -0.261 -0.261
0.130472 1.006 -0.111 -0.232 -0.271 -0.260 -0.260
