# IsPeriodic    : True
# Period        : 0.554792 days
# Normalization : <g_mag>=0
# 
# Phase u_mag  g_mag  r_mag  i_mag  z_mag  y_mag
0 0.339 -0.870 -0.727 -0.613 -0.529 -0.529
0.00110958 0.339 -0.869 -0.727 -0.613 -0.529 -0.529
0.00221917 0.339 -0.868 -0.727 -0.613 -0.528 -0.528
0.00332875 0.340 -0.865 -0.726 -0.612 -0.528 -0.528
0.00443834 0.341 -0.863 -0.724 -0.611 -0.527 -0.527
0.00554792 0.344 -0.859 -0.723 -0.611 -0.527 -0.527
0.0066575 0.345 -0.854 -0.721 -0.610 -0.526 -0.526
0.00776709 0.347 -0.847 -0.719 -0.608 -0.525 -0.525
0.00887667 0.350 -0.841 -0.716 -0.607 -0.524 -0.524
0.00998626 0.354 -0.835 -0.713 -0.605 -0.523 -0.523
0.0110958 0.357 -0.828 -0.711 -0.604 -0.521 -0.521
0.0122054 0.360 -0.822 -0.708 -0.602 -0.520 -0.520
0.013315 0.363 -0.814 -0.706 -0.600 -0.518 -0.518
0.0144246 0.368 -0.808 -0.702 -0.598 -0.517 -0.517
0.0155342 0.372 -0.800 -0.699 -0.596 -0.515 -0.515
0.0166438 0.376 -0.794 -0.696 -0.594 -0.513 -0.513
0.0177533 0.381 -0.787 -0.692 -0.592 -0.510 -0.510
0.0188629 0.386 -0.781 -0.689 -0.589 -0.508 -0.508
0.0199725 0.391 -0.774 -0.685 -0.587 -0.505 -0.505
0.0210821 0.396 -0.768 -0.682 -0.584 -0.503 -0.503
0.0221917 0.400 -0.761 -0.679 -0.582 -0.500 -0.500
0.0233013 0.407 -0.755 -0.675 -0.579 -0.496 -0.496
0.0244108 0.413 -0.749 -0.671 -0.576 -0.493 -0.493
0.0255204 0.419 -0.742 -0.667 -0.573 -0.490 -0.490
0.02663 0.425 -0.736 -0.662 -0.570 -0.486 -0.486
0.0277396 0.431 -0.728 -0.658 -0.567 -0.483 -0.483
