# IsPeriodic    : True
# Period        : 0.426138 days
# Normalization : <g_mag>=0
# 
# Phase u_mag  g_mag  r_mag  i_mag  z_mag  y_mag
0 0.974 -0.170 -0.139 -0.089 -0.018 -0.018
0.000852276 0.974 -0.170 -0.139 -0.089 -0.018 -0.018
0.00170455 0.974 -0.170 -0.139 -0.089 -0.018 -0.018
0.00255683 0.974 -0.170 -0.139 -0.089 -0.018 -0.018
0.0034091 0.974 -0.170 -0.139 -0.089 -0.018 -0.018
0.00426138 0.974 -0.170 -0.139 -0.089 -0.018 -0.018
0.00511366 0.974 -0.170 -0.139 -0.089 -0.018 -0.018
0.00596593 0.974 -0.170 -0.139 -0.089 -0.018 -0.018
0.00681821 0.975 -0.169 -0.139 -0.089 -0.018 -0.018
0.00767048 0.975 -0.169 -0.139 -0.088 -0.018 -0.018
0.00852276 0.975 -0.169 -0.139 -0.088 -0.018 -0.018
0.00937504 0.975 -0.169 -0.138 -0.088 -0.018 -0.018
0.0102273 0.976 -0.168 -0.138 -0.088 -0.017 -0.017
0.0110796 0.976 -0.168 -0.138 -0.088 -0.017 -0.017
0.0119319 0.976 -0.168 -0.138 -0.088 -0.017 -0.017
0.0127841 0.977 -0.167 -0.138 -0.087 -0.017 -0.017
0.0136364 0.977 -0.167 -0.138 -0.087 -0.017 -0.017
0.0144887 0.977 -0.167 -0.138 -0.087 -0.016 -0.016
0.015341 0.978 -0.166 -0.138 -0.087 -0.016 -0.016
0.0161932 0.979 -0.166 -0.138 -0.086 -0.016 -0.016
0.0170455 0.979 -0.165 -0.138 -0.086 -0.016 -0.016
0.0178978 0.979 -0.165 -0.137 -0.086 -0.015 -0.015
0.0187501 0.980 -0.164 -0.137 -0.085 -0.015 -0.015
0.0196023 0.981 -0.164 -0.137 -0.085 -0.015 -0.015
0.0204546 0.981 -0.163 -0.137 -0.085 -0.015 -0.015
0.0213069 0.982 -0.163 -0.137 -0.084 -0.014 -0.014
0.0221592 0.983 -0.162 -0.136 -0.084 -0.014 -0.014
0.0230115 0.983 -0.162 -0.136 -0.083 -0.014 -0.014
0.0238637 0.984 -0.161 -0.136 -0.083 -0.013 -0.013
0.024716 0.985 -0.160 -0.136 -0.083 -0.013 -0.013
0.0255683 0.986 -0.160 -0.135 -0.082 -0.013 -0.013
0.0264206 0.987 -0.159 -0.135 -0.082 -0.012 -0.012
0.0272728 0.987 -0.158 -0.135 -0.081 -0.012 -0.012
0.0281251 0.988 -0.158 -0.134 -0.081 -0.011 -0.011
0.0289774 0.989 -0.157 -0.134 -0.080 -0.011 -0.011
0.0298297 0.990 -0.156 -0.134 -0.080 -0.011 -0.011
0.0306819 0.991 -0.155 -0.133 -0.079 -0.010 -0.010
0.0315342 0.992 -0.155 -0.133 -0.079 -0.010 -0.010
0.0323865 0.993 -0.154 -0.132 -0.078 -0.010 -0.010
0.0332388 0.994 -0.153 -0.132 -0.078 -0.009 -0.009
0.034091 0.995 -0.152 -0.131 -0.077 -0.009 -0.009
0.0349433 0.996 -0.151 -0.130 -0.076 -0.008 -0.008
0.0357956 0.997 -0.151 -0.130 -0.076 -0.008 -0.008
0.0366479 0.998 -0.150 -0.129 -0.075 -0.007 -0.007
0.0375001 0.999 -0.149 -0.128 -0.075 -0.007 -0.007
0.0383524 1.000 -0.148 -0.128 -0.074 -0.007 -0.007
0.0392047 1.001 -0.147 -0.127 -0.073 -0.006 -0.006
0.040057 1.002 -0.146 -0.127 -0.073 -0.006 -0.006
0.0409092 1.003 -0.145 -0.126 -0.072 -0.005 -0.005
0.0417615 1.004 -0.144 -0.125 -0.071 -0.005 -0.005
