# IsPeriodic    : True
# Period        : 0.297828 days
# Normalization : <g_mag>=0
# 
# Phase u_mag  g_mag  r_mag  i_mag  z_mag  y_mag
 0.000  1.022 -0.153 -0.085 -0.001  0.060  0.060
 0.002  1.022 -0.153 -0.085 -0.001  0.060  0.060
 0.004  1.022 -0.153 -0.085 -0.001  0.060  0.060
 0.006  1.022 -0.153 -0.085 -0.001  0.060  0.060
 0.008  1.022 -0.153 -0.085 -0.001  0.060  0.060
 0.010  1.022 -0.153 -0.085 -0.001  0.060  0.060
 0.012  1.022 -0.153 -0.085 -0.001  0.060  0.060
 0.014  1.022 -0.153 -0.085 -0.000  0.060  0.060
 0.016  1.022 -0.152 -0.085 -0.000  0.061  0.061
 0.018  1.023 -0.152 -0.085  0.000  0.061  0.061
 0.020  1.023 -0.152 -0.085  0.000  0.061  0.061
 0.022  1.023 -0.152 -0.085  0.001  0.061  0.061
 0.024  1.024 -0.151 -0.085  0.001  0.061  0.061
 0.026  1.024 -0.151 -0.085  0.001  0.061  0.061
 0.028  1.024 -0.151 -0.085  0.002  0.061  0.061
 0.030  1.025 -0.150 -0.085  0.002  0.062  0.062
 0.032  1.025 -0.150 -0.085  0.002  0.062  0.062
 0.034  1.026 -0.150 -0.085  0.003  0.062  0.062
 0.036  1.026 -0.150 -0.085  0.003  0.062  0.062
 0.038  1.027 -0.149 -0.084  0.004  0.063  0.063
 0.040  1.028 -0.149 -0.084  0.004  0.063  0.063
 0.042  1.028 -0.148 -0.084  0.005  0.063  0.063
 0.044  1.029 -0.148 -0.084  0.005  0.063  0.063
 0.046  1.029 -0.147 -0.084  0.005  0.064  0.064
 0.048  1.030 -0.147 -0.084  0.006  0.064  0.064
 0.050  1.031 -0.147 -0.083  0.006  0.064  0.064
 0.052  1.032 -0.146 -0.083  0.007  0.065  0.065
 0.054  1.032 -0.145 -0.083  0.007  0.065  0.065
 0.056  1.033 -0.145 -0.083  0.008  0.065  0.065
 0.058  1.034 -0.144 -0.083  0.008  0.066  0.066
 0.060  1.035 -0.143 -0.082  0.008  0.066  0.066
 0.062  1.036 -0.143 -0.082  0.009  0.066  0.066
 0.064  1.037 -0.142 -0.082  0.009  0.067  0.067
 0.066  1.038 -0.142 -0.081  0.010  0.067  0.067
 0.068  1.039 -0.141 -0.081  0.010  0.067  0.067
 0.070  1.040 -0.140 -0.080  0.011  0.068  0.068
 0.072  1.041 -0.140 -0.080  0.011  0.068  0.068
 0.074  1.042 -0.139 -0.080  0.011  0.069  0.069
 0.076  1.043 -0.138 -0.079  0.012  0.069  0.069
 0.078  1.044 -0.138 -0.079  0.012  0.070  0.070
 0.080  1.045 -0.137 -0.078  0.013  0.070  0.070
 0.082  1.046 -0.136 -0.078  0.013  0.070  0.070
 0.084  1.047 -0.135 -0.077  0.014  0.071  0.071
 0.086  1.048 -0.135 -0.076  0.014  0.071  0.071
 0.088  1.050 -0.134 -0.076  0.014  0.072  0.072
 0.090  1.051 -0.133 -0.075  0.015  0.072  0.072
 0.092  1.052 -0.132 -0.075  0.015  0.073  0.073
 0.094  1.053 -0.131 -0.074  0.016  0.073  0.073
 0.096  1.054 -0.131 -0.073  0.016  0.074  0.074
 0.098  1.055 -0.130 -0.072  0.017  0.074  0.074
 0.100  1.056 -0.129 -0.072  0.017  0.075  0.075
 0.102  1.057 -0.128 -0.071  0.017  0.075  0.075
 0.104  1.058 -0.127 -0.070  0.018  0.075  0.075
 0.106  1.060 -0.126 -0.069  0.018  0.076  0.076
 0.108  1.061 -0.125 -0.069  0.019  0.076  0.076
 0.110  1.062 -0.124 -0.068  0.019  0.077  0.077
 0.112  1.063 -0.123 -0.067  0.020  0.077  0.077
 0.114  1.064 -0.122 -0.066  0.020  0.078  0.078
 0.116  1.065 -0.121 -0.065  0.021  0.078  0.078
 0.118  1.067 -0.120 -0.064  0.021  0.079  0.079
 0.120  1.068 -0.119 -0.063  0.022  0.079  0.079
 0.122  1.069 -0.118 -0.062  0.022  0.080  0.080
 0.124  1.070 -0.117 -0.061  0.023  0.080  0.080
 0.126  1.071 -0.116 -0.061  0.023  0.081  0.081
 0.128  1.072 -0.115 -0.059  0.024  0.081  0.081
 0.130  1.074 -0.114 -0.058  0.024  0.082  0.082
 0.132  1.075 -0.113 -0.058  0.025  0.082  0.082
 0.134  1.076 -0.112 -0.057  0.025  0.083  0.083
 0.136  1.077 -0.110 -0.056  0.026  0.083  0.083
 0.138  1.078 -0.109 -0.055  0.026  0.084  0.084
 0.140  1.080 -0.108 -0.054  0.027  0.084  0.084
 0.142  1.080 -0.107 -0.053  0.027  0.085  0.085
 0.144  1.082 -0.106 -0.052  0.028  0.085  0.085
 0.146  1.083 -0.105 -0.051  0.028  0.086  0.086
 0.148  1.084 -0.104 -0.050  0.029  0.087  0.087
 0.150  1.086 -0.103 -0.049  0.029  0.087  0.087
 0.152  1.087 -0.102 -0.048  0.030  0.088  0.088
 0.154  1.088 -0.100 -0.047  0.030  0.089  0.089
 0.156  1.089 -0.099 -0.046  0.031  0.089  0.089
 0.158  1.091 -0.098 -0.045  0.031  0.090  0.090
 0.160  1.092 -0.097 -0.044  0.032  0.091  0.091
 0.162  1.093 -0.095 -0.043  0.033  0.091  0.091
 0.164  1.094 -0.094 -0.042  0.033  0.092  0.092
 0.166  1.096 -0.093 -0.041  0.034  0.093  0.093
 0.168  1.097 -0.092 -0.039  0.034  0.094  0.094
 0.170  1.098 -0.090 -0.039  0.035  0.094  0.094
 0.172  1.100 -0.089 -0.037  0.036  0.095  0.095
 0.174  1.101 -0.088 -0.036  0.036  0.096  0.096
 0.176  1.103 -0.087 -0.035  0.037  0.097  0.097
 0.178  1.104 -0.086 -0.034  0.037  0.098  0.098
 0.180  1.105 -0.084 -0.033  0.038  0.098  0.098
 0.182  1.107 -0.083 -0.032  0.039  0.099  0.099
 0.184  1.108 -0.082 -0.031  0.039  0.100  0.100
 0.186  1.110 -0.080 -0.030  0.040  0.101  0.101
 0.188  1.111 -0.079 -0.029  0.040  0.102  0.102
 0.190  1.113 -0.078 -0.028  0.041  0.103  0.103
 0.192  1.114 -0.076 -0.027  0.042  0.104  0.104
 0.194  1.115 -0.075 -0.026  0.042  0.105  0.105
 0.196  1.117 -0.074 -0.024  0.043  0.105  0.105
 0.198  1.119 -0.072 -0.023  0.043  0.106  0.106
 0.200  1.120 -0.071 -0.022  0.044  0.107  0.107
 0.202  1.122 -0.069 -0.021  0.045  0.108  0.108
 0.204  1.123 -0.068 -0.020  0.045  0.109  0.109
 0.206  1.125 -0.067 -0.019  0.046  0.110  0.110
 0.208  1.127 -0.065 -0.017  0.047  0.111  0.111
 0.210  1.128 -0.064 -0.016  0.047  0.112  0.112
 0.212  1.130 -0.062 -0.015  0.048  0.113  0.113
 0.214  1.131 -0.061 -0.014  0.049  0.114  0.114
 0.216  1.133 -0.059 -0.013  0.049  0.115  0.115
