# IsPeriodic    : True
# Period        : 0.328689 days
# Normalization : <g_mag>=0
# 
# Phase u_mag  g_mag  r_mag  i_mag  z_mag  y_mag
0 0.876 -0.326 -0.252 -0.192 -0.127 -0.127
0.000657378 0.876 -0.326 -0.252 -0.192 -0.127 -0.127
0.00131476 0.876 -0.326 -0.252 -0.192 -0.127 -0.127
0.00197213 0.876 -0.326 -0.252 -0.192 -0.127 -0.127
0.00262951 0.877 -0.326 -0.252 -0.191 -0.126 -0.126
0.00328689 0.877 -0.326 -0.252 -0.191 -0.126 -0.126
0.00394427 0.877 -0.325 -0.252 -0.191 -0.126 -0.126
0.00460165 0.877 -0.324 -0.252 -0.190 -0.126 -0.126
0.00525902 0.878 -0.324 -0.252 -0.190 -0.126 -0.126
0.0059164 0.878 -0.324 -0.251 -0.189 -0.126 -0.126
0.00657378 0.879 -0.324 -0.251 -0.189 -0.125 -0.125
0.00723116 0.879 -0.323 -0.251 -0.188 -0.125 -0.125
0.00788854 0.880 -0.322 -0.250 -0.187 -0.125 -0.125
0.00854591 0.881 -0.322 -0.250 -0.187 -0.125 -0.125
0.00920329 0.881 -0.322 -0.249 -0.186 -0.124 -0.124
0.00986067 0.882 -0.322 -0.249 -0.185 -0.124 -0.124
0.010518 0.883 -0.321 -0.249 -0.185 -0.124 -0.124
0.0111754 0.883 -0.320 -0.248 -0.184 -0.123 -0.123
0.0118328 0.885 -0.320 -0.247 -0.183 -0.123 -0.123
0.0124902 0.886 -0.320 -0.247 -0.182 -0.122 -0.122
0.0131476 0.887 -0.320 -0.246 -0.181 -0.122 -0.122
0.0138049 0.887 -0.319 -0.245 -0.180 -0.121 -0.121
0.0144623 0.889 -0.319 -0.245 -0.179 -0.121 -0.121
0.0151197 0.890 -0.319 -0.244 -0.178 -0.120 -0.120
0.0157771 0.891 -0.319 -0.243 -0.177 -0.120 -0.120
0.0164344 0.893 -0.318 -0.243 -0.176 -0.119 -0.119
0.0170918 0.894 -0.317 -0.242 -0.175 -0.119 -0.119
0.0177492 0.895 -0.317 -0.241 -0.174 -0.118 -0.118
0.0184066 0.897 -0.317 -0.240 -0.174 -0.117 -0.117
0.019064 0.898 -0.316 -0.239 -0.173 -0.117 -0.117
0.0197213 0.900 -0.316 -0.238 -0.172 -0.116 -0.116
0.0203787 0.902 -0.315 -0.238 -0.171 -0.115 -0.115
0.0210361 0.904 -0.315 -0.237 -0.170 -0.114 -0.114
0.0216935 0.905 -0.314 -0.236 -0.169 -0.114 -0.114
