# IsPeriodic    : True
# Period        : 0.358944 days
# Normalization : <g_mag>=0
# 
# Phase u_mag  g_mag  r_mag  i_mag  z_mag  y_mag
0 0.886 -0.260 -0.284 -0.252 -0.230 -0.230
0.000717888 0.886 -0.260 -0.284 -0.252 -0.230 -0.230
0.00143578 0.886 -0.260 -0.284 -0.252 -0.230 -0.230
0.00215366 0.886 -0.260 -0.284 -0.252 -0.230 -0.230
0.00287155 0.886 -0.259 -0.284 -0.252 -0.230 -0.230
0.00358944 0.886 -0.259 -0.284 -0.252 -0.230 -0.230
0.00430733 0.887 -0.259 -0.284 -0.252 -0.230 -0.230
0.00502522 0.887 -0.259 -0.283 -0.252 -0.229 -0.229
0.0057431 0.887 -0.258 -0.283 -0.252 -0.229 -0.229
0.00646099 0.888 -0.258 -0.283 -0.251 -0.229 -0.229
0.00717888 0.888 -0.258 -0.283 -0.251 -0.229 -0.229
0.00789677 0.889 -0.257 -0.283 -0.251 -0.229 -0.229
0.00861466 0.889 -0.257 -0.282 -0.251 -0.228 -0.228
0.00933254 0.890 -0.256 -0.282 -0.250 -0.228 -0.228
0.0100504 0.890 -0.255 -0.282 -0.250 -0.228 -0.228
0.0107683 0.891 -0.255 -0.281 -0.250 -0.228 -0.228
0.0114862 0.892 -0.254 -0.281 -0.249 -0.227 -0.227
0.0122041 0.892 -0.254 -0.281 -0.249 -0.227 -0.227
0.012922 0.893 -0.253 -0.280 -0.249 -0.227 -0.227
0.0136399 0.894 -0.252 -0.279 -0.248 -0.226 -0.226
0.0143578 0.895 -0.252 -0.279 -0.248 -0.226 -0.226
0.0150756 0.895 -0.251 -0.278 -0.247 -0.225 -0.225
0.0157935 0.897 -0.250 -0.278 -0.247 -0.225 -0.225
0.0165114 0.898 -0.250 -0.277 -0.246 -0.225 -0.225
0.0172293 0.898 -0.249 -0.277 -0.246 -0.224 -0.224
0.0179472 0.899 -0.248 -0.276 -0.245 -0.224 -0.224
0.0186651 0.901 -0.247 -0.275 -0.245 -0.223 -0.223
0.019383 0.902 -0.246 -0.275 -0.244 -0.223 -0.223
0.0201009 0.903 -0.245 -0.274 -0.243 -0.222 -0.222
0.0208188 0.904 -0.244 -0.273 -0.243 -0.221 -0.221
0.0215366 0.905 -0.243 -0.273 -0.242 -0.221 -0.221
0.0222545 0.907 -0.242 -0.272 -0.241 -0.220 -0.220
0.0229724 0.908 -0.241 -0.271 -0.241 -0.220 -0.220
0.0236903 0.910 -0.240 -0.270 -0.240 -0.219 -0.219
0.0244082 0.911 -0.239 -0.269 -0.239 -0.219 -0.219
0.0251261 0.912 -0.238 -0.269 -0.238 -0.218 -0.218
0.025844 0.914 -0.237 -0.268 -0.238 -0.217 -0.217
0.0265619 0.916 -0.236 -0.267 -0.237 -0.217 -0.217
0.0272797 0.917 -0.234 -0.266 -0.236 -0.216 -0.216
0.0279976 0.919 -0.233 -0.265 -0.235 -0.215 -0.215
0.0287155 0.920 -0.232 -0.264 -0.234 -0.215 -0.215
0.0294334 0.922 -0.231 -0.263 -0.233 -0.214 -0.214
0.0301513 0.924 -0.230 -0.262 -0.232 -0.213 -0.213
0.0308692 0.925 -0.228 -0.261 -0.231 -0.213 -0.213
0.0315871 0.927 -0.226 -0.260 -0.230 -0.212 -0.212
0.032305 0.928 -0.225 -0.259 -0.230 -0.211 -0.211
0.0330228 0.930 -0.224 -0.258 -0.229 -0.211 -0.211
0.0337407 0.932 -0.222 -0.257 -0.228 -0.210 -0.210
0.0344586 0.934 -0.221 -0.256 -0.227 -0.209 -0.209
0.0351765 0.935 -0.220 -0.255 -0.226 -0.208 -0.208
0.0358944 0.937 -0.218 -0.254 -0.225 -0.207 -0.207
0.0366123 0.938 -0.217 -0.252 -0.224 -0.207 -0.207
0.0373302 0.940 -0.215 -0.251 -0.223 -0.206 -0.206
0.0380481 0.942 -0.213 -0.250 -0.222 -0.205 -0.205
0.038766 0.943 -0.212 -0.248 -0.221 -0.205 -0.205
0.0394838 0.945 -0.210 -0.247 -0.221 -0.204 -0.204
0.0402017 0.947 -0.209 -0.246 -0.219 -0.203 -0.203
0.0409196 0.948 -0.207 -0.245 -0.219 -0.202 -0.202
0.0416375 0.950 -0.205 -0.243 -0.218 -0.202 -0.202
0.0423554 0.952 -0.204 -0.242 -0.217 -0.201 -0.201
0.0430733 0.953 -0.202 -0.241 -0.216 -0.200 -0.200
0.0437912 0.955 -0.200 -0.239 -0.215 -0.199 -0.199
0.0445091 0.957 -0.198 -0.238 -0.214 -0.199 -0.199
0.0452269 0.958 -0.196 -0.237 -0.213 -0.198 -0.198
0.0459448 0.960 -0.195 -0.235 -0.212 -0.197 -0.197
0.0466627 0.962 -0.193 -0.234 -0.211 -0.196 -0.196
0.0473806 0.964 -0.191 -0.233 -0.210 -0.196 -0.196
0.0480985 0.965 -0.189 -0.231 -0.209 -0.195 -0.195
0.0488164 0.967 -0.187 -0.230 -0.208 -0.194 -0.194
0.0495343 0.969 -0.185 -0.228 -0.207 -0.193 -0.193
0.0502522 0.971 -0.183 -0.227 -0.206 -0.192 -0.192
0.05097 0.972 -0.181 -0.225 -0.205 -0.191 -0.191
0.0516879 0.974 -0.180 -0.224 -0.204 -0.191 -0.191
0.0524058 0.976 -0.178 -0.223 -0.203 -0.190 -0.190
0.0531237 0.978 -0.176 -0.221 -0.202 -0.189 -0.189
0.0538416 0.980 -0.174 -0.220 -0.201 -0.188 -0.188
0.0545595 0.981 -0.172 -0.218 -0.200 -0.187 -0.187
0.0552774 0.983 -0.170 -0.217 -0.199 -0.186 -0.186
0.0559953 0.985 -0.168 -0.215 -0.198 -0.185 -0.185
0.0567132 0.987 -0.166 -0.214 -0.197 -0.184 -0.184
0.057431 0.989 -0.164 -0.212 -0.196 -0.183 -0.183
0.0581489 0.991 -0.162 -0.211 -0.195 -0.182 -0.182
0.0588668 0.993 -0.160 -0.210 -0.194 -0.181 -0.181
0.0595847 0.994 -0.157 -0.208 -0.193 -0.179 -0.179
0.0603026 0.997 -0.155 -0.207 -0.191 -0.178 -0.178
0.0610205 0.999 -0.153 -0.205 -0.190 -0.177 -0.177
0.0617384 1.000 -0.151 -0.203 -0.189 -0.176 -0.176
0.0624563 1.003 -0.149 -0.202 -0.188 -0.175 -0.175
0.0631741 1.005 -0.147 -0.201 -0.187 -0.173 -0.173
0.063892 1.006 -0.145 -0.199 -0.186 -0.172 -0.172
0.0646099 1.009 -0.142 -0.197 -0.184 -0.171 -0.171
0.0653278 1.011 -0.140 -0.196 -0.183 -0.169 -0.169
0.0660457 1.013 -0.138 -0.194 -0.182 -0.168 -0.168
0.0667636 1.015 -0.136 -0.193 -0.180 -0.167 -0.167
0.0674815 1.017 -0.134 -0.191 -0.179 -0.165 -0.165
0.0681994 1.019 -0.132 -0.190 -0.178 -0.164 -0.164
0.0689172 1.022 -0.129 -0.188 -0.176 -0.163 -0.163
0.0696351 1.023 -0.127 -0.186 -0.175 -0.161 -0.161
0.070353 1.026 -0.125 -0.185 -0.174 -0.160 -0.160
0.0710709 1.028 -0.122 -0.184 -0.172 -0.158 -0.158
0.0717888 1.030 -0.120 -0.182 -0.171 -0.157 -0.157
0.0725067 1.033 -0.117 -0.180 -0.169 -0.155 -0.155
0.0732246 1.035 -0.115 -0.179 -0.168 -0.154 -0.154
0.0739425 1.037 -0.113 -0.177 -0.166 -0.153 -0.153
0.0746604 1.040 -0.110 -0.176 -0.165 -0.151 -0.151
0.0753782 1.042 -0.108 -0.174 -0.163 -0.150 -0.150
0.0760961 1.044 -0.105 -0.172 -0.162 -0.148 -0.148
0.076814 1.047 -0.103 -0.171 -0.160 -0.147 -0.147
0.0775319 1.049 -0.100 -0.169 -0.158 -0.145 -0.145
0.0782498 1.051 -0.098 -0.167 -0.157 -0.144 -0.144
0.0789677 1.053 -0.095 -0.166 -0.155 -0.143 -0.143
0.0796856 1.056 -0.093 -0.164 -0.154 -0.141 -0.141
0.0804035 1.059 -0.090 -0.163 -0.152 -0.140 -0.140
0.0811213 1.061 -0.087 -0.161 -0.150 -0.138 -0.138
0.0818392 1.063 -0.085 -0.159 -0.149 -0.137 -0.137
0.0825571 1.066 -0.082 -0.158 -0.147 -0.136 -0.136
0.083275 1.068 -0.079 -0.156 -0.145 -0.134 -0.134
0.0839929 1.071 -0.077 -0.154 -0.144 -0.133 -0.133
0.0847108 1.073 -0.074 -0.153 -0.142 -0.132 -0.132
0.0854287 1.076 -0.071 -0.151 -0.141 -0.130 -0.130
0.0861466 1.078 -0.068 -0.149 -0.139 -0.129 -0.129
0.0868644 1.080 -0.066 -0.148 -0.137 -0.128 -0.128
0.0875823 1.083 -0.063 -0.146 -0.136 -0.126 -0.126
0.0883002 1.085 -0.060 -0.144 -0.134 -0.125 -0.125
0.0890181 1.088 -0.057 -0.142 -0.133 -0.124 -0.124
0.089736 1.090 -0.054 -0.141 -0.131 -0.123 -0.123
0.0904539 1.093 -0.052 -0.139 -0.129 -0.121 -0.121
0.0911718 1.095 -0.049 -0.137 -0.128 -0.120 -0.120
0.0918897 1.098 -0.046 -0.135 -0.126 -0.119 -0.119
0.0926076 1.100 -0.043 -0.134 -0.125 -0.118 -0.118
0.0933254 1.103 -0.040 -0.132 -0.123 -0.117 -0.117
0.0940433 1.105 -0.037 -0.130 -0.122 -0.115 -0.115
0.0947612 1.107 -0.035 -0.128 -0.120 -0.114 -0.114
0.0954791 1.110 -0.031 -0.126 -0.119 -0.113 -0.113
0.096197 1.113 -0.029 -0.125 -0.117 -0.112 -0.112
0.0969149 1.115 -0.026 -0.123 -0.115 -0.111 -0.111
0.0976328 1.118 -0.023 -0.121 -0.114 -0.110 -0.110
0.0983507 1.120 -0.020 -0.119 -0.112 -0.108 -0.108
0.0990685 1.123 -0.017 -0.117 -0.111 -0.107 -0.107
0.0997864 1.125 -0.014 -0.116 -0.109 -0.106 -0.106
0.100504 1.128 -0.011 -0.114 -0.108 -0.105 -0.105
0.101222 1.131 -0.008 -0.112 -0.106 -0.104 -0.104
0.10194 1.133 -0.005 -0.110 -0.105 -0.102 -0.102
0.102658 1.136 -0.002 -0.108 -0.103 -0.101 -0.101
0.103376 1.138 0.001 -0.106 -0.102 -0.100 -0.100
0.104094 1.141 0.004 -0.104 -0.100 -0.099 -0.099
0.104812 1.143 0.006 -0.103 -0.099 -0.098 -0.098
0.10553 1.146 0.010 -0.101 -0.097 -0.096 -0.096
0.106247 1.148 0.013 -0.099 -0.096 -0.095 -0.095
0.106965 1.150 0.016 -0.097 -0.094 -0.094 -0.094
0.107683 1.153 0.018 -0.095 -0.093 -0.093 -0.093
0.108401 1.155 0.022 -0.094 -0.091 -0.091 -0.091
0.109119 1.158 0.025 -0.092 -0.090 -0.090 -0.090
0.109837 1.160 0.028 -0.090 -0.088 -0.089 -0.089
0.110555 1.162 0.030 -0.088 -0.087 -0.088 -0.088
0.111273 1.165 0.033 -0.086 -0.086 -0.086 -0.086
0.111991 1.167 0.037 -0.084 -0.084 -0.085 -0.085
0.112708 1.169 0.040 -0.082 -0.082 -0.084 -0.084
0.113426 1.172 0.043 -0.081 -0.081 -0.083 -0.083
0.114144 1.174 0.045 -0.079 -0.080 -0.081 -0.081
0.114862 1.176 0.048 -0.077 -0.078 -0.080 -0.080
0.11558 1.178 0.052 -0.075 -0.076 -0.079 -0.079
0.116298 1.180 0.054 -0.073 -0.075 -0.077 -0.077
0.117016 1.183 0.057 -0.071 -0.074 -0.076 -0.076
0.117734 1.185 0.060 -0.069 -0.072 -0.075 -0.075
