# IsPeriodic    : True
# Period        : 0.393548 days
# Normalization : <g_mag>=0
# 
# Phase u_mag  g_mag  r_mag  i_mag  z_mag  y_mag
0 0.792 -0.276 -0.256 -0.290 -0.276 -0.276
0.000787096 0.792 -0.276 -0.256 -0.290 -0.276 -0.276
0.00157419 0.792 -0.276 -0.256 -0.290 -0.276 -0.276
0.00236129 0.792 -0.275 -0.256 -0.289 -0.276 -0.276
0.00314838 0.792 -0.275 -0.256 -0.289 -0.275 -0.275
0.00393548 0.792 -0.275 -0.256 -0.289 -0.275 -0.275
0.00472258 0.793 -0.275 -0.255 -0.289 -0.275 -0.275
0.00550967 0.793 -0.274 -0.255 -0.288 -0.275 -0.275
0.00629677 0.793 -0.274 -0.255 -0.288 -0.275 -0.275
0.00708386 0.793 -0.274 -0.255 -0.288 -0.275 -0.275
0.00787096 0.794 -0.274 -0.255 -0.287 -0.275 -0.275
0.00865806 0.794 -0.273 -0.255 -0.286 -0.275 -0.275
0.00944515 0.794 -0.273 -0.255 -0.286 -0.274 -0.274
0.0102322 0.795 -0.273 -0.255 -0.285 -0.274 -0.274
0.0110193 0.795 -0.272 -0.255 -0.285 -0.274 -0.274
0.0118064 0.795 -0.272 -0.255 -0.284 -0.274 -0.274
0.0125935 0.796 -0.272 -0.255 -0.283 -0.273 -0.273
0.0133806 0.796 -0.271 -0.254 -0.282 -0.273 -0.273
0.0141677 0.797 -0.271 -0.254 -0.282 -0.273 -0.273
0.0149548 0.798 -0.270 -0.254 -0.281 -0.272 -0.272
0.0157419 0.798 -0.270 -0.254 -0.280 -0.272 -0.272
0.016529 0.799 -0.270 -0.254 -0.279 -0.271 -0.271
0.0173161 0.800 -0.270 -0.254 -0.279 -0.271 -0.271
0.0181032 0.800 -0.269 -0.253 -0.278 -0.271 -0.271
0.0188903 0.801 -0.269 -0.253 -0.277 -0.270 -0.270
0.0196774 0.802 -0.269 -0.253 -0.276 -0.270 -0.270
0.0204645 0.803 -0.268 -0.252 -0.275 -0.269 -0.269
0.0212516 0.803 -0.268 -0.252 -0.275 -0.269 -0.269
0.0220387 0.804 -0.268 -0.252 -0.274 -0.268 -0.268
0.0228258 0.805 -0.267 -0.251 -0.273 -0.268 -0.268
0.0236129 0.806 -0.267 -0.251 -0.272 -0.267 -0.267
0.0244 0.807 -0.267 -0.251 -0.272 -0.267 -0.267
0.0251871 0.808 -0.266 -0.250 -0.271 -0.266 -0.266
0.0259742 0.809 -0.266 -0.249 -0.270 -0.265 -0.265
0.0267613 0.810 -0.266 -0.249 -0.269 -0.265 -0.265
0.0275484 0.811 -0.265 -0.248 -0.268 -0.264 -0.264
0.0283355 0.812 -0.265 -0.247 -0.268 -0.264 -0.264
0.0291226 0.813 -0.265 -0.247 -0.267 -0.263 -0.263
0.0299096 0.814 -0.264 -0.246 -0.266 -0.262 -0.262
0.0306967 0.816 -0.263 -0.245 -0.265 -0.262 -0.262
0.0314838 0.817 -0.263 -0.245 -0.265 -0.261 -0.261
0.0322709 0.818 -0.262 -0.244 -0.264 -0.261 -0.261
0.033058 0.819 -0.262 -0.243 -0.263 -0.260 -0.260
0.0338451 0.820 -0.261 -0.242 -0.262 -0.259 -0.259
0.0346322 0.822 -0.261 -0.241 -0.261 -0.259 -0.259
0.0354193 0.823 -0.260 -0.240 -0.260 -0.258 -0.258
0.0362064 0.824 -0.260 -0.239 -0.260 -0.257 -0.257
0.0369935 0.825 -0.259 -0.238 -0.259 -0.256 -0.256
0.0377806 0.826 -0.258 -0.237 -0.258 -0.256 -0.256
0.0385677 0.827 -0.257 -0.236 -0.257 -0.255 -0.255
0.0393548 0.829 -0.256 -0.235 -0.256 -0.254 -0.254
0.0401419 0.830 -0.255 -0.234 -0.256 -0.254 -0.254
0.040929 0.831 -0.254 -0.232 -0.255 -0.253 -0.253
0.0417161 0.832 -0.253 -0.231 -0.254 -0.252 -0.252
0.0425032 0.833 -0.252 -0.230 -0.253 -0.252 -0.252
0.0432903 0.835 -0.251 -0.229 -0.252 -0.251 -0.251
0.0440774 0.836 -0.250 -0.227 -0.251 -0.250 -0.250
0.0448645 0.837 -0.249 -0.226 -0.251 -0.249 -0.249
0.0456516 0.838 -0.248 -0.225 -0.250 -0.249 -0.249
0.0464387 0.840 -0.247 -0.223 -0.249 -0.248 -0.248
0.0472258 0.841 -0.246 -0.222 -0.248 -0.247 -0.247
0.0480129 0.842 -0.244 -0.220 -0.247 -0.247 -0.247
0.0488 0.843 -0.243 -0.219 -0.246 -0.246 -0.246
0.049587 0.844 -0.241 -0.218 -0.245 -0.245 -0.245
0.0503741 0.846 -0.240 -0.216 -0.244 -0.244 -0.244
0.0511612 0.847 -0.239 -0.215 -0.244 -0.244 -0.244
0.0519483 0.848 -0.237 -0.213 -0.243 -0.243 -0.243
0.0527354 0.849 -0.235 -0.212 -0.242 -0.242 -0.242
0.0535225 0.851 -0.234 -0.210 -0.241 -0.242 -0.242
0.0543096 0.852 -0.232 -0.209 -0.240 -0.241 -0.241
0.0550967 0.853 -0.231 -0.207 -0.239 -0.240 -0.240
0.0558838 0.854 -0.229 -0.206 -0.238 -0.239 -0.239
0.0566709 0.856 -0.227 -0.204 -0.237 -0.238 -0.238
0.057458 0.857 -0.225 -0.203 -0.236 -0.237 -0.237
0.0582451 0.858 -0.224 -0.201 -0.235 -0.236 -0.236
0.0590322 0.860 -0.222 -0.200 -0.234 -0.236 -0.236
0.0598193 0.861 -0.220 -0.198 -0.233 -0.235 -0.235
0.0606064 0.862 -0.218 -0.197 -0.232 -0.234 -0.234
0.0613935 0.863 -0.217 -0.195 -0.231 -0.233 -0.233
0.0621806 0.865 -0.214 -0.193 -0.230 -0.232 -0.232
0.0629677 0.866 -0.213 -0.192 -0.229 -0.230 -0.230
0.0637548 0.867 -0.211 -0.190 -0.228 -0.230 -0.230
0.0645419 0.869 -0.209 -0.189 -0.227 -0.229 -0.229
0.065329 0.870 -0.207 -0.187 -0.226 -0.227 -0.227
0.0661161 0.872 -0.205 -0.186 -0.225 -0.226 -0.226
0.0669032 0.873 -0.203 -0.184 -0.224 -0.225 -0.225
0.0676903 0.874 -0.201 -0.183 -0.222 -0.224 -0.224
0.0684774 0.876 -0.199 -0.181 -0.221 -0.223 -0.223
0.0692644 0.877 -0.197 -0.179 -0.220 -0.222 -0.222
0.0700515 0.879 -0.196 -0.178 -0.219 -0.220 -0.220
0.0708386 0.880 -0.193 -0.176 -0.218 -0.219 -0.219
0.0716257 0.882 -0.191 -0.174 -0.217 -0.218 -0.218
0.0724128 0.883 -0.190 -0.173 -0.216 -0.217 -0.217
0.0731999 0.885 -0.188 -0.171 -0.215 -0.215 -0.215
0.073987 0.886 -0.185 -0.169 -0.213 -0.214 -0.214
0.0747741 0.888 -0.184 -0.168 -0.212 -0.213 -0.213
0.0755612 0.890 -0.182 -0.166 -0.211 -0.211 -0.211
0.0763483 0.891 -0.179 -0.164 -0.210 -0.210 -0.210
0.0771354 0.893 -0.177 -0.163 -0.209 -0.209 -0.209
0.0779225 0.894 -0.176 -0.161 -0.208 -0.207 -0.207
0.0787096 0.896 -0.174 -0.159 -0.207 -0.206 -0.206
