# IsPeriodic    : True
# Period        : 0.280631 days
# Normalization : <g_mag>=0
# 
# Phase u_mag  g_mag  r_mag  i_mag  z_mag  y_mag
0 0.902 -0.302 -0.183 -0.067 0.019 0.019
0.000561262 0.902 -0.302 -0.183 -0.067 0.019 0.019
0.00112252 0.902 -0.302 -0.183 -0.067 0.019 0.019
0.00168379 0.902 -0.301 -0.183 -0.067 0.019 0.019
0.00224505 0.902 -0.301 -0.183 -0.066 0.019 0.019
0.00280631 0.902 -0.301 -0.183 -0.066 0.019 0.019
0.00336757 0.903 -0.301 -0.183 -0.066 0.019 0.019
0.00392883 0.903 -0.300 -0.182 -0.066 0.019 0.019
0.0044901 0.903 -0.300 -0.182 -0.066 0.020 0.020
0.00505136 0.904 -0.300 -0.182 -0.066 0.020 0.020
0.00561262 0.904 -0.300 -0.181 -0.066 0.020 0.020
0.00617388 0.905 -0.299 -0.181 -0.066 0.020 0.020
0.00673514 0.905 -0.298 -0.181 -0.065 0.020 0.020
0.00729641 0.906 -0.298 -0.181 -0.065 0.021 0.021
0.00785767 0.906 -0.298 -0.180 -0.065 0.021 0.021
0.00841893 0.907 -0.298 -0.180 -0.064 0.021 0.021
0.00898019 0.908 -0.297 -0.179 -0.064 0.021 0.021
0.00954145 0.908 -0.297 -0.179 -0.063 0.022 0.022
0.0101027 0.909 -0.297 -0.178 -0.063 0.022 0.022
0.010664 0.910 -0.296 -0.178 -0.063 0.023 0.023
0.0112252 0.911 -0.296 -0.177 -0.062 0.023 0.023
0.0117865 0.912 -0.295 -0.177 -0.062 0.023 0.023
0.0123478 0.913 -0.295 -0.176 -0.061 0.024 0.024
0.012909 0.915 -0.295 -0.175 -0.060 0.024 0.024
0.0134703 0.916 -0.295 -0.175 -0.060 0.025 0.025
0.0140316 0.917 -0.294 -0.174 -0.059 0.025 0.025
0.0145928 0.918 -0.294 -0.173 -0.059 0.026 0.026
0.0151541 0.919 -0.294 -0.173 -0.058 0.026 0.026
0.0157153 0.921 -0.293 -0.172 -0.057 0.027 0.027
0.0162766 0.922 -0.292 -0.171 -0.057 0.028 0.028
0.0168379 0.923 -0.292 -0.170 -0.056 0.028 0.028
0.0173991 0.925 -0.292 -0.169 -0.055 0.029 0.029
0.0179604 0.926 -0.291 -0.169 -0.055 0.030 0.030
0.0185216 0.928 -0.291 -0.168 -0.054 0.030 0.030
0.0190829 0.929 -0.291 -0.167 -0.053 0.031 0.031
0.0196442 0.931 -0.290 -0.166 -0.052 0.031 0.031
0.0202054 0.933 -0.290 -0.164 -0.051 0.032 0.032
0.0207667 0.934 -0.290 -0.164 -0.050 0.033 0.033
0.021328 0.936 -0.289 -0.162 -0.049 0.033 0.033
0.0218892 0.938 -0.288 -0.162 -0.049 0.034 0.034
0.0224505 0.940 -0.288 -0.160 -0.048 0.035 0.035
0.0230117 0.942 -0.287 -0.160 -0.046 0.035 0.035
0.023573 0.944 -0.287 -0.158 -0.046 0.036 0.036
0.0241343 0.945 -0.286 -0.157 -0.045 0.037 0.037
0.0246955 0.947 -0.285 -0.156 -0.044 0.037 0.037
0.0252568 0.949 -0.285 -0.155 -0.043 0.038 0.038
0.0258181 0.951 -0.284 -0.154 -0.042 0.039 0.039
0.0263793 0.952 -0.283 -0.152 -0.041 0.040 0.040
0.0269406 0.954 -0.282 -0.151 -0.040 0.041 0.041
0.0275018 0.956 -0.281 -0.150 -0.039 0.041 0.041
0.0280631 0.958 -0.281 -0.149 -0.038 0.042 0.042
0.0286244 0.960 -0.279 -0.147 -0.037 0.043 0.043
0.0291856 0.962 -0.278 -0.146 -0.036 0.043 0.043
0.0297469 0.964 -0.277 -0.145 -0.035 0.044 0.044
0.0303081 0.965 -0.276 -0.143 -0.034 0.045 0.045
0.0308694 0.967 -0.275 -0.142 -0.033 0.046 0.046
0.0314307 0.969 -0.274 -0.140 -0.032 0.047 0.047
0.0319919 0.971 -0.272 -0.139 -0.031 0.047 0.047
0.0325532 0.973 -0.271 -0.137 -0.030 0.048 0.048
0.0331145 0.975 -0.270 -0.136 -0.029 0.049 0.049
0.0336757 0.976 -0.269 -0.135 -0.028 0.050 0.050
0.034237 0.979 -0.267 -0.133 -0.027 0.051 0.051
0.0347982 0.981 -0.266 -0.131 -0.026 0.051 0.051
0.0353595 0.982 -0.264 -0.130 -0.025 0.052 0.052
0.0359208 0.984 -0.263 -0.128 -0.024 0.053 0.053
0.036482 0.986 -0.261 -0.127 -0.023 0.054 0.054
0.0370433 0.988 -0.259 -0.125 -0.022 0.055 0.055
0.0376046 0.990 -0.258 -0.124 -0.021 0.055 0.055
0.0381658 0.992 -0.256 -0.122 -0.020 0.056 0.056
0.0387271 0.994 -0.254 -0.120 -0.019 0.057 0.057
0.0392883 0.996 -0.252 -0.119 -0.018 0.058 0.058
0.0398496 0.997 -0.251 -0.117 -0.017 0.059 0.059
0.0404109 1.000 -0.249 -0.116 -0.016 0.060 0.060
0.0409721 1.002 -0.246 -0.114 -0.015 0.061 0.061
0.0415334 1.004 -0.245 -0.112 -0.014 0.062 0.062
0.0420947 1.006 -0.243 -0.111 -0.012 0.063 0.063
0.0426559 1.008 -0.241 -0.109 -0.012 0.064 0.064
0.0432172 1.010 -0.239 -0.107 -0.010 0.065 0.065
0.0437784 1.012 -0.237 -0.106 -0.009 0.066 0.066
0.0443397 1.014 -0.235 -0.104 -0.008 0.067 0.067
0.044901 1.016 -0.233 -0.103 -0.007 0.068 0.068
0.0454622 1.018 -0.231 -0.101 -0.006 0.069 0.069
0.0460235 1.020 -0.229 -0.099 -0.005 0.070 0.070
0.0465847 1.022 -0.226 -0.098 -0.003 0.072 0.072
0.047146 1.025 -0.224 -0.096 -0.002 0.073 0.073
0.0477073 1.027 -0.222 -0.094 -0.001 0.074 0.074
0.0482685 1.029 -0.220 -0.092 0.000 0.075 0.075
0.0488298 1.031 -0.218 -0.091 0.002 0.077 0.077
0.0493911 1.033 -0.216 -0.089 0.003 0.078 0.078
0.0499523 1.035 -0.214 -0.088 0.004 0.079 0.079
0.0505136 1.038 -0.212 -0.086 0.005 0.081 0.081
0.0510748 1.040 -0.209 -0.084 0.007 0.082 0.082
0.0516361 1.043 -0.208 -0.082 0.008 0.083 0.083
0.0521974 1.045 -0.205 -0.081 0.010 0.085 0.085
0.0527586 1.047 -0.203 -0.079 0.011 0.086 0.086
0.0533199 1.050 -0.201 -0.077 0.012 0.088 0.088
0.0538812 1.052 -0.199 -0.075 0.014 0.089 0.089
0.0544424 1.054 -0.196 -0.073 0.016 0.091 0.091
0.0550037 1.057 -0.194 -0.072 0.017 0.092 0.092
