# IsPeriodic    : True
# Period        : 0.290364 days
# Normalization : <g_mag>=0
# 
# Phase u_mag  g_mag  r_mag  i_mag  z_mag  y_mag
 0.000  0.870 -0.314 -0.182 -0.085 -0.004 -0.004
 0.002  0.870 -0.314 -0.182 -0.085 -0.004 -0.004
 0.004  0.870 -0.314 -0.182 -0.085 -0.004 -0.004
 0.006  0.870 -0.313 -0.182 -0.084 -0.004 -0.004
 0.008  0.870 -0.313 -0.181 -0.084 -0.003 -0.003
 0.010  0.870 -0.313 -0.181 -0.084 -0.003 -0.003
 0.012  0.871 -0.313 -0.181 -0.084 -0.003 -0.003
 0.014  0.871 -0.312 -0.181 -0.083 -0.003 -0.003
 0.016  0.871 -0.312 -0.181 -0.083 -0.003 -0.003
 0.018  0.872 -0.311 -0.181 -0.082 -0.003 -0.003
 0.020  0.872 -0.311 -0.180 -0.082 -0.003 -0.003
 0.022  0.873 -0.311 -0.180 -0.081 -0.002 -0.002
 0.024  0.873 -0.310 -0.180 -0.080 -0.002 -0.002
 0.026  0.874 -0.310 -0.179 -0.080 -0.002 -0.002
 0.028  0.874 -0.310 -0.179 -0.079 -0.001 -0.001
 0.030  0.875 -0.310 -0.179 -0.078 -0.001 -0.001
 0.032  0.876 -0.309 -0.178 -0.078 -0.001 -0.001
 0.034  0.876 -0.308 -0.178 -0.077 -0.000 -0.000
 0.036  0.878 -0.308 -0.177 -0.076 -0.000 -0.000
 0.038  0.879 -0.308 -0.176 -0.075  0.001  0.001
 0.040  0.880 -0.308 -0.176 -0.074  0.001  0.001
 0.042  0.880 -0.307 -0.175 -0.073  0.001  0.001
 0.044  0.882 -0.307 -0.175 -0.072  0.002  0.002
 0.046  0.883 -0.307 -0.174 -0.072  0.002  0.002
 0.048  0.884 -0.307 -0.173 -0.071  0.003  0.003
 0.050  0.885 -0.306 -0.173 -0.070  0.003  0.003
 0.052  0.887 -0.305 -0.172 -0.069  0.004  0.004
 0.054  0.888 -0.305 -0.171 -0.068  0.005  0.005
