# IsPeriodic    : True
# Period        : 0.348105 days
# Normalization : <g_mag>=0
# 
# Phase u_mag  g_mag  r_mag  i_mag  z_mag  y_mag
 0.000  0.972 -0.163 -0.092 -0.003  0.063  0.063
 0.002  0.972 -0.163 -0.092 -0.003  0.063  0.063
 0.004  0.972 -0.163 -0.092 -0.003  0.063  0.063
 0.006  0.972 -0.163 -0.092 -0.003  0.063  0.063
 0.008  0.972 -0.162 -0.091 -0.003  0.063  0.063
 0.010  0.972 -0.162 -0.091 -0.003  0.063  0.063
 0.012  0.972 -0.162 -0.091 -0.003  0.063  0.063
 0.014  0.972 -0.162 -0.091 -0.002  0.063  0.063
 0.016  0.973 -0.162 -0.091 -0.002  0.063  0.063
 0.018  0.973 -0.161 -0.091 -0.002  0.063  0.063
 0.020  0.973 -0.161 -0.091 -0.002  0.063  0.063
 0.022  0.973 -0.161 -0.091 -0.002  0.063  0.063
 0.024  0.974 -0.161 -0.090 -0.002  0.064  0.064
 0.026  0.974 -0.160 -0.090 -0.002  0.064  0.064
 0.028  0.974 -0.160 -0.090 -0.002  0.064  0.064
 0.030  0.974 -0.160 -0.090 -0.001  0.064  0.064
 0.032  0.975 -0.159 -0.089 -0.001  0.064  0.064
 0.034  0.975 -0.159 -0.089 -0.001  0.064  0.064
 0.036  0.976 -0.159 -0.089 -0.001  0.065  0.065
 0.038  0.976 -0.158 -0.089 -0.000  0.065  0.065
 0.040  0.977 -0.158 -0.088 -0.000  0.065  0.065
 0.042  0.977 -0.157 -0.088  0.000  0.065  0.065
 0.044  0.978 -0.157 -0.088  0.001  0.065  0.065
 0.046  0.978 -0.156 -0.087  0.001  0.066  0.066
 0.048  0.979 -0.156 -0.087  0.001  0.066  0.066
 0.050  0.979 -0.155 -0.086  0.002  0.066  0.066
 0.052  0.980 -0.155 -0.086  0.002  0.067  0.067
 0.054  0.981 -0.154 -0.085  0.002  0.067  0.067
 0.056  0.982 -0.154 -0.085  0.003  0.067  0.067
 0.058  0.982 -0.153 -0.085  0.003  0.068  0.068
 0.060  0.983 -0.152 -0.084  0.004  0.068  0.068
 0.062  0.984 -0.152 -0.084  0.004  0.068  0.068
 0.064  0.985 -0.151 -0.083  0.004  0.069  0.069
 0.066  0.985 -0.150 -0.083  0.005  0.069  0.069
 0.068  0.986 -0.150 -0.082  0.006  0.069  0.069
 0.070  0.987 -0.149 -0.081  0.006  0.070  0.070
 0.072  0.988 -0.148 -0.081  0.006  0.070  0.070
 0.074  0.989 -0.148 -0.080  0.007  0.071  0.071
 0.076  0.990 -0.147 -0.080  0.008  0.071  0.071
 0.078  0.991 -0.146 -0.079  0.008  0.071  0.071
 0.080  0.991 -0.145 -0.078  0.009  0.072  0.072
 0.082  0.992 -0.144 -0.078  0.009  0.072  0.072
 0.084  0.994 -0.144 -0.077  0.010  0.073  0.073
 0.086  0.994 -0.143 -0.076  0.010  0.073  0.073
 0.088  0.995 -0.142 -0.076  0.011  0.073  0.073
