# IsPeriodic    : True
# Period        : 0.290364 days
# Normalization : <g_mag>=0
# 
# Phase u_mag  g_mag  r_mag  i_mag  z_mag  y_mag
0 0.870 -0.314 -0.182 -0.085 -0.004 -0.004
0.000580728 0.870 -0.314 -0.182 -0.085 -0.004 -0.004
0.00116146 0.870 -0.314 -0.182 -0.085 -0.004 -0.004
0.00174218 0.870 -0.313 -0.182 -0.084 -0.004 -0.004
0.00232291 0.870 -0.313 -0.181 -0.084 -0.003 -0.003
0.00290364 0.870 -0.313 -0.181 -0.084 -0.003 -0.003
0.00348437 0.871 -0.313 -0.181 -0.084 -0.003 -0.003
0.0040651 0.871 -0.312 -0.181 -0.083 -0.003 -0.003
0.00464582 0.871 -0.312 -0.181 -0.083 -0.003 -0.003
0.00522655 0.872 -0.311 -0.181 -0.082 -0.003 -0.003
0.00580728 0.872 -0.311 -0.180 -0.082 -0.003 -0.003
0.00638801 0.873 -0.311 -0.180 -0.081 -0.002 -0.002
0.00696874 0.873 -0.310 -0.180 -0.080 -0.002 -0.002
0.00754946 0.874 -0.310 -0.179 -0.080 -0.002 -0.002
0.00813019 0.874 -0.310 -0.179 -0.079 -0.001 -0.001
0.00871092 0.875 -0.310 -0.179 -0.078 -0.001 -0.001
0.00929165 0.876 -0.309 -0.178 -0.078 -0.001 -0.001
0.00987238 0.876 -0.308 -0.178 -0.077 -0.000 -0.000
0.0104531 0.878 -0.308 -0.177 -0.076 -0.000 -0.000
0.0110338 0.879 -0.308 -0.176 -0.075 0.001 0.001
0.0116146 0.880 -0.308 -0.176 -0.074 0.001 0.001
0.0121953 0.880 -0.307 -0.175 -0.073 0.001 0.001
0.012776 0.882 -0.307 -0.175 -0.072 0.002 0.002
0.0133567 0.883 -0.307 -0.174 -0.072 0.002 0.002
0.0139375 0.884 -0.307 -0.173 -0.071 0.003 0.003
0.0145182 0.885 -0.306 -0.173 -0.070 0.003 0.003
0.0150989 0.887 -0.305 -0.172 -0.069 0.004 0.004
0.0156797 0.888 -0.305 -0.171 -0.068 0.005 0.005
0.0162604 0.889 -0.305 -0.170 -0.067 0.005 0.005
0.0168411 0.890 -0.304 -0.169 -0.066 0.006 0.006
0.0174218 0.892 -0.304 -0.169 -0.066 0.007 0.007
0.0180026 0.894 -0.303 -0.168 -0.065 0.007 0.007
0.0185833 0.895 -0.303 -0.167 -0.064 0.008 0.008
0.019164 0.897 -0.302 -0.166 -0.063 0.009 0.009
0.0197448 0.898 -0.302 -0.165 -0.062 0.009 0.009
0.0203255 0.900 -0.302 -0.164 -0.062 0.010 0.010
0.0209062 0.902 -0.301 -0.163 -0.061 0.011 0.011
0.0214869 0.904 -0.301 -0.162 -0.060 0.012 0.012
0.0220677 0.905 -0.300 -0.161 -0.059 0.012 0.012
0.0226484 0.907 -0.300 -0.160 -0.058 0.013 0.013
0.0232291 0.909 -0.299 -0.159 -0.057 0.014 0.014
0.0238098 0.911 -0.299 -0.158 -0.056 0.014 0.014
0.0243906 0.913 -0.298 -0.156 -0.055 0.015 0.015
0.0249713 0.915 -0.297 -0.155 -0.055 0.016 0.016
0.025552 0.917 -0.297 -0.154 -0.054 0.017 0.017
0.0261328 0.919 -0.296 -0.153 -0.053 0.018 0.018
0.0267135 0.921 -0.296 -0.151 -0.052 0.018 0.018
0.0272942 0.922 -0.294 -0.150 -0.051 0.019 0.019
0.0278749 0.924 -0.294 -0.149 -0.050 0.020 0.020
0.0284557 0.926 -0.292 -0.148 -0.049 0.021 0.021
0.0290364 0.928 -0.292 -0.146 -0.048 0.022 0.022
0.0296171 0.930 -0.291 -0.145 -0.048 0.023 0.023
0.0301979 0.932 -0.289 -0.144 -0.047 0.023 0.023
0.0307786 0.934 -0.288 -0.142 -0.046 0.024 0.024
0.0313593 0.936 -0.287 -0.141 -0.045 0.025 0.025
0.03194 0.938 -0.286 -0.139 -0.044 0.026 0.026
0.0325208 0.940 -0.284 -0.138 -0.043 0.027 0.027
0.0331015 0.941 -0.283 -0.136 -0.042 0.028 0.028
0.0336822 0.944 -0.282 -0.135 -0.041 0.029 0.029
0.034263 0.946 -0.281 -0.134 -0.040 0.029 0.029
0.0348437 0.947 -0.280 -0.132 -0.039 0.030 0.030
0.0354244 0.949 -0.278 -0.130 -0.039 0.031 0.031
0.0360051 0.952 -0.277 -0.128 -0.038 0.032 0.032
0.0365859 0.953 -0.275 -0.127 -0.037 0.033 0.033
0.0371666 0.955 -0.273 -0.126 -0.036 0.034 0.034
0.0377473 0.957 -0.272 -0.124 -0.035 0.035 0.035
0.038328 0.959 -0.270 -0.122 -0.034 0.035 0.035
0.0389088 0.961 -0.268 -0.121 -0.033 0.036 0.036
0.0394895 0.963 -0.266 -0.119 -0.032 0.037 0.037
0.0400702 0.965 -0.264 -0.117 -0.030 0.038 0.038
0.040651 0.967 -0.262 -0.116 -0.029 0.039 0.039
0.0412317 0.969 -0.261 -0.114 -0.028 0.040 0.040
0.0418124 0.971 -0.259 -0.112 -0.027 0.041 0.041
0.0423931 0.973 -0.256 -0.111 -0.026 0.042 0.042
0.0429739 0.975 -0.254 -0.109 -0.025 0.043 0.043
0.0435546 0.978 -0.253 -0.107 -0.024 0.044 0.044
0.0441353 0.980 -0.250 -0.106 -0.023 0.046 0.046
0.0447161 0.982 -0.248 -0.104 -0.022 0.047 0.047
0.0452968 0.984 -0.247 -0.102 -0.021 0.048 0.048
0.0458775 0.986 -0.244 -0.101 -0.020 0.049 0.049
0.0464582 0.988 -0.242 -0.099 -0.018 0.050 0.050
0.047039 0.990 -0.240 -0.097 -0.017 0.052 0.052
0.0476197 0.992 -0.238 -0.096 -0.016 0.053 0.053
0.0482004 0.995 -0.235 -0.094 -0.015 0.054 0.054
0.0487812 0.997 -0.233 -0.092 -0.014 0.056 0.056
0.0493619 0.999 -0.231 -0.090 -0.013 0.057 0.057
0.0499426 1.002 -0.229 -0.088 -0.012 0.058 0.058
0.0505233 1.004 -0.227 -0.087 -0.011 0.060 0.060
0.0511041 1.006 -0.224 -0.085 -0.009 0.061 0.061
0.0516848 1.008 -0.223 -0.083 -0.008 0.062 0.062
0.0522655 1.011 -0.220 -0.081 -0.007 0.064 0.064
0.0528462 1.013 -0.218 -0.080 -0.006 0.065 0.065
0.053427 1.016 -0.216 -0.078 -0.005 0.067 0.067
0.0540077 1.019 -0.213 -0.076 -0.003 0.069 0.069
0.0545884 1.021 -0.211 -0.074 -0.002 0.070 0.070
0.0551692 1.023 -0.209 -0.073 -0.001 0.072 0.072
0.0557499 1.026 -0.207 -0.071 0.000 0.073 0.073
0.0563306 1.028 -0.204 -0.069 0.002 0.075 0.075
0.0569113 1.031 -0.202 -0.067 0.003 0.077 0.077
0.0574921 1.033 -0.200 -0.066 0.004 0.078 0.078
0.0580728 1.036 -0.197 -0.063 0.005 0.080 0.080
0.0586535 1.039 -0.195 -0.062 0.007 0.081 0.081
0.0592343 1.041 -0.193 -0.060 0.008 0.083 0.083
0.059815 1.044 -0.190 -0.058 0.009 0.085 0.085
0.0603957 1.047 -0.188 -0.056 0.011 0.086 0.086
0.0609764 1.049 -0.186 -0.054 0.012 0.088 0.088
0.0615572 1.052 -0.183 -0.053 0.013 0.090 0.090
0.0621379 1.055 -0.181 -0.050 0.014 0.091 0.091
0.0627186 1.057 -0.179 -0.049 0.015 0.093 0.093
0.0632994 1.060 -0.176 -0.047 0.017 0.094 0.094
0.0638801 1.063 -0.174 -0.045 0.018 0.096 0.096
0.0644608 1.066 -0.171 -0.043 0.019 0.098 0.098
0.0650415 1.069 -0.169 -0.041 0.021 0.099 0.099
0.0656223 1.071 -0.166 -0.039 0.022 0.101 0.101
0.066203 1.074 -0.164 -0.037 0.023 0.103 0.103
0.0667837 1.077 -0.161 -0.035 0.025 0.104 0.104
0.0673644 1.080 -0.159 -0.033 0.026 0.106 0.106
0.0679452 1.082 -0.156 -0.031 0.028 0.107 0.107
0.0685259 1.085 -0.153 -0.030 0.029 0.109 0.109
0.0691066 1.088 -0.151 -0.028 0.030 0.110 0.110
0.0696874 1.091 -0.148 -0.025 0.032 0.112 0.112
0.0702681 1.094 -0.146 -0.024 0.033 0.113 0.113
0.0708488 1.097 -0.143 -0.022 0.034 0.115 0.115
0.0714295 1.099 -0.141 -0.020 0.036 0.116 0.116
0.0720103 1.102 -0.138 -0.018 0.037 0.117 0.117
0.072591 1.105 -0.135 -0.016 0.038 0.119 0.119
0.0731717 1.108 -0.133 -0.014 0.040 0.120 0.120
0.0737525 1.111 -0.129 -0.012 0.041 0.122 0.122
0.0743332 1.114 -0.127 -0.010 0.043 0.123 0.123
0.0749139 1.116 -0.125 -0.008 0.044 0.124 0.124
0.0754946 1.120 -0.122 -0.005 0.046 0.126 0.126
0.0760754 1.122 -0.119 -0.003 0.047 0.127 0.127
0.0766561 1.125 -0.116 -0.001 0.049 0.129 0.129
0.0772368 1.128 -0.113 0.001 0.050 0.130 0.130
0.0778176 1.131 -0.111 0.003 0.052 0.131 0.131
0.0783983 1.134 -0.107 0.005 0.053 0.133 0.133
0.078979 1.137 -0.104 0.007 0.055 0.134 0.134
0.0795597 1.140 -0.102 0.009 0.057 0.135 0.135
0.0801405 1.143 -0.099 0.011 0.058 0.137 0.137
0.0807212 1.146 -0.096 0.013 0.060 0.138 0.138
0.0813019 1.148 -0.093 0.015 0.061 0.139 0.139
0.0818826 1.152 -0.090 0.017 0.063 0.141 0.141
0.0824634 1.154 -0.087 0.020 0.065 0.142 0.142
0.0830441 1.157 -0.084 0.022 0.066 0.143 0.143
0.0836248 1.160 -0.081 0.024 0.068 0.145 0.145
0.0842056 1.163 -0.078 0.026 0.070 0.146 0.146
0.0847863 1.166 -0.076 0.028 0.072 0.147 0.147
0.085367 1.169 -0.073 0.030 0.073 0.149 0.149
0.0859477 1.172 -0.069 0.033 0.075 0.150 0.150
0.0865285 1.174 -0.066 0.035 0.077 0.152 0.152
0.0871092 1.178 -0.063 0.037 0.079 0.153 0.153
0.0876899 1.180 -0.061 0.039 0.081 0.155 0.155
0.0882707 1.183 -0.058 0.041 0.082 0.156 0.156
0.0888514 1.186 -0.055 0.043 0.084 0.158 0.158
0.0894321 1.188 -0.052 0.045 0.086 0.159 0.159
0.0900128 1.191 -0.049 0.048 0.088 0.160 0.160
0.0905936 1.194 -0.046 0.050 0.090 0.162 0.162
0.0911743 1.196 -0.044 0.052 0.092 0.163 0.163
0.091755 1.199 -0.041 0.054 0.094 0.165 0.165
