# IsPeriodic    : True
# Period        : 0.358413 days
# Normalization : <g_mag>=0
# 
# Phase u_mag  g_mag  r_mag  i_mag  z_mag  y_mag
0 0.836 -0.264 -0.264 -0.218 -0.150 -0.150
0.000716826 0.836 -0.264 -0.264 -0.218 -0.150 -0.150
0.00143365 0.836 -0.264 -0.264 -0.218 -0.150 -0.150
0.00215048 0.836 -0.264 -0.264 -0.218 -0.150 -0.150
0.0028673 0.837 -0.263 -0.263 -0.217 -0.150 -0.150
0.00358413 0.837 -0.263 -0.263 -0.217 -0.150 -0.150
0.00430096 0.837 -0.263 -0.263 -0.217 -0.150 -0.150
0.00501778 0.837 -0.263 -0.263 -0.217 -0.150 -0.150
0.00573461 0.838 -0.262 -0.263 -0.216 -0.150 -0.150
0.00645143 0.838 -0.262 -0.262 -0.216 -0.150 -0.150
0.00716826 0.839 -0.262 -0.262 -0.215 -0.149 -0.149
0.00788509 0.839 -0.261 -0.262 -0.215 -0.149 -0.149
0.00860191 0.839 -0.261 -0.262 -0.214 -0.149 -0.149
0.00931874 0.840 -0.260 -0.261 -0.214 -0.149 -0.149
0.0100356 0.840 -0.260 -0.261 -0.213 -0.149 -0.149
0.0107524 0.841 -0.259 -0.261 -0.213 -0.148 -0.148
0.0114692 0.842 -0.259 -0.260 -0.212 -0.148 -0.148
0.012186 0.842 -0.258 -0.260 -0.211 -0.148 -0.148
0.0129029 0.843 -0.258 -0.259 -0.211 -0.147 -0.147
0.0136197 0.844 -0.257 -0.259 -0.210 -0.147 -0.147
0.0143365 0.845 -0.256 -0.258 -0.209 -0.147 -0.147
0.0150533 0.845 -0.256 -0.258 -0.208 -0.146 -0.146
0.0157702 0.846 -0.254 -0.257 -0.207 -0.146 -0.146
0.016487 0.847 -0.254 -0.257 -0.207 -0.145 -0.145
0.0172038 0.848 -0.253 -0.256 -0.206 -0.145 -0.145
0.0179206 0.849 -0.252 -0.255 -0.205 -0.144 -0.144
0.0186375 0.850 -0.251 -0.255 -0.204 -0.144 -0.144
