# IsPeriodic    : True
# Period        : 0.284337 days
# Normalization : <g_mag>=0
# 
# Phase u_mag  g_mag  r_mag  i_mag  z_mag  y_mag
0 0.988 -0.248 -0.152 -0.055 0.004 0.004
0.000568674 0.988 -0.248 -0.152 -0.055 0.004 0.004
0.00113735 0.988 -0.248 -0.152 -0.055 0.004 0.004
0.00170602 0.988 -0.248 -0.152 -0.055 0.004 0.004
0.0022747 0.988 -0.248 -0.151 -0.055 0.004 0.004
0.00284337 0.988 -0.248 -0.151 -0.055 0.004 0.004
0.00341204 0.988 -0.247 -0.151 -0.054 0.004 0.004
0.00398072 0.988 -0.247 -0.151 -0.054 0.004 0.004
0.00454939 0.989 -0.247 -0.151 -0.054 0.004 0.004
0.00511807 0.989 -0.246 -0.151 -0.053 0.004 0.004
0.00568674 0.990 -0.246 -0.150 -0.053 0.005 0.005
0.00625541 0.990 -0.246 -0.150 -0.052 0.005 0.005
0.00682409 0.990 -0.245 -0.150 -0.052 0.005 0.005
0.00739276 0.991 -0.245 -0.149 -0.051 0.005 0.005
0.00796144 0.991 -0.244 -0.149 -0.051 0.005 0.005
0.00853011 0.992 -0.244 -0.149 -0.050 0.006 0.006
0.00909878 0.993 -0.243 -0.148 -0.049 0.006 0.006
0.00966746 0.993 -0.243 -0.148 -0.049 0.006 0.006
0.0102361 0.994 -0.242 -0.147 -0.048 0.007 0.007
0.0108048 0.995 -0.241 -0.147 -0.047 0.007 0.007
0.0113735 0.995 -0.241 -0.147 -0.046 0.007 0.007
0.0119422 0.996 -0.240 -0.146 -0.046 0.008 0.008
0.0125108 0.997 -0.239 -0.145 -0.045 0.008 0.008
0.0130795 0.998 -0.239 -0.145 -0.045 0.009 0.009
0.0136482 0.999 -0.238 -0.144 -0.044 0.009 0.009
0.0142169 1.000 -0.237 -0.144 -0.043 0.010 0.010
0.0147855 1.001 -0.236 -0.143 -0.042 0.010 0.010
0.0153542 1.002 -0.235 -0.142 -0.042 0.010 0.010
0.0159229 1.003 -0.234 -0.142 -0.041 0.011 0.011
0.0164915 1.004 -0.233 -0.141 -0.040 0.012 0.012
0.0170602 1.005 -0.232 -0.140 -0.040 0.012 0.012
0.0176289 1.006 -0.231 -0.139 -0.039 0.013 0.013
0.0181976 1.008 -0.230 -0.139 -0.038 0.013 0.013
0.0187662 1.009 -0.229 -0.138 -0.037 0.014 0.014
0.0193349 1.010 -0.228 -0.137 -0.037 0.014 0.014
0.0199036 1.011 -0.227 -0.136 -0.036 0.015 0.015
0.0204723 1.013 -0.226 -0.135 -0.035 0.015 0.015
0.0210409 1.014 -0.225 -0.134 -0.035 0.016 0.016
0.0216096 1.016 -0.224 -0.133 -0.034 0.017 0.017
0.0221783 1.017 -0.223 -0.133 -0.033 0.017 0.017
0.022747 1.018 -0.221 -0.131 -0.033 0.018 0.018
