# IsPeriodic    : True
# Period        : 0.311494 days
# Normalization : <g_mag>=0
# 
# Phase u_mag  g_mag  r_mag  i_mag  z_mag  y_mag
0 1.040 -0.215 -0.122 -0.048 0.028 0.028
0.000622988 1.040 -0.215 -0.122 -0.048 0.028 0.028
0.00124598 1.040 -0.215 -0.122 -0.048 0.028 0.028
0.00186896 1.040 -0.215 -0.122 -0.047 0.028 0.028
0.00249195 1.040 -0.215 -0.122 -0.047 0.028 0.028
0.00311494 1.040 -0.215 -0.122 -0.047 0.028 0.028
0.00373793 1.040 -0.214 -0.122 -0.047 0.028 0.028
0.00436092 1.040 -0.214 -0.122 -0.046 0.028 0.028
0.0049839 1.041 -0.214 -0.122 -0.046 0.028 0.028
0.00560689 1.041 -0.213 -0.121 -0.046 0.028 0.028
0.00622988 1.041 -0.213 -0.121 -0.045 0.029 0.029
0.00685287 1.042 -0.213 -0.121 -0.045 0.029 0.029
0.00747586 1.042 -0.212 -0.121 -0.044 0.029 0.029
0.00809884 1.043 -0.212 -0.120 -0.044 0.029 0.029
0.00872183 1.043 -0.212 -0.120 -0.043 0.029 0.029
0.00934482 1.043 -0.211 -0.120 -0.043 0.030 0.030
0.00996781 1.044 -0.211 -0.120 -0.043 0.030 0.030
0.0105908 1.044 -0.210 -0.119 -0.042 0.030 0.030
0.0112138 1.045 -0.210 -0.119 -0.041 0.031 0.031
0.0118368 1.046 -0.209 -0.118 -0.041 0.031 0.031
0.0124598 1.047 -0.209 -0.118 -0.040 0.031 0.031
0.0130827 1.047 -0.208 -0.117 -0.039 0.032 0.032
0.0137057 1.048 -0.207 -0.117 -0.039 0.032 0.032
0.0143287 1.049 -0.207 -0.117 -0.038 0.032 0.032
0.0149517 1.049 -0.206 -0.116 -0.037 0.033 0.033
0.0155747 1.050 -0.206 -0.116 -0.037 0.033 0.033
0.0161977 1.051 -0.205 -0.115 -0.036 0.033 0.033
0.0168207 1.052 -0.204 -0.114 -0.035 0.034 0.034
0.0174437 1.053 -0.203 -0.114 -0.035 0.034 0.034
0.0180667 1.054 -0.202 -0.113 -0.034 0.035 0.035
0.0186896 1.055 -0.201 -0.113 -0.034 0.035 0.035
0.0193126 1.056 -0.200 -0.112 -0.033 0.036 0.036
0.0199356 1.057 -0.200 -0.112 -0.033 0.036 0.036
0.0205586 1.058 -0.199 -0.111 -0.032 0.037 0.037
0.0211816 1.059 -0.198 -0.110 -0.031 0.037 0.037
0.0218046 1.060 -0.197 -0.109 -0.031 0.038 0.038
0.0224276 1.062 -0.196 -0.109 -0.030 0.038 0.038
0.0230506 1.063 -0.195 -0.108 -0.029 0.039 0.039
0.0236735 1.064 -0.194 -0.107 -0.029 0.039 0.039
0.0242965 1.065 -0.193 -0.106 -0.028 0.040 0.040
0.0249195 1.066 -0.192 -0.106 -0.027 0.040 0.040
0.0255425 1.068 -0.191 -0.105 -0.027 0.041 0.041
0.0261655 1.069 -0.190 -0.104 -0.026 0.041 0.041
0.0267885 1.070 -0.189 -0.103 -0.026 0.042 0.042
0.0274115 1.072 -0.188 -0.102 -0.025 0.042 0.042
0.0280345 1.073 -0.187 -0.101 -0.024 0.043 0.043
0.0286574 1.074 -0.185 -0.100 -0.024 0.044 0.044
0.0292804 1.075 -0.184 -0.100 -0.023 0.044 0.044
0.0299034 1.077 -0.183 -0.099 -0.022 0.045 0.045
0.0305264 1.078 -0.182 -0.098 -0.022 0.045 0.045
0.0311494 1.079 -0.181 -0.097 -0.021 0.046 0.046
0.0317724 1.080 -0.179 -0.096 -0.020 0.047 0.047
0.0323954 1.082 -0.178 -0.095 -0.020 0.047 0.047
0.0330184 1.083 -0.177 -0.094 -0.019 0.048 0.048
0.0336414 1.084 -0.175 -0.093 -0.018 0.048 0.048
0.0342643 1.086 -0.174 -0.092 -0.018 0.049 0.049
0.0348873 1.087 -0.173 -0.091 -0.017 0.050 0.050
0.0355103 1.088 -0.171 -0.090 -0.016 0.050 0.050
0.0361333 1.090 -0.170 -0.089 -0.016 0.051 0.051
0.0367563 1.091 -0.169 -0.088 -0.015 0.051 0.051
0.0373793 1.092 -0.167 -0.086 -0.014 0.052 0.052
0.0380023 1.094 -0.166 -0.085 -0.014 0.053 0.053
0.0386253 1.095 -0.164 -0.084 -0.013 0.053 0.053
0.0392482 1.096 -0.163 -0.083 -0.012 0.054 0.054
0.0398712 1.098 -0.161 -0.082 -0.011 0.054 0.054
0.0404942 1.099 -0.160 -0.081 -0.011 0.055 0.055
0.0411172 1.101 -0.158 -0.080 -0.010 0.056 0.056
0.0417402 1.102 -0.157 -0.078 -0.009 0.056 0.056
0.0423632 1.103 -0.155 -0.077 -0.009 0.057 0.057
0.0429862 1.105 -0.154 -0.076 -0.008 0.058 0.058
0.0436092 1.106 -0.152 -0.075 -0.007 0.058 0.058
0.0442321 1.107 -0.150 -0.074 -0.006 0.059 0.059
0.0448551 1.109 -0.149 -0.072 -0.005 0.060 0.060
0.0454781 1.110 -0.147 -0.071 -0.005 0.061 0.061
0.0461011 1.112 -0.145 -0.070 -0.004 0.061 0.061
0.0467241 1.113 -0.144 -0.069 -0.003 0.062 0.062
0.0473471 1.114 -0.142 -0.068 -0.002 0.063 0.063
0.0479701 1.116 -0.141 -0.066 -0.002 0.064 0.064
0.0485931 1.117 -0.139 -0.065 -0.001 0.064 0.064
0.0492161 1.119 -0.137 -0.064 0.000 0.065 0.065
0.049839 1.120 -0.136 -0.063 0.001 0.066 0.066
0.050462 1.122 -0.134 -0.062 0.002 0.067 0.067
0.051085 1.123 -0.132 -0.060 0.003 0.068 0.068
0.051708 1.125 -0.130 -0.059 0.004 0.069 0.069
0.052331 1.126 -0.129 -0.058 0.004 0.070 0.070
0.052954 1.128 -0.127 -0.057 0.005 0.071 0.071
0.053577 1.129 -0.125 -0.055 0.006 0.072 0.072
