# IsPeriodic    : True
# Period        : 0.342127 days
# Normalization : <g_mag>=0
# 
# Phase u_mag  g_mag  r_mag  i_mag  z_mag  y_mag
 0.000  0.961 -0.231 -0.141 -0.049  0.026  0.026
 0.002  0.961 -0.231 -0.141 -0.049  0.026  0.026
 0.004  0.961 -0.231 -0.141 -0.049  0.026  0.026
 0.006  0.961 -0.231 -0.141 -0.049  0.026  0.026
 0.008  0.961 -0.231 -0.140 -0.049  0.026  0.026
 0.010  0.961 -0.231 -0.140 -0.049  0.026  0.026
 0.012  0.962 -0.231 -0.140 -0.049  0.026  0.026
 0.014  0.962 -0.230 -0.140 -0.048  0.026  0.026
 0.016  0.962 -0.230 -0.140 -0.048  0.026  0.026
 0.018  0.963 -0.230 -0.140 -0.048  0.026  0.026
 0.020  0.963 -0.230 -0.139 -0.047  0.027  0.027
 0.022  0.963 -0.229 -0.139 -0.047  0.027  0.027
 0.024  0.964 -0.229 -0.139 -0.046  0.027  0.027
 0.026  0.964 -0.229 -0.139 -0.046  0.027  0.027
 0.028  0.965 -0.228 -0.138 -0.045  0.027  0.027
 0.030  0.965 -0.228 -0.138 -0.045  0.028  0.028
 0.032  0.966 -0.228 -0.138 -0.044  0.028  0.028
 0.034  0.966 -0.227 -0.137 -0.043  0.028  0.028
 0.036  0.967 -0.227 -0.137 -0.043  0.028  0.028
 0.038  0.968 -0.227 -0.137 -0.042  0.029  0.029
 0.040  0.969 -0.227 -0.136 -0.041  0.029  0.029
 0.042  0.969 -0.226 -0.136 -0.041  0.030  0.030
 0.044  0.971 -0.226 -0.135 -0.040  0.030  0.030
 0.046  0.971 -0.226 -0.135 -0.040  0.030  0.030
 0.048  0.972 -0.226 -0.134 -0.039  0.031  0.031
 0.050  0.973 -0.226 -0.134 -0.038  0.031  0.031
 0.052  0.974 -0.225 -0.133 -0.038  0.031  0.031
 0.054  0.975 -0.225 -0.132 -0.037  0.032  0.032
 0.056  0.976 -0.225 -0.132 -0.036  0.032  0.032
 0.058  0.977 -0.224 -0.131 -0.036  0.033  0.033
 0.060  0.978 -0.224 -0.131 -0.035  0.033  0.033
 0.062  0.980 -0.224 -0.130 -0.034  0.034  0.034
 0.064  0.981 -0.223 -0.129 -0.034  0.034  0.034
 0.066  0.982 -0.223 -0.129 -0.033  0.035  0.035
 0.068  0.983 -0.223 -0.128 -0.033  0.035  0.035
 0.070  0.985 -0.222 -0.127 -0.032  0.036  0.036
 0.072  0.986 -0.222 -0.126 -0.031  0.036  0.036
 0.074  0.987 -0.222 -0.126 -0.031  0.037  0.037
 0.076  0.989 -0.221 -0.125 -0.030  0.037  0.037
 0.078  0.990 -0.221 -0.124 -0.029  0.038  0.038
 0.080  0.992 -0.221 -0.123 -0.029  0.039  0.039
 0.082  0.993 -0.220 -0.123 -0.028  0.039  0.039
 0.084  0.995 -0.220 -0.122 -0.027  0.040  0.040
 0.086  0.996 -0.219 -0.121 -0.027  0.040  0.040
 0.088  0.998 -0.219 -0.120 -0.026  0.041  0.041
 0.090  0.999 -0.218 -0.119 -0.025  0.041  0.041
