# IsPeriodic    : True
# Period        : 0.308395 days
# Normalization : <g_mag>=0
# 
# Phase u_mag  g_mag  r_mag  i_mag  z_mag  y_mag
 0.000  0.885 -0.304 -0.187 -0.115 -0.038 -0.038
 0.002  0.885 -0.304 -0.187 -0.115 -0.038 -0.038
 0.004  0.885 -0.304 -0.187 -0.115 -0.038 -0.038
 0.006  0.885 -0.303 -0.187 -0.115 -0.038 -0.038
 0.008  0.886 -0.303 -0.187 -0.114 -0.038 -0.038
 0.010  0.886 -0.303 -0.187 -0.114 -0.038 -0.038
 0.012  0.886 -0.303 -0.187 -0.114 -0.038 -0.038
 0.014  0.886 -0.302 -0.186 -0.113 -0.038 -0.038
 0.016  0.887 -0.302 -0.186 -0.113 -0.037 -0.037
 0.018  0.887 -0.301 -0.186 -0.113 -0.037 -0.037
 0.020  0.888 -0.301 -0.186 -0.112 -0.037 -0.037
 0.022  0.888 -0.301 -0.186 -0.111 -0.037 -0.037
 0.024  0.889 -0.300 -0.185 -0.111 -0.037 -0.037
 0.026  0.890 -0.300 -0.185 -0.110 -0.036 -0.036
 0.028  0.890 -0.300 -0.184 -0.109 -0.036 -0.036
 0.030  0.891 -0.300 -0.184 -0.109 -0.036 -0.036
 0.032  0.892 -0.299 -0.183 -0.108 -0.036 -0.036
 0.034  0.892 -0.298 -0.183 -0.107 -0.035 -0.035
 0.036  0.893 -0.298 -0.182 -0.106 -0.035 -0.035
 0.038  0.894 -0.298 -0.182 -0.105 -0.034 -0.034
 0.040  0.895 -0.298 -0.181 -0.104 -0.034 -0.034
 0.042  0.896 -0.297 -0.181 -0.104 -0.033 -0.033
 0.044  0.897 -0.297 -0.180 -0.103 -0.033 -0.033
 0.046  0.898 -0.297 -0.179 -0.102 -0.033 -0.033
 0.048  0.899 -0.297 -0.179 -0.101 -0.032 -0.032
 0.050  0.900 -0.296 -0.178 -0.100 -0.031 -0.031
 0.052  0.902 -0.295 -0.177 -0.099 -0.031 -0.031
 0.054  0.903 -0.295 -0.177 -0.098 -0.030 -0.030
 0.056  0.904 -0.295 -0.176 -0.097 -0.030 -0.030
 0.058  0.905 -0.294 -0.175 -0.096 -0.029 -0.029
 0.060  0.907 -0.294 -0.174 -0.096 -0.028 -0.028
