# IsPeriodic    : True
# Period        : 0.265783 days
# Normalization : <g_mag>=0
# 
# Phase u_mag  g_mag  r_mag  i_mag  z_mag  y_mag
0 0.968 -0.226 -0.171 -0.107 -0.037 -0.037
0.000531566 0.968 -0.226 -0.171 -0.107 -0.037 -0.037
0.00106313 0.968 -0.226 -0.171 -0.107 -0.037 -0.037
0.0015947 0.968 -0.226 -0.171 -0.107 -0.037 -0.037
0.00212626 0.968 -0.226 -0.171 -0.106 -0.037 -0.037
0.00265783 0.968 -0.226 -0.171 -0.106 -0.037 -0.037
0.0031894 0.969 -0.225 -0.171 -0.106 -0.037 -0.037
0.00372096 0.969 -0.225 -0.171 -0.106 -0.036 -0.036
0.00425253 0.969 -0.225 -0.171 -0.106 -0.036 -0.036
0.00478409 0.970 -0.225 -0.171 -0.106 -0.036 -0.036
0.00531566 0.970 -0.225 -0.171 -0.105 -0.036 -0.036
0.00584723 0.971 -0.224 -0.170 -0.105 -0.036 -0.036
0.00637879 0.971 -0.224 -0.170 -0.105 -0.035 -0.035
0.00691036 0.971 -0.223 -0.170 -0.105 -0.035 -0.035
0.00744192 0.972 -0.223 -0.170 -0.105 -0.035 -0.035
0.00797349 0.972 -0.222 -0.170 -0.104 -0.035 -0.035
0.00850506 0.973 -0.222 -0.170 -0.104 -0.034 -0.034
0.00903662 0.974 -0.221 -0.170 -0.104 -0.034 -0.034
0.00956819 0.974 -0.221 -0.170 -0.103 -0.034 -0.034
0.0100998 0.975 -0.220 -0.169 -0.103 -0.033 -0.033
0.0106313 0.976 -0.220 -0.169 -0.102 -0.033 -0.033
0.0111629 0.977 -0.219 -0.169 -0.102 -0.033 -0.033
0.0116945 0.978 -0.218 -0.169 -0.101 -0.032 -0.032
0.012226 0.979 -0.218 -0.168 -0.101 -0.032 -0.032
0.0127576 0.980 -0.217 -0.168 -0.101 -0.031 -0.031
0.0132891 0.981 -0.216 -0.168 -0.100 -0.031 -0.031
0.0138207 0.982 -0.216 -0.167 -0.099 -0.031 -0.031
0.0143523 0.983 -0.215 -0.167 -0.099 -0.030 -0.030
0.0148838 0.984 -0.214 -0.167 -0.098 -0.030 -0.030
0.0154154 0.985 -0.213 -0.166 -0.098 -0.029 -0.029
0.015947 0.986 -0.212 -0.166 -0.097 -0.028 -0.028
0.0164785 0.988 -0.211 -0.166 -0.096 -0.028 -0.028
0.0170101 0.989 -0.210 -0.165 -0.096 -0.027 -0.027
0.0175417 0.990 -0.209 -0.165 -0.095 -0.027 -0.027
0.0180732 0.992 -0.208 -0.164 -0.094 -0.026 -0.026
0.0186048 0.993 -0.207 -0.163 -0.093 -0.026 -0.026
0.0191364 0.995 -0.206 -0.163 -0.093 -0.025 -0.025
0.0196679 0.996 -0.206 -0.162 -0.092 -0.025 -0.025
0.0201995 0.997 -0.204 -0.161 -0.091 -0.024 -0.024
0.0207311 0.999 -0.203 -0.161 -0.090 -0.023 -0.023
0.0212626 1.000 -0.202 -0.160 -0.089 -0.023 -0.023
0.0217942 1.002 -0.201 -0.159 -0.088 -0.022 -0.022
0.0223258 1.004 -0.200 -0.158 -0.087 -0.022 -0.022
0.0228573 1.005 -0.199 -0.157 -0.087 -0.021 -0.021
0.0233889 1.007 -0.197 -0.156 -0.086 -0.020 -0.020
