X0             Y0             Theta          X              Y              
55.0000        75.0000        2.2601         50.8754        80.0041        
55.0000        75.0000        2.3077         50.4581        80.0047        
55.0000        75.0000        2.3554         49.9976        80.0108        
55.0000        75.0000        2.4029         49.9977        79.5553        
55.0000        75.0000        2.4505         49.9979        79.1376        
55.0000        75.0000        2.4981         49.9981        78.7515        
55.0000        75.0000        2.5457         49.9984        78.3921        
55.0000        75.0000        2.5932         49.9984        78.0552        
55.0000        75.0000        2.6408         49.9987        77.7374        
55.0000        75.0000        2.6884         49.9987        77.4358        
55.0000        75.0000        2.7360         49.9989        77.1478        
55.0000        75.0000        2.7835         49.9989        76.8714        
55.0000        75.0000        2.8311         49.9991        76.6046        
55.0000        75.0000        2.8787         49.9991        76.3460        
55.0000        75.0000        2.9263         49.9991        76.0939        
55.0000        75.0000        2.9738         49.9992        75.8469        
55.0000        75.0000        3.0214         49.9991        75.6040        
55.0000        75.0000        3.0690         49.9992        75.3638        
55.0000        75.0000        3.1166         49.9991        75.1252        
55.0000        85.0000        3.1646         49.9972        84.8846        
55.0000        85.0000        3.2122         49.9974        84.6461        
55.0000        85.0000        3.2598         49.9973        84.4059        
55.0000        85.0000        3.3074         49.9975        84.1630        
55.0000        85.0000        3.3549         49.9975        83.9162        
55.0000        85.0000        3.4025         49.9976        83.6643        
55.0000        85.0000        3.4501         49.9976        83.4059        
55.0000        85.0000        3.4977         49.9976        83.1395        
55.0000        85.0000        3.5452         49.9977        82.8636        
55.0000        85.0000        3.5928         49.9977        82.5761        
55.0000        85.0000        3.6404         49.9976        82.2751        
55.0000        85.0000        3.6880         49.9977        81.9580        
55.0000        85.0000        3.7355         49.9976        81.6221        
55.0000        85.0000        3.7831         49.9975        81.2637        
55.0000        85.0000        3.8307         49.9975        80.8790        
55.0000        85.0000        3.8782         49.9975        80.4629        
55.0000        85.0000        3.9258         49.9979        80.0105        
55.0000        85.0000        3.9735         50.4492        80.0050        
55.0000        85.0000        4.0212         50.8666        80.0042        
55.0000        85.0000        4.0689         51.2526        80.0038        
55.0000        85.0000        4.1165         51.6120        80.0035        
55.0000        85.0000        4.1642         51.9491        80.0033        
55.0000        85.0000        4.2119         52.2670        80.0031        
55.0000        85.0000        4.2596         52.5688        80.0029        
55.0000        85.0000        4.3073         52.8569        80.0028        
55.0000        85.0000        4.3549         53.1335        80.0027        
55.0000        85.0000        4.4026         53.4004        80.0026        
55.0000        85.0000        4.4503         53.6593        80.0024        
55.0000        85.0000        4.4980         53.9117        80.0024        
55.0000        85.0000        4.5457         54.1589        80.0022        
55.0000        85.0000        4.5933         54.4022        80.0022        
55.0000        85.0000        4.6410         54.6427        80.0021        
55.0000        85.0000        4.6887         54.8816        80.0020        
55.0000        85.0000        4.7364         55.1199        80.0019        
55.0000        85.0000        4.7841         55.3588        80.0017        
55.0000        85.0000        4.8317         55.5994        80.0016        
55.0000        85.0000        4.8794         55.8427        80.0016        
55.0000        85.0000        4.9271         56.0900        80.0014        
55.0000        85.0000        4.9748         56.3425        80.0014        
55.0000        85.0000        5.0225         56.6016        80.0011        
55.0000        85.0000        5.0701         56.8688        80.0010        
55.0000        85.0000        5.1178         57.1457        80.0008        
55.0000        85.0000        5.1655         57.4341        80.0006        
55.0000        85.0000        5.2132         57.7363        80.0005        
55.0000        85.0000        5.2609         58.0548        80.0003        
55.0000        85.0000        5.3085         58.3924        80.0001        
55.0000        85.0000        5.3562         58.7527        79.9997        
55.0000        85.0000        5.4039         59.1397        79.9995        
55.0000        85.0000        5.4516         59.5584        79.9995        
55.0000        85.0000        5.4993         60.0107        80.0020        
55.0000        85.0000        -0.7364        60.0118        80.4570        
55.0000        85.0000        -0.6888        60.0111        80.8742        
55.0000        85.0000        -0.6412        60.0107        81.2596        
55.0000        85.0000        -0.5937        60.0102        81.6186        
55.0000        85.0000        -0.5461        60.0097        81.9552        
55.0000        85.0000        -0.4986        60.0093        82.2728        
55.0000        85.0000        -0.4510        60.0090        82.5742        
55.0000        85.0000        -0.4034        60.0085        82.8621        
55.0000        85.0000        -0.3559        60.0082        83.1385        
55.0000        85.0000        -0.3083        60.0078        83.4052        
55.0000        85.0000        -0.2607        60.0075        83.6639        
55.0000        85.0000        -0.2132        60.0072        83.9161        
55.0000        85.0000        -0.1656        60.0067        84.1631        
55.0000        85.0000        -0.1181        60.0064        84.4062        
55.0000        85.0000        -0.0705        60.0060        84.6465        
55.0000        85.0000        -0.0229        60.0057        84.8852        
55.0000        85.0000        0.0246         60.0053        85.1233        
55.0000        85.0000        0.0722         60.0051        85.3620        
55.0000        85.0000        0.1198         60.0048        85.6023        
55.0000        85.0000        0.1673         60.0043        85.8453        
55.0000        85.0000        0.2149         60.0040        86.0922        
55.0000        85.0000        0.2625         60.0036        86.3442        
55.0000        85.0000        0.3100         60.0032        86.6027        
55.0000        85.0000        0.3576         60.0028        86.8692        
55.0000        85.0000        0.4051         60.0023        87.1453        
55.0000        85.0000        0.4527         60.0020        87.4329        
55.0000        85.0000        0.5003         60.0016        87.7341        
55.0000        85.0000        0.5478         60.0010        88.0512        
55.0000        85.0000        0.5954         60.0005        88.3873        
55.0000        85.0000        0.6430         60.0001        88.7458        
55.0000        85.0000        0.6905         59.9994        89.1305        
55.0000        85.0000        0.7381         59.9988        89.5468        
55.0000        85.0000        0.7856         59.9983        90.0006        
55.0000        85.0000        0.8332         59.5401        89.9965        
55.0000        85.0000        0.8808         59.1237        89.9965        
55.0000        85.0000        0.9284         58.7389        89.9967        
55.0000        85.0000        0.9760         58.3807        89.9968        
55.0000        85.0000        1.0236         58.0448        89.9971        
55.0000        85.0000        1.0711         57.7278        89.9973        
55.0000        85.0000        1.1187         57.4268        89.9975        
55.0000        85.0000        1.1663         57.1395        89.9977        
55.0000        85.0000        1.2139         56.8636        89.9979        
55.0000        85.0000        1.2615         56.5972        89.9980        
55.0000        85.0000        1.3091         56.3389        89.9982        
55.0000        85.0000        1.3566         56.0871        89.9984        
55.0000        85.0000        1.4042         55.8404        89.9985        
55.0000        85.0000        1.4518         55.5976        89.9987        
55.0000        85.0000        1.4994         55.3575        89.9988        
55.0000        85.0000        1.5470         55.1191        89.9990        
55.0000        85.0000        1.5946         54.8812        89.9992        
55.0000        85.0000        1.6421         54.6427        89.9993        
55.0000        85.0000        1.6897         54.4026        89.9994        
55.0000        85.0000        1.7373         54.1597        89.9995        
55.0000        85.0000        1.7849         53.9129        89.9998        
55.0000        85.0000        1.8325         53.6609        89.9999        
55.0000        85.0000        1.8801         53.4024        90.0000        
55.0000        85.0000        1.9276         53.1359        90.0001        
55.0000        85.0000        1.9752         52.8598        90.0002        
55.0000        85.0000        2.0228         52.5721        90.0004        
55.0000        85.0000        2.0704         52.2707        90.0007        
55.0000        85.0000        2.1180         51.9533        90.0007        
55.0000        85.0000        2.1656         51.6168        90.0011        
55.0000        85.0000        2.2132         51.2579        90.0014        
55.0000        85.0000        2.2607         50.8723        90.0019        
55.0000        85.0000        2.3083         50.4549        90.0026        
55.0000        85.0000        2.3559         49.9950        90.0080        
55.0000        85.0000        2.4035         49.9946        89.5532        
55.0000        85.0000        2.4510         49.9948        89.1355        
55.0000        85.0000        2.4986         49.9951        88.7495        
55.0000        85.0000        2.5462         49.9953        88.3902        
55.0000        85.0000        2.5938         49.9956        88.0533        
55.0000        85.0000        2.6413         49.9957        87.7355        
55.0000        85.0000        2.6889         49.9960        87.4337        
55.0000        85.0000        2.7365         49.9962        87.1458        
55.0000        85.0000        2.7841         49.9963        86.8693        
55.0000        85.0000        2.8316         49.9965        86.6025        
55.0000        85.0000        2.8792         49.9966        86.3438        
55.0000        85.0000        2.9268         49.9968        86.0916        
55.0000        85.0000        2.9744         49.9969        85.8446        
55.0000        85.0000        3.0219         49.9970        85.6016        
55.0000        85.0000        3.0695         49.9970        85.3613        
55.0000        85.0000        3.1171         49.9972        85.1227        
55.0000        95.0000        3.1647         49.9939        94.8844        
55.0000        95.0000        3.2122         49.9939        94.6457        
55.0000        95.0000        3.2598         49.9940        94.4055        
55.0000        95.0000        3.3074         49.9940        94.1625        
55.0000        95.0000        3.3549         49.9940        93.9156        
55.0000        95.0000        3.4025         49.9941        93.6635        
55.0000        95.0000        3.4500         49.9942        93.4051        
55.0000        95.0000        3.4976         49.9942        93.1386        
55.0000        95.0000        3.5452         49.9941        92.8625        
55.0000        95.0000        3.5927         49.9942        92.5750        
55.0000        95.0000        3.6403         49.9942        92.2739        
55.0000        95.0000        3.6878         49.9942        91.9567        
55.0000        95.0000        3.7354         49.9943        91.6208        
55.0000        95.0000        3.7829         49.9942        91.2624        
55.0000        95.0000        3.8305         49.9942        90.8777        
55.0000        95.0000        3.8781         49.9942        90.4615        
55.0000        95.0000        3.9256         49.9944        90.0090        
55.0000        95.0000        3.9733         50.4449        90.0027        
55.0000        95.0000        4.0209         50.8623        90.0020        
55.0000        95.0000        4.0685         51.2482        90.0015        
55.0000        95.0000        4.1161         51.6076        90.0012        
55.0000        95.0000        4.1638         51.9445        90.0009        
55.0000        95.0000        4.2114         52.2625        90.0008        
55.0000        95.0000        4.2590         52.5643        90.0006        
55.0000        95.0000        4.3067         52.8524        90.0005        
55.0000        95.0000        4.3543         53.1289        90.0002        
55.0000        95.0000        4.4019         53.3958        90.0000        
55.0000        95.0000        4.4495         53.6546        89.9999        
55.0000        95.0000        4.4972         53.9070        89.9998        
55.0000        95.0000        4.5448         54.1541        89.9996        
55.0000        95.0000        4.5924         54.3973        89.9996        
55.0000        95.0000        4.6401         54.6377        89.9994        
55.0000        95.0000        4.6877         54.8765        89.9992        
55.0000        95.0000        4.7353         55.1147        89.9992        
55.0000        95.0000        4.7830         55.3535        89.9990        
55.0000        95.0000        4.8306         55.5939        89.9988        
55.0000        95.0000        4.8782         55.8370        89.9988        
55.0000        95.0000        4.9258         56.0841        89.9985        
55.0000        95.0000        4.9735         56.3363        89.9984        
55.0000        95.0000        5.0211         56.5951        89.9982        
55.0000        95.0000        5.0687         56.8619        89.9981        
55.0000        95.0000        5.1164         57.1383        89.9978        
55.0000        95.0000        5.1640         57.4264        89.9975        
55.0000        95.0000        5.2116         57.7279        89.9975        
55.0000        95.0000        5.2592         58.0457        89.9972        
55.0000        95.0000        5.3069         58.3824        89.9970        
55.0000        95.0000        5.3545         58.7416        89.9968        
55.0000        95.0000        5.4021         59.1274        89.9966        
55.0000        95.0000        5.4498         59.5444        89.9967        
55.0000        95.0000        5.4974         59.9931        89.9991        
55.0000        95.0000        -0.7381        59.9979        90.4535        
55.0000        95.0000        -0.6905        59.9975        90.8713        
55.0000        95.0000        -0.6428        59.9974        91.2572        
55.0000        95.0000        -0.5952        59.9972        91.6165        
55.0000        95.0000        -0.5475        59.9968        91.9534        
55.0000        95.0000        -0.4999        59.9968        92.2711        
55.0000        95.0000        -0.4522        59.9966        92.5727        
55.0000        95.0000        -0.4046        59.9964        92.8606        
55.0000        95.0000        -0.3569        59.9963        93.1370        
55.0000        95.0000        -0.3092        59.9961        93.4037        
55.0000        95.0000        -0.2616        59.9960        93.6624        
55.0000        95.0000        -0.2139        59.9958        93.9146        
55.0000        95.0000        -0.1663        59.9957        94.1615        
55.0000        95.0000        -0.1186        59.9956        94.4046        
55.0000        95.0000        -0.0710        59.9953        94.6448        
55.0000        95.0000        -0.0233        59.9953        94.8835        
55.0000        95.0000        0.0243         59.9950        95.1215        
55.0000        95.0000        0.0720         59.9950        95.3602        
55.0000        95.0000        0.1196         59.9949        95.6004        
55.0000        95.0000        0.1673         59.9946        95.8434        
55.0000        95.0000        0.2149         59.9945        96.0904        
55.0000        95.0000        0.2626         59.9942        96.3425        
55.0000        95.0000        0.3103         59.9941        96.6011        
55.0000        95.0000        0.3579         59.9939        96.8678        
55.0000        95.0000        0.4056         59.9937        97.1441        
55.0000        95.0000        0.4532         59.9935        97.4319        
55.0000        95.0000        0.5009         59.9932        97.7334        
55.0000        95.0000        0.5485         59.9930        98.0511        
55.0000        95.0000        0.5962         59.9928        98.3878        
55.0000        95.0000        0.6438         59.9924        98.7469        
55.0000        95.0000        0.6915         59.9922        99.1327        
55.0000        95.0000        0.7391         59.9919        99.5501        
55.0000        95.0000        0.7868         59.9917        100.0055       
55.0000        95.0000        0.8343         59.5331        100.0001       
55.0000        95.0000        0.8819         59.1171        99.9997        
55.0000        95.0000        0.9295         58.7328        99.9996        
55.0000        95.0000        0.9770         58.3749        99.9996        
55.0000        95.0000        1.0246         58.0393        99.9995        
55.0000        95.0000        1.0721         57.7226        99.9996        
55.0000        95.0000        1.1197         57.4219        99.9997        
55.0000        95.0000        1.1673         57.1348        99.9997        
55.0000        95.0000        1.2148         56.8590        99.9997        
55.0000        95.0000        1.2624         56.5929        99.9999        
55.0000        95.0000        1.3099         56.3348        99.9999        
55.0000        95.0000        1.3575         56.0830        100.0000       
55.0000        95.0000        1.4050         55.8365        100.0001       
55.0000        95.0000        1.4526         55.5938        100.0001       
55.0000        95.0000        1.5002         55.3538        100.0002       
55.0000        95.0000        1.5477         55.1154        100.0002       
55.0000        95.0000        1.5953         54.8776        100.0003       
55.0000        95.0000        1.6428         54.6392        100.0004       
55.0000        95.0000        1.6904         54.3991        100.0005       
55.0000        95.0000        1.7379         54.1563        100.0006       
55.0000        95.0000        1.7855         53.9095        100.0006       
55.0000        95.0000        1.8331         53.6576        100.0007       
55.0000        95.0000        1.8806         53.3991        100.0009       
55.0000        95.0000        1.9282         53.1326        100.0009       
55.0000        95.0000        1.9757         52.8565        100.0010       
55.0000        95.0000        2.0233         52.5688        100.0011       
55.0000        95.0000        2.0708         52.2674        100.0013       
55.0000        95.0000        2.1184         51.9500        100.0015       
55.0000        95.0000        2.1660         51.6136        100.0016       
55.0000        95.0000        2.2135         51.2546        100.0019       
55.0000        95.0000        2.2611         50.8690        100.0024       
55.0000        95.0000        2.3086         50.4516        100.0030       
55.0000        95.0000        2.3562         49.9925        100.0080       
55.0000        95.0000        2.4038         49.9916        99.5533        
55.0000        95.0000        2.4513         49.9918        99.1359        
55.0000        95.0000        2.4989         49.9920        98.7499        
55.0000        95.0000        2.5464         49.9922        98.3906        
55.0000        95.0000        2.5940         49.9923        98.0538        
55.0000        95.0000        2.6415         49.9925        97.7359        
55.0000        95.0000        2.6891         49.9927        97.4342        
55.0000        95.0000        2.7367         49.9929        97.1461        
55.0000        95.0000        2.7842         49.9931        96.8696        
55.0000        95.0000        2.8318         49.9932        96.6028        
55.0000        95.0000        2.8793         49.9932        96.3440        
55.0000        95.0000        2.9269         49.9934        96.0917        
55.0000        95.0000        2.9745         49.9935        95.8447        
55.0000        95.0000        3.0220         49.9936        95.6015        
55.0000        95.0000        3.0696         49.9936        95.3612        
55.0000        95.0000        3.1171         49.9939        95.1225        
55.0000        105.0000       3.1645         49.9915        104.8852       
55.0000        105.0000       3.2120         49.9916        104.6465       
55.0000        105.0000       3.2596         49.9916        104.4062       
55.0000        105.0000       3.3071         49.9916        104.1632       
55.0000        105.0000       3.3547         49.9915        103.9163       
55.0000        105.0000       3.4022         49.9917        103.6643       
55.0000        105.0000       3.4498         49.9916        103.4057       
55.0000        105.0000       3.4973         49.9916        103.1392       
55.0000        105.0000       3.5449         49.9916        102.8631       
55.0000        105.0000       3.5924         49.9917        102.5756       
55.0000        105.0000       3.6400         49.9915        102.2745       
55.0000        105.0000       3.6875         49.9915        101.9574       
55.0000        105.0000       3.7351         49.9915        101.6214       
55.0000        105.0000       3.7826         49.9914        101.2630       
55.0000        105.0000       3.8301         49.9913        100.8784       
55.0000        105.0000       3.8777         49.9914        100.4624       
55.0000        105.0000       3.9252         49.9915        100.0091       
55.0000        105.0000       3.9729         50.4419        100.0032       
55.0000        105.0000       4.0205         50.8596        100.0025       
55.0000        105.0000       4.0682         51.2458        100.0020       
55.0000        105.0000       4.1158         51.6055        100.0018       
55.0000        105.0000       4.1634         51.9426        100.0015       
55.0000        105.0000       4.2111         52.2608        100.0014       
55.0000        105.0000       4.2587         52.5627        100.0013       
55.0000        105.0000       4.3064         52.8509        100.0011       
55.0000        105.0000       4.3540         53.1276        100.0010       
55.0000        105.0000       4.4016         53.3946        100.0009       
55.0000        105.0000       4.4493         53.6535        100.0009       
55.0000        105.0000       4.4969         53.9059        100.0008       
55.0000        105.0000       4.5446         54.1531        100.0007       
55.0000        105.0000       4.5922         54.3963        100.0006       
55.0000        105.0000       4.6399         54.6367        100.0005       
55.0000        105.0000       4.6875         54.8755        100.0005       
55.0000        105.0000       4.7351         55.1137        100.0004       
55.0000        105.0000       4.7828         55.3525        100.0004       
55.0000        105.0000       4.8304         55.5929        100.0002       
55.0000        105.0000       4.8781         55.8360        100.0001       
55.0000        105.0000       4.9257         56.0830        100.0001       
55.0000        105.0000       4.9733         56.3352        100.0000       
55.0000        105.0000       5.0210         56.5939        100.0000       
55.0000        105.0000       5.0686         56.8606        99.9999        
55.0000        105.0000       5.1163         57.1369        99.9999        
55.0000        105.0000       5.1639         57.4247        99.9998        
55.0000        105.0000       5.2115         57.7262        99.9997        
55.0000        105.0000       5.2592         58.0438        99.9997        
55.0000        105.0000       5.3068         58.3802        99.9997        
55.0000        105.0000       5.3545         58.7392        99.9997        
55.0000        105.0000       5.4021         59.1245        99.9998        
55.0000        105.0000       5.4498         59.5411        100.0003       
55.0000        105.0000       5.4974         59.9906        100.0046       
55.0000        105.0000       -0.7381        59.9915        100.4595       
55.0000        105.0000       -0.6904        59.9916        100.8765       
55.0000        105.0000       -0.6428        59.9915        101.2620       
55.0000        105.0000       -0.5951        59.9916        101.6208       
55.0000        105.0000       -0.5474        59.9916        101.9572       
55.0000        105.0000       -0.4998        59.9915        102.2746       
55.0000        105.0000       -0.4521        59.9915        102.5759       
55.0000        105.0000       -0.4044        59.9915        102.8635       
55.0000        105.0000       -0.3568        59.9916        103.1396       
55.0000        105.0000       -0.3091        59.9916        103.4061       
55.0000        105.0000       -0.2614        59.9915        103.6646       
55.0000        105.0000       -0.2137        59.9915        103.9166       
55.0000        105.0000       -0.1661        59.9914        104.1634       
55.0000        105.0000       -0.1184        59.9914        104.4063       
55.0000        105.0000       -0.0707        59.9913        104.6464       
55.0000        105.0000       -0.0231        59.9913        104.8849       
55.0000        105.0000       0.0246         59.9913        105.1229       
55.0000        105.0000       0.0723         59.9912        105.3614       
55.0000        105.0000       0.1200         59.9912        105.6016       
55.0000        105.0000       0.1676         59.9911        105.8446       
55.0000        105.0000       0.2153         59.9910        106.0915       
55.0000        105.0000       0.2630         59.9909        106.3436       
55.0000        105.0000       0.3106         59.9908        106.6022       
55.0000        105.0000       0.3583         59.9907        106.8689       
55.0000        105.0000       0.4060         59.9906        107.1453       
55.0000        105.0000       0.4537         59.9905        107.4332       
55.0000        105.0000       0.5013         59.9904        107.7348       
55.0000        105.0000       0.5490         59.9901        108.0526       
55.0000        105.0000       0.5967         59.9900        108.3895       
55.0000        105.0000       0.6443         59.9898        108.7489       
55.0000        105.0000       0.6920         59.9896        109.1350       
55.0000        105.0000       0.7397         59.9894        109.5529       
55.0000        105.0000       0.7874         59.9894        110.0050       
55.0000        105.0000       0.8349         59.5306        110.0028       
55.0000        105.0000       0.8824         59.1148        110.0023       
55.0000        105.0000       0.9300         58.7307        110.0021       
55.0000        105.0000       0.9775         58.3729        110.0019       
55.0000        105.0000       1.0251         58.0373        110.0018       
55.0000        105.0000       1.0726         57.7208        110.0018       
55.0000        105.0000       1.1201         57.4202        110.0017       
55.0000        105.0000       1.1677         57.1331        110.0018       
55.0000        105.0000       1.2152         56.8574        110.0018       
55.0000        105.0000       1.2628         56.5914        110.0018       
55.0000        105.0000       1.3103         56.3332        110.0018       
55.0000        105.0000       1.3579         56.0815        110.0019       
55.0000        105.0000       1.4054         55.8350        110.0019       
55.0000        105.0000       1.4529         55.5923        110.0018       
55.0000        105.0000       1.5005         55.3523        110.0020       
55.0000        105.0000       1.5480         55.1140        110.0019       
55.0000        105.0000       1.5956         54.8761        110.0020       
55.0000        105.0000       1.6431         54.6377        110.0020       
55.0000        105.0000       1.6906         54.3976        110.0020       
55.0000        105.0000       1.7382         54.1548        110.0020       
55.0000        105.0000       1.7857         53.9080        110.0021       
55.0000        105.0000       1.8333         53.6561        110.0022       
55.0000        105.0000       1.8808         53.3976        110.0023       
55.0000        105.0000       1.9284         53.1311        110.0022       
55.0000        105.0000       1.9759         52.8549        110.0024       
55.0000        105.0000       2.0234         52.5673        110.0024       
55.0000        105.0000       2.0710         52.2659        110.0026       
55.0000        105.0000       2.1185         51.9485        110.0026       
55.0000        105.0000       2.1661         51.6121        110.0028       
55.0000        105.0000       2.2136         51.2531        110.0031       
55.0000        105.0000       2.2611         50.8675        110.0035       
55.0000        105.0000       2.3087         50.4501        110.0041       
55.0000        105.0000       2.3562         49.9896        110.0101       
55.0000        105.0000       2.4038         49.9897        109.5549       
55.0000        105.0000       2.4513         49.9899        109.1374       
55.0000        105.0000       2.4989         49.9900        108.7515       
55.0000        105.0000       2.5464         49.9902        108.3921       
55.0000        105.0000       2.5940         49.9904        108.0552       
55.0000        105.0000       2.6415         49.9906        107.7373       
55.0000        105.0000       2.6890         49.9908        107.4355       
55.0000        105.0000       2.7366         49.9908        107.1475       
55.0000        105.0000       2.7841         49.9910        106.8709       
55.0000        105.0000       2.8317         49.9910        106.6040       
55.0000        105.0000       2.8792         49.9912        106.3451       
55.0000        105.0000       2.9268         49.9912        106.0929       
55.0000        105.0000       2.9743         49.9912        105.8457       
55.0000        105.0000       3.0219         49.9913        105.6026       
55.0000        105.0000       3.0694         49.9914        105.3622       
55.0000        105.0000       3.1170         49.9914        105.1234       
55.0000        115.0000       3.1644         49.9903        114.8858       
55.0000        115.0000       3.2119         49.9903        114.6471       
55.0000        115.0000       3.2595         49.9903        114.4067       
55.0000        115.0000       3.3070         49.9903        114.1637       
55.0000        115.0000       3.3545         49.9902        113.9167       
55.0000        115.0000       3.4021         49.9903        113.6646       
55.0000        115.0000       3.4496         49.9902        113.4061       
55.0000        115.0000       3.4972         49.9902        113.1395       
55.0000        115.0000       3.5447         49.9901        112.8634       
55.0000        115.0000       3.5923         49.9902        112.5759       
55.0000        115.0000       3.6398         49.9900        112.2747       
55.0000        115.0000       3.6873         49.9899        111.9576       
55.0000        115.0000       3.7349         49.9899        111.6216       
55.0000        115.0000       3.7824         49.9897        111.2632       
55.0000        115.0000       3.8300         49.9896        110.8785       
55.0000        115.0000       3.8775         49.9896        110.4625       
55.0000        115.0000       3.9250         49.9899        110.0099       
55.0000        115.0000       3.9727         50.4411        110.0042       
55.0000        115.0000       4.0203         50.8590        110.0036       
55.0000        115.0000       4.0680         51.2453        110.0031       
55.0000        115.0000       4.1156         51.6051        110.0030       
55.0000        115.0000       4.1633         51.9423        110.0028       
55.0000        115.0000       4.2109         52.2605        110.0026       
55.0000        115.0000       4.2586         52.5625        110.0026       
55.0000        115.0000       4.3062         52.8507        110.0025       
55.0000        115.0000       4.3539         53.1274        110.0024       
55.0000        115.0000       4.4015         53.3944        110.0024       
55.0000        115.0000       4.4492         53.6533        110.0023       
55.0000        115.0000       4.4968         53.9057        110.0023       
55.0000        115.0000       4.5445         54.1528        110.0022       
55.0000        115.0000       4.5921         54.3960        110.0022       
55.0000        115.0000       4.6398         54.6364        110.0022       
55.0000        115.0000       4.6874         54.8752        110.0020       
55.0000        115.0000       4.7351         55.1134        110.0020       
55.0000        115.0000       4.7827         55.3521        110.0020       
55.0000        115.0000       4.8304         55.5924        110.0020       
55.0000        115.0000       4.8780         55.8354        110.0021       
55.0000        115.0000       4.9257         56.0824        110.0020       
55.0000        115.0000       4.9733         56.3345        110.0019       
55.0000        115.0000       5.0210         56.5931        110.0019       
55.0000        115.0000       5.0686         56.8598        110.0018       
55.0000        115.0000       5.1163         57.1360        110.0019       
55.0000        115.0000       5.1639         57.4237        110.0019       
55.0000        115.0000       5.2116         57.7251        110.0019       
55.0000        115.0000       5.2592         58.0425        110.0019       
55.0000        115.0000       5.3069         58.3788        110.0021       
55.0000        115.0000       5.3545         58.7376        110.0021       
55.0000        115.0000       5.4021         59.1227        110.0024       
55.0000        115.0000       5.4498         59.5390        110.0030       
55.0000        115.0000       5.4974         59.9886        110.0080       
55.0000        115.0000       -0.7381        59.9893        110.4620       
55.0000        115.0000       -0.6904        59.9893        110.8789       
55.0000        115.0000       -0.6427        59.9895        111.2640       
55.0000        115.0000       -0.5950        59.9896        111.6227       
55.0000        115.0000       -0.5474        59.9897        111.9590       
55.0000        115.0000       -0.4997        59.9896        112.2763       
55.0000        115.0000       -0.4520        59.9898        112.5773       
55.0000        115.0000       -0.4043        59.9898        112.8649       
55.0000        115.0000       -0.3566        59.9898        113.1409       
55.0000        115.0000       -0.3090        59.9899        113.4073       
55.0000        115.0000       -0.2613        59.9899        113.6657       
55.0000        115.0000       -0.2136        59.9899        113.9176       
55.0000        115.0000       -0.1659        59.9899        114.1643       
55.0000        115.0000       -0.1183        59.9899        114.4072       
55.0000        115.0000       -0.0706        59.9900        114.6472       
55.0000        115.0000       -0.0229        59.9898        114.8857       
55.0000        115.0000       0.0248         59.9899        115.1237       
55.0000        115.0000       0.0725         59.9898        115.3622       
55.0000        115.0000       0.1201         59.9897        115.6023       
55.0000        115.0000       0.1678         59.9898        115.8453       
55.0000        115.0000       0.2155         59.9897        116.0922       
55.0000        115.0000       0.2632         59.9896        116.3443       
55.0000        115.0000       0.3108         59.9896        116.6030       
55.0000        115.0000       0.3585         59.9894        116.8696       
55.0000        115.0000       0.4062         59.9894        117.1460       
55.0000        115.0000       0.4539         59.9894        117.4341       
55.0000        115.0000       0.5016         59.9892        117.7357       
55.0000        115.0000       0.5492         59.9890        118.0535       
55.0000        115.0000       0.5969         59.9889        118.3905       
55.0000        115.0000       0.6446         59.9889        118.7501       
55.0000        115.0000       0.6923         59.9886        119.1363       
55.0000        115.0000       0.7399         59.9884        119.5544       
55.0000        115.0000       0.7876         59.9884        120.0101       
55.0000        115.0000       0.8352         59.5298        120.0046       
55.0000        115.0000       0.8827         59.1140        120.0039       
55.0000        115.0000       0.9302         58.7299        120.0036       
55.0000        115.0000       0.9778         58.3722        120.0035       
55.0000        115.0000       1.0253         58.0368        120.0033       
55.0000        115.0000       1.0728         57.7202        120.0032       
55.0000        115.0000       1.1203         57.4196        120.0032       
55.0000        115.0000       1.1679         57.1325        120.0032       
55.0000        115.0000       1.2154         56.8569        120.0031       
55.0000        115.0000       1.2629         56.5908        120.0031       
55.0000        115.0000       1.3105         56.3327        120.0032       
55.0000        115.0000       1.3580         56.0810        120.0031       
55.0000        115.0000       1.4055         55.8344        120.0032       
55.0000        115.0000       1.4531         55.5917        120.0031       
55.0000        115.0000       1.5006         55.3517        120.0032       
55.0000        115.0000       1.5481         55.1134        120.0033       
55.0000        115.0000       1.5957         54.8755        120.0032       
55.0000        115.0000       1.6432         54.6371        120.0033       
55.0000        115.0000       1.6907         54.3970        120.0033       
55.0000        115.0000       1.7383         54.1541        120.0033       
55.0000        115.0000       1.7858         53.9073        120.0034       
55.0000        115.0000       1.8333         53.6554        120.0033       
55.0000        115.0000       1.8809         53.3969        120.0034       
55.0000        115.0000       1.9284         53.1304        120.0034       
55.0000        115.0000       1.9759         52.8542        120.0035       
55.0000        115.0000       2.0235         52.5665        120.0036       
55.0000        115.0000       2.0710         52.2652        120.0036       
55.0000        115.0000       2.1185         51.9477        120.0037       
55.0000        115.0000       2.1661         51.6113        120.0039       
55.0000        115.0000       2.2136         51.2524        120.0041       
55.0000        115.0000       2.2611         50.8668        120.0045       
55.0000        115.0000       2.3087         50.4494        120.0051       
55.0000        115.0000       2.3562         49.9927        120.0093       
55.0000        115.0000       2.4037         49.9888        119.5561       
55.0000        115.0000       2.4513         49.9890        119.1385       
55.0000        115.0000       2.4988         49.9891        118.7525       
55.0000        115.0000       2.5464         49.9893        118.3931       
