u g r i z y
0.25 0.6568668979368741 3.6360612630870355 10.706981427847271 30.72170554306367 60.63175113795863
0.25 0.6573794401408823 3.6383301373503736 10.713490742900687 30.739678260112072 60.65617235302582
0.25 0.6578919823448905 3.6405990116137117 10.720000057954104 30.757816117436764 60.68059356809301
0.25 0.6584045245488988 3.6428678858770493 10.726509373007522 30.77617676133383 60.7050147831602
0.25 0.6589170667529074 3.645136760140389 10.733018688060943 30.79453740523091 60.7294359982274
0.25 0.6594296089569156 3.647405634403727 10.73952800311436 30.812898049127977 60.75387955288355
0.25 0.6599421511609238 3.649674508667065 10.746037318167778 30.831258693025042 60.77844220682507
0.25 0.660454693364932 3.651943382930403 10.752713157645553 30.84961933692211 60.80300486076659
0.25 0.6609672355689402 3.6542122571937408 10.759648117009744 30.86797998081918 60.827567514708115
0.25 0.6614797777729489 3.65648113145708 10.76658307637394 30.886340624716254 60.85213016864965
0.25 0.6619923199769571 3.6587500057204183 10.773518035738132 30.904701268613323 60.876692822591174
0.25 0.6625048621809653 3.6610188799837564 10.780452995102324 30.92306191251039 60.9012554765327
0.25 0.6630174043849735 3.6632877542470945 10.787387954466517 30.941422556407456 60.92581813047422
0.25 0.6635299465889817 3.665556628510432 10.794322913830708 30.959783200304525 60.950380784415735
0.25 0.6640424887929903 3.6678255027737716 10.801257873194904 30.978143844201604 60.97494343835727
0.25 0.6645550309969985 3.6700943770371097 10.808192832559095 30.99650448809867 60.999506092298795
0.25 0.6650675732010067 3.672363251300448 10.815127791923288 31.014865131995737 61.02406874624032
0.25 0.6655801154050149 3.674632125563786 10.822062751287481 31.033225775892806 61.04863140018184
0.25 0.6660926576090231 3.6769009998271236 10.828997710651672 31.051586419789874 61.07319405412336
0.25 0.6666051998130317 3.679169874090463 10.835932670015868 31.06994706368695 61.0977567080649
0.25 0.66711774201704 3.681438748353801 10.84286762938006 31.08830770758402 61.12231936200642
0.25 0.6676302842210482 3.6837076226171392 10.849802588744252 31.106668351481083 61.146882015947945
0.25 0.6681428264250564 3.6859764968804773 10.856737548108445 31.125028995378152 61.17144466988947
0.25 0.6686553686290646 3.688245371143815 10.863672507472636 31.14338963927522 61.19600732383099
0.25 0.6691679108330731 3.6905142454071544 10.870607466836832 31.161750283172296 61.22056997777252
0.25 0.6696804530370815 3.6927831196704926 10.877542426201023 31.180110927069364 61.24513263171404
0.25 0.6701929952410897 3.6950519939338307 10.884477385565216 31.198471570966433 61.26980918720681
0.25 0.6707055374450979 3.6973208681971683 10.891412344929408 31.2168322148635 61.294513891608304
0.25 0.6712180796491061 3.6995897424605064 10.8983473042936 31.235192858760566 61.31921859600979
0.25 0.6717306218531146 3.701858616723846 10.905282263657796 31.253630034121972 61.3439233004113
0.25 0.6722431640571229 3.704127490987184 10.912217223021987 31.272386109540786 61.368628004812784
0.25 0.6727557062611311 3.706396365250522 10.91915218238618 31.2911421849596 61.39333270921428
0.25 0.6732682484651393 3.7086652395138597 10.926087141750372 31.30989826037841 61.418037413615764
0.25 0.6737807906691475 3.710934113777198 10.933022101114563 31.328654335797225 61.44274211801726
0.25 0.6742933328731561 3.7132029880405373 10.93995706047876 31.34741041121605 61.46744682241876
0.25 0.6748058750771643 3.7154718623038754 10.94689201984295 31.36616648663486 61.49215152682025
0.25 0.6753184172811726 3.7177407365672135 10.953826979207143 31.384922562053674 61.51685623122174
0.25 0.6758309594851808 3.720009610830551 10.960761938571336 31.40367863747249 61.54156093562323
0.25 0.676343501689189 3.7222784850938893 10.967696897935527 31.422434712891302 61.566265640024724
0.25 0.6768560438931975 3.7245473593572287 10.974631857299723 31.441190788310124 61.590970344426225
0.25 0.6773685860972057 3.726816233620567 10.981566816663914 31.459946863728938 61.61567504882772
0.25 0.677881128301214 3.729085107883905 10.988501776028107 31.47870293914775 61.640379753229205
0.25 0.6783936705052223 3.7313539821472426 10.9954367353923 31.497459014566562 61.6650844576307
0.25 0.6789062127092305 3.7336228564105807 11.00237169475649 31.516215089985376 61.689789162032184
0.25 0.6794187549132389 3.73589173067392 11.009306654120687 31.5349711654042 61.71449386643369
0.25 0.6799312971172472 3.738160604937258 11.016241613484878 31.55372724082301 61.73919857083518
0.25 0.6804438393212554 3.7404294792005963 11.02317657284907 31.572483316241826 61.763983563089496
0.25 0.6809563815252637 3.742698353463934 11.030111532213263 31.59123939166064 61.78883093083018
0.25 0.6814689237292719 3.744967227727272 11.037046491577454 31.609995467079454 61.81367829857087
0.25 0.6819814659332801 3.74723610199061 11.043981450941647 31.628751542498264 61.838525666311554
0.25 0.6824940081372887 3.7495049762539496 11.050916410305842 31.64750761791709 61.86337303405226
0.25 0.6830065503412969 3.752118770418479 11.057851369670034 31.666263693335903 61.88822040179294
0.25 0.6835190925453052 3.7548288204624707 11.064786329034227 31.685019768754714 61.913067769533626
0.25 0.6840316347493134 3.757538870506462 11.071721288398418 31.703775844173528 61.93791513727432
0.25 0.6845441769533216 3.7602489205504535 11.078656247762611 31.722531919592342 61.962762505015
0.25 0.68505671915733 3.7629589705944464 11.085591207126805 31.741287995011163 61.987609872755705
0.25 0.6855692613613383 3.7656690206384376 11.092526166490998 31.76025991478181 62.01245724049639
0.25 0.6860818035653465 3.768379070682429 11.099461125855191 31.779419053178916 62.03730460823708
0.25 0.6865943457693549 3.7710891207264203 11.106396085219382 31.798578191576023 62.06215197597776
0.25 0.6871068879733631 3.7737991707704115 11.113331044583575 31.81773732997313 62.08699934371845
0.25 0.6876194301773715 3.7765092208144044 11.12026600394777 31.836896468370245 62.11184671145915
0.25 0.6881319723813798 3.779219270858396 11.127200963311962 31.856055606767352 62.13669407919984
0.25 0.688644514585388 3.781929320902387 11.134135922676155 31.87521474516446 62.161541446940525
0.25 0.6891570567893963 3.784639370946379 11.141070882040346 31.894373883561567 62.186388814681216
0.25 0.6896695989934045 3.78734942099037 11.148005841404538 31.91353302195867 62.2112361824219
0.25 0.690182141197413 3.790059471034363 11.154940800768735 31.93269216035579 62.236083550162604
0.25 0.6906946834014212 3.7927695210783545 11.161875760132926 31.951851298752896 62.260993948913004
0.25 0.6912072256054295 3.7954795711223457 11.168810719497118 31.971010437150003 62.285984594161704
0.25 0.6917197678094378 3.7981896211663373 11.17574567886131 31.990169575547107 62.3109752394104
0.25 0.692232310013446 3.8008996712103285 11.182680638225502 32.009328713944214 62.33596588465911
0.25 0.6927448522174544 3.8036097212543214 11.189615597589697 32.02848785234133 62.360956529907824
0.25 0.6932573944214626 3.806319771298313 11.19655055695389 32.047646990738436 62.385947175156524
0.25 0.6937699366254709 3.809029821342304 11.203485516318082 32.06680612913554 62.41093782040522
0.25 0.6942824788294791 3.8117398713862958 11.210420475682273 32.08596526753265 62.43592846565392
0.25 0.6947950210334874 3.814449921430287 11.217355435046466 32.10512440592976 62.46091911090262
0.25 0.6953075632374959 3.81715997147428 11.224290394410662 32.12428354432687 62.485909756151344
0.25 0.6958201054415041 3.8198700215182715 11.231225353774853 32.14344268272398 62.51090040140004
0.25 0.6963326476455124 3.8225800715622626 11.238160313139046 32.162601821121086 62.53589104664874
0.25 0.6968451898495206 3.8252901216062543 11.245095272503237 32.18176095951819 62.56088169189744
0.25 0.6973577320535289 3.8280001716502454 11.252162193509687 32.2009200979153 62.58587233714614
0.25 0.6978702742575373 3.8307102216942384 11.259547913519187 32.220079236312415 62.61086298239486
0.25 0.6983828164615455 3.8334202717382295 11.266933633528685 32.23923837470952 62.63585362764356
0.25 0.6988953586655537 3.836130321782221 11.274319353538182 32.25857757819385 62.66084427289226
0.25 0.6994079008695621 3.8388403718262123 11.28170507354768 32.278147539638546 62.68583491814096
0.25 0.6999204430735703 3.841550421870204 11.289090793557177 32.297717501083234 62.71082556338966
0.25 0.7004329852775788 3.844260471914197 11.29647651356668 32.317287462527936 62.73581620863838
0.25 0.700945527481587 3.846970521958188 11.303862233576176 32.336857423972624 62.76086907837966
0.25 0.7014580696855952 3.8496805720021796 11.311247953585674 32.35642738541732 62.78600361659076
0.25 0.7019706118896035 3.8523906220461708 11.318633673595171 32.37599734686201 62.81113815480186
0.25 0.7024831540936117 3.8551006720901624 11.326019393604668 32.3955673083067 62.83627269301295
0.25 0.7029956962976203 3.8578107221341553 11.33340511361417 32.415137269751405 62.861407231224064
0.25 0.7035082385016285 3.8605207721781465 11.340790833623666 32.43470723119609 62.88654176943516
0.25 0.7040207807056367 3.863230822222138 11.348176553633165 32.45427719264078 62.91167630764626
0.25 0.7045333229096449 3.8659408722661293 11.355562273642661 32.473847154085476 62.93681084585735
0.25 0.7050458651136532 3.868650922310121 11.36294799365216 32.493417115530164 62.96194538406845
0.25 0.7055584073176617 3.871360972354114 11.37033371366166 32.512987076974866 62.98707992227956
0.25 0.7060709495216699 3.874071022398105 11.377719433671158 32.532557038419554 63.012214460490654
0.25 0.7065834917256781 3.8767810724420966 11.385105153680655 32.55212699986425 63.03734899870175
0.25 0.7070960339296863 3.8794911224860877 11.392490873690154 32.57169696130894 63.06248353691285
0.25 0.7076085761336947 3.8822011725300793 11.39987659369965 32.59126692275363 63.08761807512394
0.25 0.7081211183377032 3.884911222574072 11.407262313709152 32.610836884198335 63.112752613335054
0.25 0.7086336605417114 3.8876212726180635 11.414648033718649 32.63040684564302 63.13788715154615
0.25 0.7091462027457196 3.8903313226620546 11.422033753728147 32.64997680708771 63.163021689757244
0.25 0.7096587449497278 3.893041372706046 11.429419473737644 32.669546768532406 63.18815622796834
0.25 0.7101712871537361 3.8957514227500374 11.43680519374714 32.689116729977094 63.21329076617944
0.25 0.7106838293577447 3.8984614727940303 11.444190913756643 32.708686691421796 63.238425304390546
0.25 0.7111963715617529 3.901171522838022 11.451576633766141 32.72825665286649 63.26363780419962
0.25 0.7117089137657611 3.903881572882013 11.458962353775638 32.74782661431118 63.28891685210902
0.25 0.7122214559697693 3.9065916229260047 11.466348073785134 32.76776878816764 63.31419590001841
0.25 0.7127339981737775 3.909301672969996 11.473733793794633 32.78775746319424 63.339474947927805
0.25 0.7132465403777861 3.912011723013989 11.481119513804133 32.80774613822085 63.36475399583721
0.25 0.7137590825817943 3.9147217730579804 11.488505233813632 32.827734813247446 63.390033043746605
0.25 0.7142716247858025 3.9174318231019716 11.495890953823128 32.84772348827404 63.415312091656
0.25 0.7147841669898107 3.920141873145963 11.503276673832627 32.86771216330064 63.44059113956539
0.25 0.7152967091938189 3.9228519231899543 11.510662393842123 32.887700838327234 63.465870187474785
0.25 0.7158092513978276 3.9255619732339473 11.518048113851625 32.907689513353844 63.49114923538419
0.25 0.7163217936018358 3.928272023277939 11.525433833861122 32.92767818838044 63.516428283293585
0.25 0.716834335805844 3.93098207332193 11.53281955387062 32.947666863407036 63.54170733120298
0.25 0.7173468780098522 3.9336921233659217 11.540205273880117 32.96765553843363 63.56698637911237
0.25 0.7178594202138604 3.936402173409913 11.547590993889614 32.987644213460236 63.592265427021765
0.25 0.7183719624178689 3.9391122234539058 11.554976713899116 33.00763288848684 63.61754447493117
0.25 0.7188845046218773 3.9418222734978974 11.562362433908614 33.027621563513435 63.642823522840565
0.25 0.7193970468258855 3.9445323235418885 11.56974815391811 33.04761023854004 63.66810257074996
0.25 0.7199095890298937 3.9472423735858797 11.577133873927608 33.067598913566634 63.69338161865935
0.25 0.7204221312339019 3.9499524236298713 11.584519593937106 33.08758758859323 63.718660666568745
0.25 0.7209346734379104 3.9526624736738643 11.591905313946608 33.10757626361984 63.74393971447816
0.25 0.7214472156419187 3.9553725237178554 11.599291033956105 33.12756493864644 63.76932909783279
0.25 0.7219597578459269 3.958082573761847 11.606676753965601 33.14755361367303 63.79475327345384
0.25 0.7224723000499351 3.960792623805838 11.6140624739751 33.16754228869963 63.820177449074905
0.25 0.7229848422539433 3.96350267384983 11.621448193984596 33.187530963726225 63.84560162469596
0.25 0.7234973844579519 3.9662127238938227 11.628833913994098 33.207519638752835 63.87102580031703
0.25 0.7240099266619602 3.968922773937814 11.636219634003595 33.22750831377943 63.89644997593808
0.25 0.7245224688659684 3.9716328239818055 11.643605354013093 33.24749698880603 63.92187415155914
0.25 0.7250350110699766 3.9743428740257967 11.65099107402259 33.26785896372467 63.9472983271802
0.25 0.7255475532739848 3.9770529240697883 11.658376794032089 33.28827437520811 63.972722502801254
0.25 0.7260600954779933 3.979762974113781 11.665762514041589 33.308689786691566 63.99814667842232
0.25 0.7265726376820015 3.9824730241577724 11.673148234051087 33.329105198175014 64.02357085404338
0.25 0.7270851798860098 3.985183074201764 11.680533954060584 33.349520609658455 64.04899502966444
0.25 0.727597722090018 3.987893124245755 11.68791967407008 33.369936021141896 64.0744192052855
0.25 0.7281102642940263 3.9906031742897468 11.695305394079579 33.390351432625344 64.09984338090655
0.25 0.7286228064980348 3.9933132243337397 11.702691114089081 33.4107668441088 64.12526755652762
0.25 0.729135348702043 3.996023274377731 11.710076834098578 33.43118225559224 64.15069173214867
0.25 0.7296478909060513 3.998733324421722 11.717462554108074 33.45159766707568 64.17611590776973
0.25 0.7301604331100595 4.001443374465714 11.724848274117573 33.47201307855913 64.2015400833908
0.25 0.7306729753140677 4.004153424509705 11.73223399412707 33.49242849004257 64.22696425901185
0.25 0.7311855175180761 4.006863474553698 11.739619714136571 33.512843901526026 64.25240212660798
0.25 0.7316980597220845 4.009573524597689 11.747005434146068 33.53325931300947 64.27797204922746
0.25 0.7322106019260927 4.012283574641681 11.754674864956002 33.553674724492915 64.30354197184693
0.25 0.732723144130101 4.014993624685672 11.762537773527198 33.574090135976355 64.3291118944664
0.25 0.7332356863341092 4.017703674729663 11.770400682098392 33.594505547459796 64.35468181708586
0.25 0.7337482285381176 4.020413724773657 11.778263590669594 33.61492095894325 64.38025173970534
0.25 0.7342607707421259 4.023123774817647 11.786126499240789 33.6353363704267 64.40582166232481
0.25 0.7347733129461341 4.025833824861639 11.793989407811985 33.65575178191014 64.43139158494428
0.25 0.7352858551501424 4.028543874905631 11.80185231638318 33.67616719339358 64.45696150756375
0.25 0.7357983973541506 4.031253924949622 11.809715224954376 33.69658260487703 64.48253143018323
0.25 0.7363109395581591 4.033963974993615 11.817578133525576 33.716998016360485 64.50810135280271
0.25 0.7368234817621673 4.036674025037606 11.825441042096772 33.737413427843926 64.53367127542218
0.25 0.7373360239661756 4.039384075081598 11.833303950667966 33.75799561097923 64.55924119804165
0.25 0.7378485661701839 4.042094125125589 11.841166859239163 33.77884591603427 64.58481112066112
0.25 0.7383611083741921 4.04480417516958 11.849029767810357 33.799696221089306 64.61038104328058
0.25 0.7388736505782005 4.047514225213574 11.856892676381557 33.820546526144355 64.63595096590007
0.25 0.7393861927822087 4.050224275257564 11.864755584952754 33.8413968311994 64.66152088851953
0.25 0.739898734986217 4.052934325301556 11.87261849352395 33.86224713625443 64.68709081113902
0.25 0.7404112771902253 4.055644375345548 11.880481402095144 33.883097441309474 64.71266073375848
0.25 0.7409238193942336 4.058354425389538 11.88834431066634 33.90394774636451 64.73823065637795
0.25 0.741436361598242 4.061064475433532 11.89620721923754 33.924798051419565 64.76387957638151
0.25 0.7419489038022502 4.063774525477523 11.904070127808735 33.9456483564746 64.78959586655543
0.25 0.7424614460062585 4.066484575521514 11.911933036379931 33.96649866152964 64.81531215672936
0.25 0.7429739882102667 4.069194625565506 11.919795944951128 33.987348966584676 64.84102844690328
0.25 0.743486530414275 4.071904675609497 11.927658853522322 34.00819927163972 64.86674473707721
0.25 0.7439990726182835 4.07461472565349 11.935521762093522 34.02904957669477 64.89246102725116
0.25 0.7445116148222917 4.077324775697481 11.943384670664718 34.0498998817498 64.91817731742508
0.25 0.7450241570262999 4.080034825741473 11.951247579235913 34.070750186804844 64.94389360759901
0.25 0.7455366992303082 4.0827448757854645 11.95911048780711 34.09160049185988 64.96960989777294
0.25 0.7460492414343164 4.085454925829455 11.966973396378306 34.11245079691492 64.99532618794686
0.25 0.7465617836383247 4.088164975873447 11.9748363049495 34.133301101969955 65.02104247812079
0.25 0.7470743258423331 4.09087502591744 11.9826992135207 34.154151407025005 65.04675876829472
0.25 0.7475868680463413 4.093585075961431 11.990562122091896 34.175001712080046 65.07247505846865
0.25 0.7480994102503497 4.096295126005423 11.99842503066309 34.19585201713508 65.09819134864259
0.25 0.7486119524543579 4.099005176049414 12.006287939234287 34.21670232219012 65.1239076388165
0.25 0.7491244946583662 4.101715226093406 12.014150847805483 34.23755262724516 65.14962392899044
0.25 0.7496370368623746 4.104425276137398 12.022013756376683 34.25858154211338 65.17534021916437
0.25 0.7503130347069767 4.10713532618139 12.029876664947878 34.279875034017664 65.2010565093383
0.25 0.7513856680809163 4.1098453762253815 12.037739573519074 34.301168525921945 65.22677279951223
0.25 0.7524583014548559 4.112555426269372 12.045602482090269 34.322462017826226 65.25250331684475
0.25 0.7535309348287955 4.115265476313364 12.053465390661465 34.34375550973051 65.27836659639436
0.25 0.7546035682027357 4.117975526357357 12.061328299232665 34.3650490016348 65.30422987594399
0.25 0.7556762015766753 4.120685576401348 12.069191207803861 34.38634249353908 65.3300931554936
0.25 0.7567488349506148 4.1233956264453395 12.077054116375056 34.40763598544336 65.3559564350432
0.25 0.7578214683245543 4.126105676489331 12.084917024946252 34.428929477347644 65.38181971459281
0.25 0.7588941016984939 4.128815726533322 12.092779933517447 34.450222969251925 65.40768299414242
0.25 0.7599667350724342 4.131525776577315 12.100642842088646 34.47151646115621 65.43354627369204
0.25 0.7610393684463737 4.134235826621307 12.108505750659843 34.492809953060494 65.45940955324164
0.25 0.7621120018203132 4.136945876665298 12.11636865923104 34.514103444964775 65.48527283279125
0.25 0.7631846351942528 4.139655926709289 12.124231567802234 34.535396936869056 65.51113611234086
0.25 0.7642572685681924 4.142365976753281 12.13209447637343 34.55669042877334 65.53699939189048
0.25 0.7653299019421326 4.145076026797273 12.13995738494463 34.57798392067763 65.5628626714401
0.25 0.7664025353160722 4.147786076841265 12.147820293515824 34.59927741258191 65.5887259509897
0.25 0.7674751686900118 4.1504961268852565 12.15568320208702 34.62057090448619 65.61458923053931
0.25 0.7685478020639513 4.153206176929248 12.163546110658217 34.641864396390474 65.64045251008892
0.25 0.7696204354378909 4.155916226973239 12.171409019229412 34.663157888294755 65.66631578963853
0.25 0.7706930688118311 4.158626277017232 12.179271927800611 34.68445138019905 65.69217906918814
0.25 0.7717657021857707 4.161336327061224 12.187134836371808 34.70574487210333 65.71804234873775
0.25 0.7728383355597103 4.1640463771052145 12.194997744943002 34.72703836400761 65.74390562828737
0.25 0.7739109689336499 4.166756427149206 12.202860653514199 34.74833185591189 65.76988173718915
0.25 0.7749836023075893 4.169466477193198 12.210723562085395 34.77004158602749 65.79589262919673
0.25 0.7760562356815296 4.17217652723719 12.218586470656595 34.79178669616888 65.8219035212043
0.25 0.7771288690554692 4.174886577281182 12.22644937922779 34.813531806310245 65.84791441321188
0.25 0.7782015024294087 4.1775966273251735 12.234312287798986 34.83527691645161 65.87392530521944
0.25 0.7792741358033483 4.180306677369165 12.24217519637018 34.857022026592986 65.89993619722702
0.25 0.7803467691772878 4.183016727413156 12.250040552196095 34.87876713673435 65.92594708923458
0.25 0.781419402551228 4.185726777457149 12.258408448818956 34.900512246875735 65.95195798124217
0.25 0.7824920359251676 4.18843682750114 12.266776345441814 34.9222573570171 65.97796887324974
0.25 0.7835646692991072 4.1911468775451315 12.27514424206467 34.94400246715848 66.0039797652573
0.25 0.7846373026730468 4.193856927589123 12.283512138687527 34.965747577299844 66.02999065726488
0.25 0.7857099360469864 4.196566977633115 12.291880035310385 34.98749268744121 66.05600154927244
0.25 0.7867825694209265 4.199277027677107 12.300247931933246 35.00923779758259 66.08201244128003
0.25 0.7878552027948661 4.201987077721099 12.308615828556102 35.03098290772397 66.10802333328759
0.25 0.7889278361688057 4.20469712776509 12.31698372517896 35.052728017865334 66.13403422529517
0.25 0.7900004695427453 4.207407177809081 12.325351621801815 35.0744731280067 66.16004511730273
0.25 0.7910731029166849 4.210117227853073 12.333719518424672 35.096218238148076 66.1860560093103
0.25 0.792145736290625 4.212827277897066 12.342087415047533 35.11796334828946 66.21206690131788
0.25 0.7932183696645646 4.215537327941057 12.350455311670391 35.139708458430825 66.23807779332546
0.25 0.7942910030385042 4.2182473779850485 12.358823208293247 35.16145356857219 66.26416897714267
0.25 0.7953636364124437 4.22095742802904 12.367191104916104 35.183198678713566 66.2903281059474
0.25 0.7964362697863833 4.223667478073032 12.37555900153896 35.20494378885493 66.31648723475212
0.25 0.7975089031603235 4.226377528117024 12.383926898161823 35.226688898996315 66.34264636355685
0.25 0.798581536534263 4.229087578161016 12.392294794784679 35.24843400913769 66.36880549236157
0.25 0.7996541699082026 4.2317976282050065 12.400662691407536 35.27060616806967 66.3949646211663
0.25 0.8007268032821422 4.234507678248998 12.409030588030392 35.292811467917986 66.42112374997102
0.25 0.8017994366560818 4.23721772829299 12.41739848465325 35.31501676776631 66.44728287877575
0.25 0.8028720700300219 4.239927778336982 12.42576638127611 35.33722206761465 66.47344200758049
0.25 0.8039447034039615 4.242637828380974 12.434134277898968 35.35942736746296 66.49960113638521
0.25 0.8050173367779011 4.245347878424965 12.442502174521824 35.38163266731129 66.52576026518993
0.25 0.8060899701518407 4.248057928468957 12.450870071144681 35.40383796715961 66.55191939399465
0.25 0.8071626035257803 4.250914346892645 12.459237967767537 35.426043267007934 66.57807852279937
0.25 0.8082352368997204 4.254140903098139 12.4676058643904 35.448248566856265 66.60423765160411
0.25 0.80930787027366 4.257367459303631 12.475973761013256 35.47045386670459 66.63039678040883
0.25 0.8103805036475996 4.260594015509123 12.484341657636113 35.49265916655291 66.65655590921357
0.25 0.8114531370215392 4.263820571714614 12.492709554258969 35.51486446640123 66.68271503801829
0.25 0.8125257703954787 4.267047127920106 12.501077450881827 35.53706976624955 66.70887416682301
0.25 0.8135984037694189 4.2702736841256 12.509445347504688 35.55927506609789 66.73503329562774
0.25 0.8146710371433585 4.273500240331092 12.517813244127545 35.581480365946206 66.76125611657807
0.25 0.815743670517298 4.276726796536583 12.526181140750401 35.60368566579453 66.7875641077719
0.25 0.8168163038912376 4.2799533527420754 12.534549037373258 35.62589096564285 66.81387209896572
0.25 0.8178889372651772 4.2831799089475675 12.542916933996114 35.648096265491176 66.84018009015955
0.25 0.8189615706391173 4.286406465153061 12.551284830618975 35.67030156533951 66.86648808135338
0.25 0.8200342040130569 4.2896330213585525 12.559652727241833 35.69250686518783 66.8927960725472
0.25 0.8211068373869965 4.292859577564045 12.56802062386469 35.714712165036154 66.91910406374103
0.25 0.8221794707609361 4.296086133769537 12.576388520487546 35.73691746488447 66.94541205493485
0.25 0.8232521041348757 4.299312689975029 12.584756417110404 35.759315407665405 66.97172004612867
0.25 0.8243247375088159 4.302539246180522 12.593124313733265 35.78198961076922 66.99802803732251
0.25 0.8253973708827554 4.305765802386014 12.60149221035612 35.804663813873034 67.02433602851633
0.25 0.826470004256695 4.308992358591506 12.609860106978978 35.82733801697684 67.05064401971015
0.25 0.8275426376306346 4.312218914796998 12.618228003601835 35.85001222008065 67.07695201090398
0.25 0.8286152710045742 4.315445471002489 12.626595900224691 35.872686423184454 67.1032600020978
0.25 0.8296879043785144 4.318672027207983 12.634963796847552 35.89536062628827 67.12956799329163
0.25 0.830760537752454 4.321898583413475 12.64333169347041 35.918034829392084 67.15587598448546
0.25 0.8318331711263935 4.325125139618967 12.651699590093267 35.94070903249589 67.18218397567928
0.25 0.832905804500333 4.328351695824458 12.660067486716123 35.9633832355997 67.2084919668731
0.25 0.8339784378742726 4.33157825202995 12.66843538333898 35.986057438703504 67.23479995806693
0.25 0.8350510712482129 4.334804808235444 12.676803279961842 36.00873164180732 67.26117106767849
0.25 0.8361237046221524 4.338031364440935 12.685171176584698 36.031405844911134 67.28762854810194
0.25 0.8371963379960919 4.341257920646427 12.693539073207555 36.05408004801494 67.3140860285254
0.25 0.8382689713700315 4.344484476851919 12.701906969830413 36.07675425111875 67.34054350894884
0.25 0.8393416047439711 4.347711033057411 12.710274866453268 36.099428454222554 67.36700098937229
0.25 0.8404142381179113 4.350937589262904 12.71864276307613 36.12210265732637 67.39345846979575
0.25 0.8414868714918509 4.354164145468396 12.727010659698987 36.144776860430184 67.4199159502192
0.25 0.8425595048657905 4.357390701673888 12.735378556321843 36.16745106353399 67.44637343064265
0.25 0.84363213823973 4.3606172578793805 12.7437464529447 36.1901252666378 67.4728309110661
0.25 0.8447047716136696 4.363843814084872 12.752249333450344 36.212799469741604 67.49928839148954
0.25 0.8457774049876098 4.3670703702903655 12.76115145165806 36.23547367284542 67.52574587191302
0.25 0.8468500383615494 4.3702969264958575 12.770053569865771 36.25831955724561 67.55220335233646
0.25 0.847922671735489 4.37352348270135 12.778955688073482 36.28147152125391 67.57866083275991
0.25 0.8489953051094286 4.376750038906841 12.787857806281194 36.30462348526221 67.60511831318337
0.25 0.8500679384833681 4.379976595112333 12.796759924488905 36.32777544927052 67.63157579360681
0.25 0.8511405718573083 4.383203151317827 12.805662042696621 36.35092741327883 67.65803327403027
0.25 0.8522132052312479 4.386429707523319 12.81456416090433 36.37407937728713 67.68449075445372
0.25 0.8532858386051874 4.38965626372881 12.823466279112042 36.39723134129544 67.71094823487718
0.25 0.854358471979127 4.392882819934302 12.832368397319753 36.42038330530374 67.73740571530062
0.25 0.8554311053530665 4.396109376139794 12.841270515527464 36.44353526931204 67.76394185422366
0.25 0.8565037387270067 4.399335932345288 12.85017263373518 36.46668723332035 67.79054945196167
0.25 0.8575763721009463 4.402562488550779 12.859074751942892 36.489839197328656 67.81715704969966
0.25 0.8586490054748859 4.405789044756271 12.867976870150603 36.512991161336956 67.84376464743765
0.25 0.8597216388488255 4.409015600961763 12.876878988358314 36.536143125345255 67.87037224517564
0.25 0.8607942722227651 4.412242157167255 12.885781106566025 36.55929508935356 67.89697984291364
0.25 0.8618669055967052 4.415468713372748 12.89468322477374 36.582447053361875 67.92358744065164
0.25 0.8629395389706448 4.41869526957824 12.90358534298145 36.605599017370174 67.95019503838964
0.25 0.8640121723445844 4.421921825783732 12.912487461189162 36.62875098137848 67.97680263612763
0.25 0.865084805718524 4.425148381989224 12.921389579396873 36.65190294538678 68.00341023386562
0.25 0.8661574390924636 4.4283749381947155 12.930291697604584 36.67505490939508 68.03001783160362
0.25 0.8672300724664037 4.431601494400209 12.9391938158123 36.69820687340339 68.05662542934162
0.25 0.8683027058403433 4.434828050605701 12.948095934020012 36.7213588374117 68.08323302707961
0.25 0.8693753392142829 4.4380546068111935 12.956998052227723 36.74451080142 68.10984062481761
0.25 0.8704479725882225 4.441281163016685 12.965900170435434 36.76803412099598 68.1364482225556
0.25 0.8715206059621621 4.444507719222177 12.974802288643145 36.79167284970554 68.1630558202936
0.25 0.8725932393361022 4.4477342754276705 12.98370440685086 36.81531157841512 68.1896634180316
0.25 0.8736658727100418 4.450960831633163 12.992606525058571 36.83895030712468 68.21627101576959
0.25 0.8747385060839814 4.454187387838654 13.001508643266282 36.86258903583425 68.24287861350759
0.25 0.8758111394579209 4.457413944044146 13.010410761473993 36.88622776454381 68.26959661132354
0.25 0.8768837728318605 4.460640500249638 13.019312879681705 36.90986649325338 68.29635495570118
0.25 0.8779564062058001 4.46386705645513 13.028214997889416 36.933505221962946 68.32311330007882
0.25 0.8790290395797402 4.467093612660623 13.037117116097132 36.95714395067252 68.34987164445647
0.25 0.8801016729536798 4.470320168866115 13.046019234304843 36.98078267938209 68.3766299888341
0.25 0.8811743063276194 4.473546725071607 13.054921352512554 37.00442140809165 68.40338833321174
0.25 0.882246939701559 4.476773281277099 13.063823470720264 37.028060136801216 68.43014667758938
0.25 0.8833195730754986 4.47999983748259 13.072725588927975 37.05169886551078 68.45690502196702
0.25 0.8843922064494387 4.483226393688084 13.081627707135691 37.07533759422036 68.48366336634467
0.25 0.8854648398233783 4.486452949893576 13.090529825343403 37.09897632292992 68.51042171072231
