u g r i z y
0.25 0.25 0.27840486460367536 1.2475160596249617 4.082767672820749 10.575334043066118
0.25 0.25 0.27912878463279434 1.2493332129716472 4.088179345167804 10.588462128220371
0.25 0.25 0.2798527046619135 1.2512345906063522 4.09359101751486 10.601590213374626
0.25 0.25 0.28057662469103256 1.2531847871797102 4.099002689861916 10.614718298528883
0.25 0.25 0.28130054472015165 1.2551349837530683 4.104414362208972 10.627846383683138
0.25 0.25 0.2820244647492706 1.257085180326426 4.109826034556027 10.640974468837394
0.25 0.25 0.2827483847783897 1.2590353768997842 4.115237706903083 10.654102553991649
0.25 0.25 0.28347230480750885 1.260985573473142 4.12064937925014 10.667230639145906
0.25 0.25 0.28419622483662793 1.2629357700465003 4.126061051597196 10.680358724300161
0.25 0.25 0.284920144865747 1.2648859666198584 4.131472723944252 10.693486809454416
0.25 0.25 0.285644064894866 1.2668361631932161 4.1368843962913076 10.706614894608672
0.25 0.25 0.2863679849239851 1.2687863597665743 4.142296068638363 10.719742979762927
0.25 0.25 0.2870919049531042 1.2707365563399322 4.147707740985419 10.732871064917184
0.25 0.25 0.2878158249822233 1.2726867529132904 4.153119413332475 10.74599915007144
0.25 0.25 0.2885397450113424 1.2746369494866483 4.158531085679532 10.759187998011875
0.25 0.25 0.28926366504046136 1.2765871460600062 4.163942758026587 10.772403480829434
0.25 0.25 0.28998758506958044 1.2785373426333642 4.169354430373643 10.785618963646996
0.25 0.25 0.2907115050986996 1.2804875392067223 4.1747661027206995 10.798834446464557
0.25 0.25 0.29143542512781867 1.2824377357800802 4.180177775067755 10.81204992928212
0.25 0.25 0.29215934515693776 1.2843879323534384 4.185589447414811 10.82526541209968
0.25 0.25 0.29288326518605673 1.286338128926796 4.191001119761867 10.838480894917241
0.25 0.25 0.2936071852151758 1.2882883255001543 4.196412792108923 10.851696377734802
0.25 0.25 0.29433110524429495 1.2902385220735122 4.201824464455979 10.864911860552365
0.25 0.25 0.29505502527341404 1.2921887186468703 4.207236136803035 10.878127343369925
0.25 0.25 0.2957789453025331 1.2941389152202285 4.212647809150091 10.891342826187488
0.25 0.25 0.2965028653316521 1.2960891117935862 4.218059481497146 10.904558309005047
0.25 0.25 0.2972267853607712 1.2980393083669441 4.223471153844202 10.91777379182261
0.25 0.25 0.2979507053898903 1.2999895049403023 4.228882826191259 10.93098927464017
0.25 0.25 0.2986746254190094 1.3019397015136605 4.234294498538315 10.944204757457733
0.25 0.25 0.2993985454481285 1.3038898980870184 4.239706170885371 10.957420240275294
0.25 0.25 0.30012246547724747 1.3058400946603763 4.245117843232427 10.970635723092855
0.25 0.25 0.30084638550636655 1.3077902912337342 4.250542333180082 10.983851205910415
0.25 0.25 0.3015703055354857 1.3097404878070924 4.2560850019650305 10.997066688727978
0.25 0.25 0.3022942255646048 1.3116906843804503 4.261627670749979 11.010282171545539
0.25 0.25 0.30301814559372386 1.3136408809538085 4.267170339534927 11.023497654363101
0.25 0.25 0.30374206562284284 1.3155910775271662 4.272713008319875 11.03671313718066
0.25 0.25 0.3044659856519619 1.3175412741005244 4.2782556771048235 11.049928619998223
0.25 0.25 0.30518990568108106 1.3194914706738823 4.283798345889772 11.063144102815784
0.25 0.25 0.30591382571020015 1.3214416672472404 4.28934101467472 11.076359585633345
0.25 0.25 0.3066377457393191 1.3233918638205981 4.294883683459669 11.089575068450905
0.25 0.25 0.3073616657684382 1.3253420603939563 4.300426352244617 11.102790551268466
0.25 0.25 0.3080855857975573 1.3272922569673142 4.305969021029566 11.116006034086029
0.25 0.25 0.30880950582667643 1.3292424535406724 4.311511689814514 11.12922151690359
0.25 0.25 0.3095334258557955 1.3311926501140305 4.317054358599463 11.142436999721152
0.25 0.25 0.3102573458849145 1.3331428466873882 4.32259702738441 11.155652482538711
0.25 0.25 0.3109812659140336 1.3350930432607462 4.328139696169359 11.168867965356274
0.25 0.25 0.31170518594315266 1.3370432398341043 4.333682364954307 11.182083448173834
0.25 0.25 0.3124291059722718 1.3389934364074625 4.339225033739256 11.195298930991397
0.25 0.25 0.3131530260013909 1.3409436329808204 4.344767702524204 11.208514413808958
0.25 0.25 0.31387694603050986 1.3428938295541784 4.350310371309152 11.221729896626519
0.25 0.25 0.31460086605962895 1.3448440261275363 4.3558530400941 11.23494537944408
0.25 0.25 0.31532478608874803 1.3467942227008944 4.361395708879049 11.248160862261642
0.25 0.25 0.3160487061178672 1.3487444192742524 4.366938377663997 11.261451981333668
0.25 0.25 0.31677262614698626 1.3506946158476105 4.372481046448946 11.27475532801386
0.25 0.25 0.31749654617610523 1.3526448124209682 4.378023715233894 11.28805867469405
0.25 0.25 0.3182204662052243 1.3545950089943264 4.383566384018843 11.30136202137424
0.25 0.25 0.3189443862343434 1.3565452055676843 4.389109052803791 11.314665368054431
0.25 0.25 0.31966830626346254 1.3584954021410425 4.3946517215887395 11.327968714734622
0.25 0.25 0.32039222629258163 1.3604455987144006 4.400194390373688 11.341272061414815
0.25 0.25 0.3211161463217006 1.3623957952877583 4.405737059158636 11.354575408095004
0.25 0.25 0.32184006635081974 1.3643459918611163 4.411279727943584 11.367878754775194
0.25 0.25 0.32256398637993877 1.3662961884344744 4.4168223967285325 11.381182101455385
0.25 0.25 0.3232879064090579 1.3682463850078326 4.422365065513481 11.394485448135576
0.25 0.25 0.324011826438177 1.3701965815811905 4.427907734298429 11.407788794815769
0.25 0.25 0.32473574646729597 1.3721467781545482 4.433450403083377 11.421092141495958
0.25 0.25 0.3254596664964151 1.3740969747279064 4.4389930718683255 11.434395488176149
0.25 0.25 0.32618358652553414 1.3760471713012645 4.444535740653274 11.44769883485634
0.25 0.25 0.3269075065546533 1.3779973678746225 4.450078409438223 11.46100218153653
0.25 0.25 0.32763142658377226 1.3799475644479804 4.455621078223171 11.474305528216721
0.25 0.25 0.32835534661289134 1.3818977610213383 4.461163747008119 11.487608874896912
0.25 0.25 0.3290792666420105 1.3838479575946965 4.466706415793068 11.500912221577103
0.25 0.25 0.3298031866711295 1.3857981541680544 4.472249084578016 11.514215568257294
0.25 0.25 0.33052710670024865 1.3877483507414126 4.477791753362965 11.527518914937485
0.25 0.25 0.3312510267293676 1.3896985473147703 4.483334422147912 11.540822261617675
0.25 0.25 0.3319749467584867 1.3916487438881284 4.488877090932861 11.554125608297866
0.25 0.25 0.33269886678760585 1.3935989404614864 4.494419759717809 11.567428954978057
0.25 0.25 0.3334227868167249 1.3955491370348445 4.499962428502758 11.580732301658248
0.25 0.25 0.334146706845844 1.3974993336082027 4.505505097287706 11.59403564833844
0.25 0.25 0.334870626874963 1.3994495301815604 4.511047766072654 11.60733899501863
0.25 0.25 0.3355945469040821 1.4013997267549183 4.516590434857602 11.62064234169882
0.25 0.25 0.3363184669332012 1.4033499233282765 4.522133103642551 11.633945688379011
0.25 0.25 0.33704238696232025 1.4053001199016346 4.5276757724275 11.647249035059202
0.25 0.25 0.3377663069914394 1.4072503164749925 4.5332184412124485 11.660552381739395
0.25 0.25 0.33849022702055837 1.4092005130483503 4.538761109997396 11.673855728419584
0.25 0.25 0.33921414704967745 1.4111507096217084 4.544303778782345 11.687159075099775
0.25 0.25 0.3399380670787966 1.4131009061950666 4.549846447567293 11.700462421779966
0.25 0.25 0.3406619871079157 1.4150511027684245 4.5553891163522415 11.713765768460156
0.25 0.25 0.34138590713703476 1.4170012993417826 4.56093178513719 11.727069115140349
0.25 0.25 0.34210982716615373 1.4189514959151404 4.566474453922138 11.740372461820538
0.25 0.25 0.3428337471952728 1.4209016924884985 4.572017122707086 11.753700215151143
0.25 0.25 0.34355766722439196 1.4228518890618564 4.5775597914920345 11.767091893454626
0.25 0.25 0.34428158725351105 1.4248020856352146 4.583102460276983 11.78048357175811
0.25 0.25 0.34500550728263013 1.4267522822085725 4.5886451290619314 11.79387525006159
0.25 0.25 0.3457294273117491 1.4287024787819305 4.594187797846879 11.807266928365072
0.25 0.25 0.3464533473408682 1.4306526753552884 4.5997304666318275 11.820658606668555
0.25 0.25 0.34717726736998733 1.4326028719286465 4.605273135416777 11.834050284972037
0.25 0.25 0.3479011873991064 1.4345530685020047 4.610815804201725 11.84744196327552
0.25 0.25 0.3486251074282255 1.4365032650753626 4.616358472986674 11.860833641579001
0.25 0.25 0.3493490274573445 1.4384534616487206 4.621901141771621 11.874225319882482
0.25 0.25 0.35007294748646356 1.4404036582220785 4.62744381055657 11.887616998185965
0.25 0.25 0.3507968675155827 1.4423538547954367 4.632986479341518 11.901008676489447
0.25 0.25 0.3515207875447018 1.4443040513687946 4.638529148126467 11.91440035479293
0.25 0.25 0.35224470757382076 1.4462542479421523 4.644071816911414 11.92779203309641
0.25 0.25 0.35296862760293984 1.4482044445155104 4.649614485696363 11.941183711399892
0.25 0.25 0.35369254763205893 1.4501546410888686 4.655157154481311 11.954575389703376
0.25 0.25 0.35441646766117807 1.4521048376622265 4.66069982326626 11.967967068006857
0.25 0.25 0.35514038769029715 1.4540550342355847 4.666242492051208 11.98135874631034
0.25 0.25 0.35586430771941613 1.4560052308089424 4.671785160836157 11.99475042461382
0.25 0.25 0.3565882277485352 1.4579554273823006 4.677327829621104 12.008142102917303
0.25 0.25 0.3573121477776543 1.4599056239556585 4.682870498406054 12.021533781220786
0.25 0.25 0.35803606780677344 1.4618558205290166 4.688413167191002 12.034925459524267
0.25 0.25 0.3587599878358925 1.4638060171023746 4.693955835975951 12.04831713782775
0.25 0.25 0.3594839078650115 1.4657562136757325 4.699498504760898 12.061708816131231
0.25 0.25 0.3602078278941306 1.4677064102490904 4.705041173545847 12.075100494434713
0.25 0.25 0.36093174792324967 1.4696566068224486 4.710583842330795 12.088492172738196
0.25 0.25 0.3616556679523688 1.4716068033958067 4.7161265111157435 12.101883851041677
0.25 0.25 0.3623795879814879 1.4735569999691647 4.721669179900692 12.11527552934516
0.25 0.25 0.36310350801060687 1.4755071965425226 4.72721184868564 12.128667207648641
0.25 0.25 0.36382742803972595 1.4774573931158805 4.732754517470588 12.142058885952123
0.25 0.25 0.36455134806884504 1.4794075896892387 4.7382971862555365 12.155450564255606
0.25 0.25 0.3652752680979642 1.4813577862625966 4.743839855040485 12.168842242559087
0.25 0.25 0.36599918812708326 1.4833079828359548 4.7493825238254335 12.18223392086257
0.25 0.25 0.36672310815620224 1.4852581794093125 4.7550441642633015 12.195625599166052
0.25 0.25 0.3674470281853213 1.4872083759826706 4.76072072029269 12.209017277469533
0.25 0.25 0.3681709482144404 1.4891585725560286 4.766397276322077 12.222408955773016
0.25 0.25 0.36889486824355955 1.4911087691293867 4.772073832351464 12.235800634076499
0.25 0.25 0.36961878827267863 1.4930589657027447 4.777750388380852 12.24919231237998
0.25 0.25 0.3703427083017976 1.4950091622761026 4.783426944410238 12.26266743580735
0.25 0.25 0.3710666283309167 1.4969593588494605 4.789103500439626 12.27614791505508
0.25 0.25 0.3717905483600358 1.4989095554228187 4.794780056469014 12.28962839430281
0.25 0.25 0.3725144683891549 1.5008597519961766 4.800456612498401 12.30310887355054
0.25 0.25 0.3732383884182739 1.5028099485695345 4.806133168527787 12.31658935279827
0.25 0.25 0.373962308447393 1.5047601451428925 4.811809724557175 12.330069832046
0.25 0.25 0.37468622847651206 1.5067103417162506 4.817486280586563 12.34355031129373
0.25 0.25 0.37541014850563115 1.5086605382896088 4.82316283661595 12.357030790541462
0.25 0.25 0.3761340685347503 1.5106107348629667 4.828839392645338 12.37051126978919
0.25 0.25 0.37685798856386926 1.5125609314363246 4.834515948674724 12.38399174903692
0.25 0.25 0.37758190859298835 1.5145111280096826 4.840192504704111 12.39747222828465
0.25 0.25 0.3783058286221075 1.5164613245830405 4.8458690607334995 12.410952707532381
0.25 0.25 0.3790297486512265 1.5184115211563987 4.851545616762887 12.424433186780112
0.25 0.25 0.37975366868034566 1.5203617177297568 4.857222172792274 12.437913666027843
0.25 0.25 0.38047758870946463 1.5223119143031145 4.862898728821661 12.451394145275572
0.25 0.25 0.3812015087385837 1.5242621108764727 4.868575284851048 12.4648746245233
0.25 0.25 0.38192542876770286 1.5262123074498306 4.874251840880436 12.478355103771031
0.25 0.25 0.3826493487968219 1.5281625040231888 4.879928396909823 12.491835583018762
0.25 0.25 0.383373268825941 1.530112700596547 4.885604952939211 12.505316062266493
0.25 0.25 0.38409718885506 1.5320628971699046 4.891281508968597 12.518796541514222
0.25 0.25 0.3848211088841791 1.5340130937432626 4.8969580649979845 12.532277020761953
0.25 0.25 0.3855450289132982 1.5359632903166207 4.902634621027373 12.545757500009682
0.25 0.25 0.38626894894241726 1.5379134868899786 4.90831117705676 12.559237979257412
0.25 0.25 0.3869928689715364 1.5398636834633368 4.913987733086147 12.572718458505143
0.25 0.25 0.38771678900065537 1.5418138800366945 4.919664289115534 12.586198937752872
0.25 0.25 0.38844070902977446 1.5437640766100527 4.925340845144921 12.599679417000603
0.25 0.25 0.3891646290588936 1.5457142731834108 4.931017401174309 12.613159896248334
0.25 0.25 0.3898885490880126 1.5476644697567687 4.936693957203697 12.626640375496065
0.25 0.25 0.39061246911713177 1.549614666330127 4.942370513233084 12.640120854743794
0.25 0.25 0.39133638914625074 1.5515648629034846 4.94804706926247 12.653601333991523
0.25 0.25 0.3920603091753698 1.5535150594768428 4.953723625291858 12.667081813239253
0.25 0.25 0.39278422920448897 1.5554652560502007 4.959400181321246 12.680562292486984
0.25 0.25 0.393508149233608 1.5574154526235588 4.965076737350633 12.694042771734715
0.25 0.25 0.39423206926272714 1.5593656491969168 4.970753293380021 12.707523250982446
0.25 0.25 0.3949559892918461 1.5613158457702747 4.976429849409407 12.721003730230175
0.25 0.25 0.3956799093209652 1.5632660423436326 4.9821064054387945 12.734484209477904
0.25 0.25 0.39640382935008434 1.5652162389169908 4.987782961468183 12.747964688725634
0.25 0.25 0.39712774937920337 1.567166435490349 4.99345951749757 12.761520961348882
0.25 0.25 0.3978516694083224 1.5691166320637067 4.999136073526956 12.775090712421031
0.25 0.25 0.3985755894374415 1.5710668286370646 5.004812629556344 12.788660463493182
0.25 0.25 0.39929950946656056 1.5730170252104227 5.010489185585731 12.802230214565332
0.25 0.25 0.4000234294956797 1.5749672217837807 5.016165741615119 12.815799965637483
0.25 0.25 0.40074734952479873 1.5769174183571388 5.021842297644506 12.829369716709634
0.25 0.25 0.40147126955391776 1.5788676149304965 5.027518853673893 12.842939467781783
0.25 0.25 0.40219518958303685 1.5808178115038547 5.03319540970328 12.856509218853933
0.25 0.25 0.40291910961215593 1.5827680080772129 5.0388719657326675 12.870078969926084
0.25 0.25 0.4036430296412751 1.5847182046505708 5.044548521762056 12.883648720998234
0.25 0.25 0.4043669496703941 1.586668401223929 5.050225077791443 12.897218472070385
0.25 0.25 0.40509086969951313 1.5886185977972866 5.055901633820829 12.910788223142534
0.25 0.25 0.4058147897286322 1.5905687943706448 5.061578189850217 12.924357974214685
0.25 0.25 0.4065387097577513 1.5925189909440027 5.0672547458796044 12.937927725286837
0.25 0.25 0.40726262978687044 1.5944691875173609 5.072931301908992 12.951497476358988
0.25 0.25 0.4079865498159895 1.5964193840907188 5.07860785793838 12.965067227431138
0.25 0.25 0.4087104698451085 1.5983695806640768 5.084284413967766 12.978636978503287
0.25 0.25 0.4094343898742276 1.6003197772374347 5.089960969997153 12.992206729575438
0.25 0.25 0.4101583099033467 1.6022699738107928 5.095637526026541 13.005776480647588
0.25 0.25 0.4108822299324658 1.604220170384151 5.101314082055929 13.019346231719739
0.25 0.25 0.41160614996158484 1.606170366957509 5.106990638085316 13.03291598279189
0.25 0.25 0.4123300699907039 1.6081205635308669 5.112667194114703 13.046485733864039
0.25 0.25 0.41305399001982296 1.6100707601042248 5.11834375014409 13.06005548493619
0.25 0.25 0.41377791004894204 1.6120209566775827 5.1240203061734775 13.07362523600834
0.25 0.25 0.4145018300780612 1.6139711532509409 5.129696862202866 13.08719498708049
0.25 0.25 0.4152257501071802 1.615921349824299 5.135373418232253 13.100764738152641
0.25 0.25 0.41594967013629924 1.6178715463976567 5.141049974261639 13.11433448922479
0.25 0.25 0.41667359016541833 1.6198217429710149 5.146726530291027 13.12790424029694
0.25 0.25 0.4173975101945374 1.6217719395443728 5.152403086320414 13.141473991369091
0.25 0.25 0.41812143022365655 1.623722136117731 5.158079642349802 13.155043742441242
0.25 0.25 0.41884535025277553 1.6256723326910887 5.163756198379189 13.16861349351339
0.25 0.25 0.4195692702818946 1.6276225292644468 5.169432754408576 13.182183244585541
0.25 0.25 0.4202931903110137 1.6295727258378048 5.175109310437963 13.195752995657692
0.25 0.25 0.4210171103401328 1.631522922411163 5.180785866467351 13.209322746729843
0.25 0.25 0.4217410303692519 1.6334731189845209 5.186462422496739 13.222892497801993
0.25 0.25 0.4224649503983709 1.6354233155578788 5.192138978526125 13.236462248874142
0.25 0.25 0.42318887042749 1.6373735121312367 5.197815534555513 13.25003221157962
0.25 0.25 0.42391279045660907 1.6393237087045949 5.2034920905849 13.26369170691446
0.25 0.25 0.42463671048572815 1.641273905277953 5.2091686466142875 13.277351202249301
0.25 0.25 0.4253606305148473 1.643224101851311 5.214845202643675 13.29101069758414
0.25 0.25 0.42608455054396627 1.645174298424669 5.220521758673062 13.304670192918978
0.25 0.25 0.42680847057308535 1.6471244949980268 5.226198314702449 13.318329688253819
0.25 0.25 0.4275323906022045 1.6490746915713848 5.231874870731836 13.331989183588657
0.25 0.25 0.4282563106313235 1.651024888144743 5.237551426761224 13.345648678923498
0.25 0.25 0.42898023066044266 1.652975084718101 5.243227982790612 13.359308174258338
0.25 0.25 0.42970415068956164 1.6549252812914588 5.248904538819998 13.372967669593175
0.25 0.25 0.4304280707186807 1.656875477864817 5.25469152304018 13.386627164928015
0.25 0.25 0.43115199074779986 1.6588256744381749 5.260504913567189 13.400286660262855
0.25 0.25 0.4318759107769189 1.660775871011533 5.266318304094198 13.413946155597694
0.25 0.25 0.43259983080603803 1.662726067584891 5.272131694621207 13.427605650932534
0.25 0.25 0.433323750835157 1.6646762641582489 5.277945085148215 13.441265146267373
0.25 0.25 0.4340476708642761 1.6666264607316068 5.2837584756752225 13.454924641602211
0.25 0.25 0.43477159089339523 1.668576657304965 5.289571866202231 13.468584136937052
0.25 0.25 0.43549551092251426 1.670526853878323 5.29538525672924 13.482243632271892
0.25 0.25 0.4362194309516334 1.672477050451681 5.301198647256249 13.49590312760673
0.25 0.25 0.4369433509807524 1.6744272470250388 5.307012037783257 13.50956262294157
0.25 0.25 0.43766727100987146 1.676377443598397 5.312825428310265 13.52322211827641
0.25 0.25 0.4383911910389906 1.678327640171755 5.3186388188372735 13.536881613611248
0.25 0.25 0.43911511106810963 1.680277836745113 5.324452209364282 13.550541108946089
0.25 0.25 0.43983903109722866 1.682228033318471 5.33026559989129 13.564200604280927
0.25 0.25 0.44056295112634775 1.6841782298918289 5.336078990418299 13.577860099615766
0.25 0.25 0.44128687115546683 1.6861284264651868 5.341892380945307 13.591519594950606
0.25 0.25 0.44201079118458597 1.688078623038545 5.347705771472316 13.605179090285446
0.25 0.25 0.442734711213705 1.690028819611903 5.3535191619993245 13.618838585620285
0.25 0.25 0.44345863124282403 1.6919790161852608 5.3593325525263324 13.632498080955123
0.25 0.25 0.4441825512719431 1.693929212758619 5.365145943053341 13.646157576289964
0.25 0.25 0.4449064713010622 1.695879409331977 5.37095933358035 13.659817071624802
0.25 0.25 0.44563039133018134 1.697829605905335 5.376772724107358 13.673476566959643
0.25 0.25 0.44635431135930037 1.699779802478693 5.382586114634367 13.687136062294483
0.25 0.25 0.4470782313884194 1.701729999052051 5.388399505161375 13.70079555762932
0.25 0.25 0.4478021514175385 1.7036801956254088 5.3942128956883835 13.71445505296416
0.25 0.25 0.44852607144665757 1.705630392198767 5.400026286215392 13.728114548299
0.25 0.25 0.4492499914757767 1.707580588772125 5.4058396767424 13.74177404363384
0.25 0.25 0.44997391150489574 1.709530785345483 5.411653067269409 13.755469426416054
0.25 0.25 0.45069783153401477 1.7114809819188408 5.417466457796417 13.769219140008792
0.25 0.25 0.45142175156313386 1.713431178492199 5.423279848323426 13.782968853601531
0.25 0.25 0.45214567159225294 1.715381375065557 5.4290932388504345 13.79671856719427
0.25 0.25 0.4528695916213721 1.717331571638915 5.434906629377442 13.81046828078701
0.25 0.25 0.4535935116504911 1.7192817682122732 5.440720019904451 13.82421799437975
0.25 0.25 0.45431743167961014 1.721231964785631 5.446533410431459 13.837967707972487
0.25 0.25 0.4550413517087292 1.7231821613589888 5.452346800958468 13.851717421565226
0.25 0.25 0.4557652717378483 1.725132357932347 5.458160191485477 13.865467135157965
0.25 0.25 0.45648919176696745 1.7270825545057051 5.463973582012485 13.879216848750705
0.25 0.25 0.4572131117960865 1.729032751079063 5.469786972539493 13.892966562343444
0.25 0.25 0.4579370318252055 1.730982947652421 5.475600363066501 13.906716275936182
0.25 0.25 0.4586609518543246 1.732933144225779 5.48141375359351 13.920465989528921
0.25 0.25 0.4593848718834437 1.734883340799137 5.487227144120519 13.934215703121662
0.25 0.25 0.4601087919125628 1.736833537372495 5.493040534647527 13.947965416714402
0.25 0.25 0.46083271194168185 1.7387837339458532 5.498853925174536 13.961715130307141
0.25 0.25 0.4615566319708009 1.7407339305192109 5.5046673157015436 13.975464843899879
0.25 0.25 0.46228055199991996 1.742684127092569 5.510480706228552 13.989214557492618
0.25 0.25 0.46300447202903905 1.744634323665927 5.516294096755561 14.002964271085357
0.25 0.25 0.4637283920581582 1.7465845202392851 5.52210748728257 14.016713984678097
0.25 0.25 0.46445231208727716 1.7485347168126428 5.527920877809577 14.030463698270834
0.25 0.25 0.46517623211639625 1.7505202123853356 5.533734268336586 14.044213411863574
0.25 0.25 0.46590015214551533 1.7526123724299705 5.539547658863595 14.057963125456313
0.25 0.25 0.4666240721746344 1.7547045324746056 5.545361049390603 14.071712839049052
0.25 0.25 0.46734799220375356 1.7567966925192404 5.551174439917611 14.085462552641792
0.25 0.25 0.46807191223287253 1.7588888525638753 5.556987830444619 14.09921226623453
0.25 0.25 0.4687958322619916 1.7609810126085101 5.562801220971628 14.112961979827269
0.25 0.25 0.4695197522911107 1.7630731726531452 5.568614611498637 14.126711693420008
0.25 0.25 0.4702436723202298 1.76516533269778 5.574428002025646 14.140461407012747
0.25 0.25 0.47096759234934893 1.7672574927424152 5.580241392552654 14.154211120605488
0.25 0.25 0.4716915123784679 1.7693496527870498 5.586054783079661 14.167960834198226
0.25 0.25 0.472415432407587 1.771441812831685 5.59186817360667 14.181710547790965
0.25 0.25 0.4731393524367061 1.7735339728763198 5.597681564133679 14.195460261383705
0.25 0.25 0.47386327246582516 1.7756261329209548 5.603494954660688 14.209209974976444
0.25 0.25 0.4745871924949443 1.7777182929655897 5.609308345187697 14.222959688569183
0.25 0.25 0.4753111125240633 1.7798104530102243 5.615121735714704 14.236709402161921
0.25 0.25 0.47603503255318236 1.7819026130548594 5.620935126241712 14.250462144105486
0.25 0.25 0.47675895258230144 1.7839947730994943 5.626748516768721 14.264302551507082
0.25 0.25 0.47748287261142053 1.7860869331441294 5.63256190729573 14.278142958908681
0.25 0.25 0.47820679264053967 1.7881790931887644 5.638375297822739 14.29198336631028
0.25 0.25 0.47893071266965864 1.790271253233399 5.644188688349747 14.305823773711875
0.25 0.25 0.4796546326987777 1.792363413278034 5.650002078876755 14.319664181113474
0.25 0.25 0.4803785527278968 1.794455573322669 5.6558154694037635 14.333504588515073
0.25 0.25 0.4811024727570159 1.796547733367304 5.661628859930772 14.34734499591667
0.25 0.25 0.48182639278613504 1.798639893411939 5.667442250457781 14.361185403318268
0.25 0.25 0.482550312815254 1.8007320534565736 5.673255640984789 14.375025810719864
0.25 0.25 0.4832742328443731 1.8028242135012087 5.679069031511797 14.388866218121462
0.25 0.25 0.4839981528734922 1.8049163735458436 5.684882422038806 14.402706625523061
0.25 0.25 0.48472207290261127 1.8070085335904786 5.6906958125658145 14.416547032924658
0.25 0.25 0.4854459929317303 1.8091006936351133 5.696509203092822 14.430387440326255
0.25 0.25 0.4861699129608494 1.8111928536797484 5.702322593619831 14.444227847727854
0.25 0.25 0.48689383298996847 1.8132850137243832 5.708135984146839 14.45806825512945
0.25 0.25 0.48761775301908755 1.8153771737690183 5.713949374673848 14.47190866253105
0.25 0.25 0.48834167304820664 1.8174693338136532 5.719762765200857 14.485749069932648
0.25 0.25 0.48906559307732567 1.8195614938582878 5.725576155727865 14.499589477334244
0.25 0.25 0.48978951310644475 1.8216536539029229 5.731389546254873 14.513429884735842
0.25 0.25 0.49051343313556384 1.8237458139475577 5.737202936781881 14.527270292137441
0.25 0.25 0.4912373531646829 1.8258379739921928 5.74301632730889 14.541110699539038
0.25 0.25 0.491961273193802 1.8279301340368277 5.748829717835899 14.554951106940637
0.25 0.25 0.49268519322292104 1.8300222940814626 5.754754796754951 14.568791514342232
0.25 0.25 0.4934091132520401 1.8321144541260974 5.760708026413321 14.58263192174383
0.25 0.25 0.4941330332811592 1.8342066141707325 5.766661256071691 14.59647232914543
0.25 0.25 0.49485695331027835 1.8362987742153674 5.772614485730061 14.610312736547026
0.25 0.25 0.4955808733393974 1.8383909342600024 5.778567715388431 14.624153143948625
0.25 0.25 0.4963047933685164 1.840483094304637 5.7845209450468005 14.637993551350222
0.25 0.25 0.4970287133976355 1.8425752543492722 5.79047417470517 14.65183395875182
0.25 0.25 0.4977526334267546 1.844667414393907 5.79642740436354 14.665674366153418
0.25 0.25 0.4984765534558737 1.846759574438542 5.802380634021911 14.679514773555017
0.25 0.25 0.49920047348499275 1.848851734483177 5.80833386368028 14.693355180956614
0.25 0.25 0.4999243935141118 1.8509438945278118 5.81428709333865 14.70719558835821
0.25 0.25 0.5006483135432309 1.8530360545724467 5.82024032299702 14.72103599575981
0.25 0.25 0.50137223357235 1.8551282146170818 5.82619355265539 14.734876403161406
0.25 0.25 0.502096153601469 1.8572203746617166 5.83214678231376 14.748716810563005
0.25 0.25 0.5028200736305881 1.8593125347063517 5.83810001197213 14.762639936125284
0.25 0.25 0.5035439936597071 1.8614046947509864 5.844053241630499 14.776571514441216
0.25 0.25 0.5042679136888262 1.8634968547956212 5.85000647128887 14.79050309275715
0.25 0.25 0.5049918337179453 1.8655890148402563 5.855959700947239 14.804434671073084
0.25 0.25 0.5057157537470645 1.8676811748848912 5.86191293060561 14.818366249389017
0.25 0.25 0.5064396737761835 1.8697733349295262 5.867866160263979 14.83229782770495
0.25 0.25 0.5071635938053025 1.8718654949741609 5.873819389922349 14.846229406020882
0.25 0.25 0.5078875138344217 1.873957655018796 5.879772619580719 14.860160984336817
0.25 0.25 0.5086114338635407 1.8760498150634308 5.885725849239089 14.87409256265275
0.25 0.25 0.5093353538926597 1.878141975108066 5.891679078897459 14.888024140968684
0.25 0.25 0.5100592739217789 1.8802341351527005 5.897632308555829 14.901955719284615
0.25 0.25 0.5107831939508979 1.8823262951973356 5.903585538214198 14.915887297600548
0.25 0.25 0.5115071139800169 1.8844184552419705 5.909538767872569 14.929818875916483
0.25 0.25 0.512231034009136 1.8865106152866056 5.915491997530938 14.943750454232417
0.25 0.25 0.5129549540382552 1.8886027753312404 5.9214452271893085 14.95768203254835
0.25 0.25 0.5136788740673741 1.8906949353758753 5.927398456847678 14.971613610864281
0.25 0.25 0.5144027940964933 1.8927870954205102 5.933351686506048 14.985545189180215
0.25 0.25 0.5151267141256124 1.894879255465145 5.939304916164418 14.99947676749615
0.25 0.25 0.5158506341547314 1.89697141550978 5.945258145822788 15.013408345812083
0.25 0.25 0.5165745541838505 1.8990635755544152 5.951211375481158 15.027339924128016
0.25 0.25 0.5172984742129696 1.9011557355990498 5.9571646051395275 15.041271502443948
0.25 0.25 0.5180223942420886 1.9032478956436847 5.963117834797897 15.055203080759881
0.25 0.25 0.5187463142712077 1.9053400556883198 5.9690710644562675 15.069134659075816
0.25 0.25 0.5194702343003268 1.9074322157329546 5.975024294114638 15.08306623739175
